Date,Price
02/01/2014,1564.4322
03/01/2014,1065.4212
04/01/2014,1420.4189999999999
05/01/2014,1563.3625000000002
06/01/2014,1260.8305
07/01/2014,1282.09
08/01/2014,1196.9750999999999
09/01/2014,1112.0408
10/01/2014,1232.616
11/01/2014,863.6096
12/01/2014,1207.221
01/01/2015,1141.692
02/01/2015,1164.048
03/01/2015,981.973
04/01/2015,1396.943
05/01/2015,1403.905
06/01/2015,914.316
07/01/2015,1139.2160000000001
08/01/2015,1315.5559999999998
09/01/2015,925.1179999999999
10/01/2015,1427.5
11/01/2015,744.8140000000001
12/01/2015,976.0372000000001
01/01/2016,1117.64
02/01/2016,1361.536
03/01/2016,1219.6305
04/01/2016,1539.0983999999999
05/01/2016,1530.5094000000001
06/01/2016,1427.5224
07/01/2016,1012.9424999999999
08/01/2016,1295.3655
09/01/2016,1223.694
10/01/2016,1634.9184
11/01/2016,1442.421
12/01/2016,1013.2848
01/01/2017,1440.5068999999999
02/01/2017,1298.4608
03/01/2017,1448.4108
04/01/2017,1419.768
05/01/2017,1509.0270999999998
06/01/2017,1030.196
07/01/2017,1167.5259999999998
08/01/2017,1202.656
09/01/2017,1266.309
10/01/2017,1029.672
11/01/2017,1503.7448
12/01/2017,1041.96
01/01/2018,1559.852
02/01/2018,1409.8962000000001
03/01/2018,1178.3600000000001
04/01/2018,1643.6875
05/01/2018,1258.9824
06/01/2018,1552.79
07/01/2018,1162.2395000000001
08/01/2018,1188.7029
09/01/2018,1203.6069
10/01/2018,1444.8266
11/01/2018,1515.1312000000003
12/01/2018,974.8748
01/01/2019,1399.7936
