Date,Price
08/05/2018,11611.167321248673
08/12/2018,4912.772167761557
08/19/2018,8898.473923815998
08/26/2018,6443.490308087507
09/02/2018,1729.324111704181
09/09/2018,3768.608121748115
09/16/2018,10162.602826483288
09/23/2018,10117.16858746309
09/30/2018,5824.312124806103
10/07/2018,4877.534828384001
10/14/2018,3870.9187891319402
10/21/2018,6551.281862418046
10/28/2018,7411.879449600706
11/04/2018,5216.237749862688
11/11/2018,3892.409851742591
11/18/2018,4179.600116846639
11/25/2018,1096.538451584128
12/02/2018,1000.4130686055951
12/09/2018,1153.6984394596798
12/16/2018,5750.889497718108
12/23/2018,2578.5483336659895
12/30/2018,4416.959902675797
01/06/2019,2142.2837692219045
01/13/2019,5544.692452820505
01/20/2019,4669.428302090582
01/27/2019,4401.793822341152
02/03/2019,6635.278113640278
02/10/2019,5780.288680385559
02/17/2019,3982.762295424815
02/24/2019,7562.564576775201
03/03/2019,2011.6473751912679
03/10/2019,3939.417091697987
03/17/2019,3728.2715047342067
03/24/2019,4980.266938948876
03/31/2019,3061.750214308797
04/07/2019,3171.9976996720284
04/14/2019,7009.979356860061
04/21/2019,8690.034712359029
04/28/2019,14629.344469065918
05/05/2019,9476.751086066919
05/12/2019,4610.556935967728
05/19/2019,4429.000787982905
05/26/2019,9324.409408911666
06/02/2019,12347.427475492212
06/09/2019,11628.341100252012
06/16/2019,13176.01128949258
06/23/2019,8436.414192122988
06/30/2019,7540.181591547668
07/07/2019,10334.360775565303
07/14/2019,11035.023895417995
07/21/2019,6888.850459079187
07/28/2019,13303.453535902832
08/04/2019,9703.345173328982
08/11/2019,7397.614651579449
08/18/2019,9164.38531496206
08/25/2019,4616.65135605558
09/01/2019,11951.478015542461
09/08/2019,8537.997001310181
09/15/2019,14281.000406938523
09/22/2019,3444.545725153652
