Date,Price
05/01/2017,21.62932
06/01/2017,16.95954
07/01/2017,18.5185
08/01/2017,20.87379
09/01/2017,19.67768
10/01/2017,18.3986
11/01/2017,15.29385
12/01/2017,15.773399999999999
01/01/2018,19.70376
02/01/2018,15.75072
03/01/2018,12.07088
04/01/2018,18.0411
05/01/2018,18.978450000000002
06/01/2018,14.74018
07/01/2018,17.31267
08/01/2018,12.19428
09/01/2018,17.94864
10/01/2018,16.18612
11/01/2018,11.9112
12/01/2018,18.3372
01/01/2019,20.956000000000003
02/01/2019,15.32132
03/01/2019,17.58096
04/01/2019,14.2348
05/01/2019,16.79805
06/01/2019,18.869429999999998
07/01/2019,13.484079999999999
08/01/2019,21.76867
09/01/2019,17.67792
10/01/2019,15.949119999999999
11/01/2019,18.083599999999997
12/01/2019,14.157589999999999
01/01/2020,15.16368
02/01/2020,12.178180000000001
03/01/2020,16.874200000000002
04/01/2020,16.91949
05/01/2020,15.38903
06/01/2020,20.500700000000002
07/01/2020,27.22048
08/01/2020,32.2389
09/01/2020,21.1446
10/01/2020,22.03542
11/01/2020,22.583
12/01/2020,33.015
01/01/2021,29.361330000000002
02/01/2021,30.934800000000003
03/01/2021,21.11472
04/01/2021,24.83808
05/01/2021,31.39472
06/01/2021,30.90892
07/01/2021,21.214799999999997
08/01/2021,17.03361
09/01/2021,16.09431
10/01/2021,21.32974
11/01/2021,17.55523
12/01/2021,18.6816
01/01/2022,16.36587
02/01/2022,25.82796
03/01/2022,23.14536
04/01/2022,25.393500000000003
