time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
52610,-10.33,0.4,-7.52,-0.11,-0.04,0.11,54.02,-17.47,24.53,-62.79,-45.78
52611,-9.86,0.66,-3.72,-0.35,0.4,0.06,54.02,-17.47,24.53,-62.72,-46.18
52612,-9.86,0.66,-3.72,-0.35,0.4,0.06,54.02,-17.47,24.53,-62.65,-46.56
52613,-11.04,0.78,-0.73,-0.37,0.43,0.05,54.02,-17.47,24.53,-62.6,-47.26
52614,-11.04,0.78,-0.73,-0.37,0.43,0.05,54.02,-17.47,24.53,-62.63,-47.39
52615,-11.52,0.73,-3.45,-0.17,0.09,0.06,54.02,-17.47,24.53,-62.66,-47.46
52616,-11.52,0.73,-3.45,-0.17,0.09,0.06,54.02,-17.47,24.53,-62.68,-47.52
52617,-10.41,1.03,-3.34,-0.07,-0.04,0.03,54.02,-17.47,24.53,-62.73,-47.48
52618,-10.41,1.03,-3.34,-0.07,-0.04,0.03,54.02,-17.47,24.53,-62.77,-47.45
52619,-10.62,1.15,-2.46,-0.02,-0.1,0.02,52.4,-16.93,24.7,-62.91,-47.22
52620,-10.62,1.15,-2.46,-0.02,-0.1,0.02,52.4,-16.93,24.7,-63.0,-47.05
52621,-10.97,1.25,-1.56,0.07,-0.27,0.01,52.4,-16.93,24.7,-63.16,-46.67
52622,-10.97,1.25,-1.56,0.07,-0.27,0.01,52.4,-16.93,24.7,-63.32,-46.3
52623,-10.78,1.07,-4.01,0.21,-0.5,0.01,52.4,-16.93,24.7,-63.41,-45.97
52624,-10.78,1.07,-4.01,0.21,-0.5,0.01,52.4,-16.93,24.7,-63.51,-45.64
52625,-10.33,0.83,-6.67,0.17,-0.4,0.0,52.4,-16.93,24.7,-63.65,-44.98
52626,-10.33,0.83,-6.67,0.17,-0.4,0.0,52.4,-16.93,24.7,-63.63,-44.91
52627,-10.24,0.84,-5.42,-0.07,0.02,-0.05,52.4,-16.93,24.7,-63.55,-45.05
52628,-10.24,0.84,-5.42,-0.07,0.02,-0.05,52.4,-16.93,24.7,-63.47,-45.19
52629,-10.56,1.01,-2.04,-0.26,0.32,-0.11,52.4,-16.93,24.7,-63.43,-45.25
52630,-10.56,1.01,-2.04,-0.26,0.32,-0.11,52.4,-16.93,24.7,-63.4,-45.3
52631,-11.5,0.72,-2.35,-0.22,0.22,-0.13,54.02,-17.11,23.49,-63.22,-45.49
52632,-11.5,0.72,-2.35,-0.22,0.22,-0.13,54.02,-17.11,23.49,-63.18,-45.46
52633,-11.22,0.8,-3.83,-0.15,0.07,-0.17,54.02,-17.11,23.49,-63.1,-45.41
52634,-11.22,0.8,-3.83,-0.15,0.07,-0.17,54.02,-17.11,23.49,-63.04,-45.36
52635,-10.45,1.18,-3.41,-0.15,0.09,-0.2,54.02,-17.11,23.49,-62.97,-45.32
52636,-10.45,1.18,-3.41,-0.15,0.09,-0.2,54.02,-17.11,23.49,-62.92,-45.28
52637,-10.53,1.31,-3.33,-0.14,0.09,-0.2,54.02,-17.11,23.49,-62.78,-45.2
52638,-10.53,1.31,-3.33,-0.14,0.09,-0.2,54.02,-17.11,23.49,-62.74,-45.17
52639,-10.79,1.04,-4.88,-0.12,0.09,-0.19,54.02,-17.11,23.49,-62.64,-45.23
52640,-10.79,1.04,-4.88,-0.12,0.09,-0.19,54.02,-17.11,23.49,-62.53,-45.29
52641,-10.41,0.91,-4.28,-0.16,0.22,-0.2,54.02,-17.11,23.49,-62.41,-45.4
52642,-10.41,0.91,-4.28,-0.16,0.22,-0.2,54.02,-17.11,23.49,-62.28,-45.52
52643,-10.47,0.95,-2.74,-0.16,0.28,-0.2,55.11,-15.32,25.91,-62.01,-45.72
52644,-10.47,0.95,-2.74,-0.16,0.28,-0.2,55.11,-15.32,25.91,-61.92,-45.75
52645,-11.06,0.79,-2.62,-0.01,0.12,-0.18,55.11,-15.32,25.91,-61.86,-45.62
52646,-11.06,0.79,-2.62,-0.01,0.12,-0.18,55.11,-15.32,25.91,-61.81,-45.5
52647,-10.64,0.42,-6.85,0.12,-0.03,-0.17,55.11,-15.32,25.91,-61.64,-45.51
52648,-10.64,0.42,-6.85,0.12,-0.03,-0.17,55.11,-15.32,25.91,-61.48,-45.55
52649,-9.97,0.35,-6.65,-0.03,0.28,-0.18,55.11,-15.32,25.91,-61.06,-45.96
52650,-9.97,0.35,-6.65,-0.03,0.28,-0.18,55.11,-15.32,25.91,-60.81,-46.24
52651,-10.11,0.64,-0.71,-0.2,0.62,-0.21,55.11,-15.32,25.91,-60.73,-46.29
52652,-10.11,0.64,-0.71,-0.2,0.62,-0.21,55.11,-15.32,25.91,-60.59,-46.43
52653,-12.09,0.5,-0.3,0.02,0.24,-0.19,55.11,-15.32,25.91,-60.57,-46.18
52654,-12.09,0.5,-0.3,0.02,0.24,-0.19,55.11,-15.32,25.91,-60.56,-45.93
52655,-11.31,0.21,-4.84,0.34,-0.26,-0.17,53.48,-14.06,25.39,-60.46,-45.11
52656,-11.31,0.21,-4.84,0.34,-0.26,-0.17,53.48,-14.06,25.39,-60.4,-44.77
52657,-9.58,0.12,-4.96,0.36,-0.25,-0.18,53.48,-14.06,25.39,-60.31,-44.55
52658,-9.58,0.12,-4.96,0.36,-0.25,-0.18,53.48,-14.06,25.39,-60.22,-44.34
52659,-10.02,0.4,-2.38,0.28,-0.11,-0.18,53.48,-14.06,25.39,-60.2,-43.99
52660,-10.02,0.4,-2.38,0.28,-0.11,-0.18,53.48,-14.06,25.39,-60.17,-43.66
52661,-11.43,0.12,-3.92,0.33,-0.24,-0.15,53.48,-14.06,25.39,-60.1,-42.8
52662,-11.43,0.12,-3.92,0.33,-0.24,-0.15,53.48,-14.06,25.39,-60.06,-42.44
52663,-10.63,-0.13,-7.71,0.3,-0.19,-0.13,53.48,-14.06,25.39,-59.92,-42.41
52664,-10.63,-0.13,-7.71,0.3,-0.19,-0.13,53.48,-14.06,25.39,-59.77,-42.38
52665,-9.6,-0.23,-5.81,0.01,0.28,-0.17,53.48,-14.06,25.39,-59.53,-42.64
52666,-9.6,-0.23,-5.81,0.01,0.28,-0.17,53.48,-14.06,25.39,-59.32,-42.87
52667,-11.21,1.11,0.5,-0.11,0.5,-0.21,54.38,-13.17,25.22,-59.01,-43.23
52668,-11.21,1.11,0.5,-0.11,0.5,-0.21,54.38,-13.17,25.22,-58.96,-43.23
52669,-12.27,-0.2,-0.86,0.14,-0.02,-0.14,54.38,-13.17,25.22,-58.99,-42.86
52670,-12.27,-0.2,-0.86,0.14,-0.02,-0.14,54.38,-13.17,25.22,-59.02,-42.47
52671,-10.9,-0.28,-4.55,0.39,-0.46,-0.14,54.38,-13.17,25.22,-59.01,-42.02
52672,-10.9,-0.28,-4.55,0.39,-0.46,-0.14,54.38,-13.17,25.22,-59.07,-40.42
52673,-9.71,0.06,-3.32,0.35,-0.43,-0.17,54.38,-13.17,25.22,-59.08,-40.02
52674,-9.71,0.06,-3.32,0.35,-0.43,-0.17,54.38,-13.17,25.22,-59.1,-39.51
52675,-10.78,0.44,-1.89,0.35,-0.48,-0.16,54.38,-13.17,25.22,-59.19,-38.91
52676,-10.78,0.44,-1.89,0.35,-0.48,-0.16,54.38,-13.17,25.22,-59.29,-38.31
52677,-10.79,0.73,-6.32,0.43,-0.66,-0.13,54.38,-13.17,25.22,-59.31,-37.99
52678,-10.79,0.73,-6.32,0.43,-0.66,-0.13,54.38,-13.17,25.22,-59.35,-37.47
52679,-9.6,0.65,-7.41,0.25,-0.37,-0.12,56.73,-12.27,25.05,-59.3,-37.32
52680,-9.6,0.65,-7.41,0.25,-0.37,-0.12,56.73,-12.27,25.05,-59.25,-37.25
52681,-9.6,1.08,-3.31,-0.03,0.08,-0.12,56.73,-12.27,25.05,-59.23,-37.34
52682,-9.6,1.08,-3.31,-0.03,0.08,-0.12,56.73,-12.27,25.05,-59.22,-37.44
52683,-11.15,0.95,0.37,-0.02,0.03,-0.07,56.73,-12.27,25.05,-59.34,-37.16
