user,activity,timestamp,x-axis,y-axis,z-axis
24,Walking,14258501627000,6.21,16.89,-1.46
24,Walking,14258541788000,-1.42,10.15,4.06
24,Walking,14258621500000,-1.76,5.09,-0.42
24,Walking,14258661508000,-0.15,2.98,2.98
24,Walking,14258701639000,3.3,2.49,1.38
24,Walking,14258741556000,6.17,6.24,-4.79
24,Walking,14258861826000,7.27,10.73,-0.34
24,Walking,14258903787000,4.33,6.02,0.76
24,Walking,14258903787000,4.33,6.02,0.76
24,Walking,14258941538000,2.98,6.4,0.57
24,Walking,14259021646000,7.08,9.11,-0.61
24,Walking,14259061502000,3.79,5.41,-2.18
24,Walking,14259101633000,3.72,6.47,-0.95
24,Walking,14259141580000,2.68,4.9,0.11
24,Walking,14259221628000,4.75,4.1,0.08
24,Walking,14259261514000,8.05,5.41,-0.72
24,Walking,14259301615000,10.11,5.28,-0.65
24,Walking,14259341562000,9.62,3.02,0.38
24,Walking,14259421549000,8.39,12.98,0.04
24,Walking,14259461588000,11.8,19.0,-1.95
24,Walking,14259501566000,7.21,16.63,-3.49
24,Walking,14259541666000,1.8,9.89,-0.93
24,Walking,14259621500000,1.8,6.66,-0.53
24,Walking,14259661539000,1.88,5.37,1.12
24,Walking,14259701517000,2.98,4.44,2.07
24,Walking,14259741556000,4.59,3.99,0.76
24,Walking,14259821512000,8.92,2.37,-4.18
24,Walking,14259861521000,14.25,2.64,-1.27
24,Walking,14259901621000,6.82,2.76,0.0
24,Walking,14259941568000,8.77,10.34,-0.08
24,Walking,14260021616000,2.53,12.11,2.03
24,Walking,14260061533000,2.91,8.16,-2.68
24,Walking,14260101511000,7.44,10.46,-6.36
24,Walking,14260141641000,6.36,6.47,-5.75
24,Walking,14260221567000,5.75,6.21,-2.11
24,Walking,14260261514000,5.24,5.83,-0.76
24,Walking,14260301523000,6.32,5.94,2.37
24,Walking,14260341684000,5.6,3.72,3.21
24,Walking,14260421518000,6.05,6.02,-2.79
24,Walking,14260461527000,6.09,4.67,-2.11
24,Walking,14260501505000,7.35,4.75,-2.34
24,Walking,14260541544000,9.89,6.17,0.38
24,Walking,14260621500000,8.58,1.65,3.26
24,Walking,14260661508000,9.08,12.15,-0.04
24,Walking,14260701669000,16.13,19.34,-4.48
