net_amt,date,account_balance,credit_amt,district_id,debit_amt
-4434.600000000035,1995-04-30,674259.6999999995,195234.6,77,199669.20000000004
-24275.600000000064,1995-03-31,526422.3999999996,236774.2,77,261049.80000000008
72333.6999999999,1995-02-28,622981.8999999999,409875.3,77,337541.6000000001
17767.99999999997,1994-11-30,423767.5999999999,202045.6,77,184277.60000000003
-199219.99999999983,1995-01-31,450880.79999999946,286931.8,77,486151.7999999998
33706.49999999994,1994-12-31,606780.1999999997,328186.7,77,294480.20000000007
-4699.000000000058,1994-10-31,457735.7999999998,238843.8,77,243542.80000000005
32568.29999999996,1994-09-30,495346.79999999976,254468.5,77,221900.20000000004
15425.399999999965,1994-08-31,483443.1999999997,235155.0,77,219729.60000000003
29006.79999999999,1994-07-31,519929.7999999996,314756.2,77,285749.4
45637.79999999996,1994-06-30,442016.4999999999,231013.7,77,185375.90000000005
25952.49999999997,1994-05-31,417982.5,217102.1,77,191149.60000000003
-4819.0,1994-04-30,391513.1999999999,188905.2,77,193724.2
11498.899999999936,1994-03-31,497039.2999999998,202943.3,77,191444.40000000005
78686.5,1993-12-31,443208.6,423002.5,77,344316.0
34001.5,1994-02-28,368078.0,195351.5,77,161350.0
-101152.00000000006,1994-01-31,450087.4999999997,210575.3,77,311727.30000000005
43311.100000000006,1993-11-30,263972.70000000007,121722.7,77,78411.59999999999
-41944.100000000006,1993-10-31,367522.7,179964.1,77,221908.2
17164.70000000002,1993-08-31,184823.30000000005,81841.1,77,64676.39999999999
4359.400000000009,1993-09-30,277572.7,105226.6,77,100867.2
16767.800000000003,1993-07-31,214205.70000000004,90531.4,77,73763.59999999999
-13460.299999999996,1993-06-30,111635.3,43491.3,77,56951.6
30328.300000000003,1993-05-31,179304.3,95279.5,77,64951.2
21119.90000000001,1993-03-31,216315.5,104836.1,77,83716.2
-26873.69999999937,1998-10-31,2103237.600000016,735247.2999999999,76,762120.9999999993
14446.100000000006,1993-04-30,290691.7,102156.1,77,87710.0
5682.7,1993-02-28,6436.6,5733.7,77,51.0
93930.00000000047,1998-08-31,2162935.900000012,846580.0999999999,76,752650.0999999994
157303.00000000058,1998-11-30,2284982.500000012,883200.9,76,725897.8999999994
5361.0,1993-01-31,5891.0,5405.0,77,44.0
-4135.699999999604,1998-05-31,1956299.800000005,953886.9,76,958022.5999999996
186585.0999999987,1998-12-31,4318716.300000009,1957312.1,76,1770727.0000000014
204530.90000000072,1998-09-30,2288595.300000006,1074234.1,76,869703.1999999994
-81868.59999999916,1998-01-31,1410531.2000000025,913604.5,76,995473.0999999992
20426.50000000035,1998-07-31,1710064.0000000028,801527.1000000001,76,781100.5999999997
173448.2000000003,1998-02-28,1855586.2000000065,888477.4,76,715029.1999999997
-26934.49999999965,1998-03-31,2245938.700000003,761526.5,76,788460.9999999997
21395.699999999953,1998-06-30,1817573.700000008,1189144.7,76,1167749.0
217987.2000000002,1998-04-30,1904211.600000008,778901.3999999999,76,560914.1999999997
42611.90000000014,1997-12-31,1971995.1000000064,728291.0,76,685679.0999999999
119656.50000000058,1997-11-30,1786524.7000000065,789427.8000000002,76,669771.2999999996
-144905.3999999998,1997-09-30,1649780.400000003,709255.3999999998,76,854160.7999999996
26436.400000000605,1997-10-31,2026718.600000014,1006391.6,76,979955.1999999994
-103953.99999999965,1997-08-31,1611563.3000000033,523827.9,76,627781.8999999997
177228.1000000001,1997-07-31,1820789.7000000053,896396.2999999998,76,719168.1999999997
-36520.899999999325,1997-06-30,1570065.300000008,837557.1000000002,76,874077.9999999995
