user,activity,timestamp,x-axis,y-axis,z-axis
26,Walking,220762340000,8.28,10.88,1.84
26,Walking,220812328000,-0.99,11.92,-0.69
26,Walking,220862346000,4.86,11.03,-4.9
26,Walking,220912334000,5.24,6.4,-3.06
26,Walking,220962321000,10.46,6.59,-1.04
26,Walking,221012340000,13.14,4.1,-2.96
26,Walking,221062328000,5.86,8.92,-3.57
26,Walking,221112346000,2.45,9.15,-2.22
26,Walking,221162334000,4.06,7.86,-2.96
26,Walking,221212352000,7.46,6.36,-2.18
26,Walking,221262248000,10.84,3.79,-4.29
26,Walking,221312328000,11.18,5.13,-1.73
26,Walking,221362346000,8.81,10.65,0.42
26,Walking,221412334000,9.34,5.75,0.11
26,Walking,221462321000,8.2,3.57,-6.24
26,Walking,221512340000,14.29,14.29,6.85
26,Walking,221562328000,6.44,18.28,-2.64
26,Walking,221612346000,4.25,10.27,-0.89
26,Walking,221662334000,1.8,6.47,-1.12
26,Walking,221712321000,-2.07,4.14,-3.36
26,Walking,221762370000,-2.96,2.45,-2.72
26,Walking,221812328000,5.83,6.13,6.97
26,Walking,221862346000,19.57,10.12,-4.44
26,Walking,221912334000,3.57,7.4,1.33
26,Walking,221962321000,2.11,14.98,-0.53
26,Walking,222012340000,4.52,14.52,-4.25
26,Walking,222062358000,1.5,6.85,-1.99
26,Walking,222112346000,3.64,9.0,-1.88
26,Walking,222162334000,4.52,9.0,-3.79
26,Walking,222212321000,5.33,6.82,-4.59
26,Walking,222262340000,7.93,6.13,-5.09
26,Walking,222312328000,10.31,6.59,-4.67
26,Walking,222362376000,7.59,9.08,7.12
26,Walking,222412395000,8.43,7.4,-4.37
26,Walking,222462321000,10.99,5.09,-4.86
26,Walking,222512340000,10.42,6.59,1.14
26,Walking,222562328000,10.12,7.93,-1.61
26,Walking,222612346000,9.15,10.61,-0.57
26,Walking,222662334000,5.71,19.31,-3.64
26,Walking,222712352000,0.69,10.5,-1.12
26,Walking,222762340000,6.74,4.14,-2.96
26,Walking,222812328000,4.44,5.13,-1.73
26,Walking,222862346000,-0.72,5.33,-3.57
26,Walking,222912334000,-2.37,6.32,-2.6
26,Walking,222962352000,2.34,9.04,4.52
26,Walking,223012340000,19.53,11.35,-1.42
26,Walking,223062328000,11.03,-0.08,-1.61
26,Walking,223112346000,2.15,11.18,-0.53
26,Walking,223162364000,9.15,12.83,-2.49
26,Walking,223212321000,1.84,7.01,-1.42
26,Walking,223262340000,0.69,11.03,-1.8
26,Walking,223312328000,2.56,8.77,-3.11
26,Walking,223362346000,3.79,8.85,-3.26
26,Walking,223412334000,5.98,8.58,-4.18
26,Walking,223462321000,7.5,5.79,-6.43
26,Walking,223512340000,11.11,5.67,-3.83
26,Walking,223562328000,7.4,7.5,8.24
26,Walking,223612346000,7.55,7.08,-3.98
26,Walking,223662334000,10.27,6.59,-7.89
26,Walking,223712321000,8.85,12.83,-0.38
26,Walking,223762340000,9.11,7.25,-3.36
26,Walking,223812328000,11.99,3.26,-1.73
26,Walking,223862346000,10.76,9.72,-2.56
26,Walking,223912334000,9.08,19.5,-4.37
26,Walking,223962321000,2.26,11.69,-3.26
26,Walking,224012340000,1.95,4.86,-3.15
26,Walking,224062328000,-2.22,2.79,-2.49
26,Walking,224112407000,-4.4,3.57,-3.21
26,Walking,224162334000,-3.21,6.89,1.65
26,Walking,224212321000,19.04,12.18,-1.69
26,Walking,224262340000,12.79,2.91,1.88
26,Walking,224312328000,8.54,8.28,-2.91
26,Walking,224379619000,2.56,15.21,1.42
26,Walking,224432292000,-1.92,10.0,-2.34
26,Walking,224482341000,1.8,10.69,-2.96
26,Walking,224532329000,3.45,7.89,-3.49
26,Walking,224582378000,7.4,9.11,-4.75
26,Walking,224632335000,7.63,6.21,-3.41
26,Walking,224682323000,9.0,3.87,-1.53
26,Walking,224732341000,3.41,11.84,7.78
26,Walking,224782359000,5.43,9.53,-6.74
26,Walking,224832347000,13.44,6.17,-4.94
26,Walking,224882335000,13.21,6.05,0.53
26,Walking,224932323000,11.18,4.44,-1.31
26,Walking,224982341000,10.95,12.91,-3.98
26,Walking,225032329000,7.67,19.57,-3.17
26,Walking,225082347000,-1.27,13.57,-1.42
26,Walking,225132335000,6.7,2.6,-2.07
26,Walking,225182323000,0.76,3.99,-1.65
26,Walking,225232341000,-2.49,4.02,-5.05
26,Walking,225232341000,-2.49,4.02,-5.05
26,Walking,225293132000,-5.67,6.51,-1.99
26,Walking,225343028000,16.02,11.37,6.13
26,Walking,225392985000,15.51,5.24,-0.95
26,Walking,225443034000,-0.11,4.67,-1.99
26,Walking,225492992000,8.47,18.58,0.84
26,Walking,225543010000,2.76,8.5,-2.18
26,Walking,225592998000,0.19,7.78,-2.6
26,Walking,225643047000,3.57,12.53,-5.43
26,Walking,225692973000,3.15,8.81,-4.71
26,Walking,225742992000,5.6,6.36,-2.56
26,Walking,225792949000,7.97,5.13,-3.6
26,Walking,225842998000,8.54,6.47,-5.2
26,Walking,225892985000,8.01,11.99,8.12
26,Walking,225943187000,9.23,6.28,-6.13
26,Walking,225992992000,14.6,5.52,-3.34
26,Walking,226043285000,10.76,6.44,0.15
26,Walking,226093028000,12.11,8.43,-0.61
26,Walking,226143047000,11.11,18.35,-4.44
26,Walking,226192943000,1.33,16.21,-1.73
26,Walking,226242992000,3.21,7.55,-4.56
26,Walking,226293010000,3.64,3.21,-2.41
26,Walking,226342998000,-1.57,3.64,-3.15
26,Walking,226392985000,-4.56,5.79,-3.6
26,Walking,226443004000,-0.69,7.08,-0.19
26,Walking,226492992000,19.19,12.18,1.42
26,Walking,226543468000,13.63,1.84,0.89
26,Walking,226602367000,0.19,7.25,-6.66
26,Walking,226652354000,5.22,17.86,-3.26
26,Walking,226702342000,0.31,6.74,-2.79
26,Walking,226752330000,2.76,11.18,-2.18
26,Walking,226802348000,3.11,10.65,-4.82
26,Walking,226852397000,6.21,7.01,-3.34
26,Walking,226902324000,9.11,5.24,-4.29
26,Walking,226952342000,8.05,4.9,-6.74
26,Walking,227002330000,7.82,9.66,2.41
26,Walking,227060374000,8.77,8.69,-1.31
26,Walking,227112163000,11.41,6.82,-1.88
26,Walking,227162273000,10.34,7.25,-0.8
26,Walking,227212382000,11.84,5.6,-1.04
26,Walking,227262370000,10.95,14.79,-3.91
26,Walking,227312358000,6.85,19.19,-5.63
26,Walking,227362346000,0.8,9.43,-0.5
26,Walking,227412334000,3.41,2.96,-3.11
26,Walking,227462321000,-1.38,2.72,-2.6
26,Walking,227512340000,-3.57,4.29,-4.06
26,Walking,227562328000,-1.88,6.63,-1.12
26,Walking,227612346000,18.47,12.3,2.6
26,Walking,227662334000,14.02,3.49,0.76
26,Walking,227732341000,7.12,8.08,-2.11
26,Walking,227732341000,7.12,8.08,-2.11
26,Walking,227792338000,-1.31,10.61,-0.65
26,Walking,227842265000,-0.38,11.75,-1.95
26,Walking,227893016000,2.22,10.69,-4.02
26,Walking,227943004000,3.53,8.58,-3.83
26,Walking,227992961000,6.17,9.43,-3.91
26,Walking,228043437000,7.59,4.6,-3.83
26,Walking,228102367000,9.62,4.29,-6.7
26,Walking,228152324000,10.23,11.07,2.37
26,Walking,228202373000,9.28,8.92,0.15
26,Walking,228252360000,10.92,6.89,-4.67
