user,activity,timestamp,x-axis,y-axis,z-axis
7,Jogging,207408372895000,3.68,-6.28,1.95
7,Jogging,207408411500000,1.69,-5.82,2.41
7,Jogging,207408452149000,2.14,-2.45,0.23
7,Jogging,207408531617000,19.91,14.75,0.38
7,Jogging,207408571656000,18.77,17.58,-2.6
7,Jogging,207408611543000,4.67,8.73,-0.84
7,Jogging,207408651551000,-1.73,7.12,-2.79
7,Jogging,207408731599000,-3.64,2.68,-3.45
7,Jogging,207408771424000,-4.14,-0.95,-0.69
7,Jogging,207408811646000,-2.18,-2.03,-1.18
7,Jogging,207408851563000,-2.15,0.15,1.99
7,Jogging,207408892060000,2.18,6.21,-2.34
7,Jogging,207408982514000,19.53,18.09,-7.55
7,Jogging,207409031983000,14.48,5.01,-2.22
7,Jogging,207409071900000,17.67,-1.23,1.33
7,Jogging,207409120729000,17.73,-3.95,-1.69
7,Jogging,207409162080000,5.56,-9.0,2.45
7,Jogging,207409201631000,1.04,-11.41,2.41
7,Jogging,207409251649000,0.8,-6.97,0.65
7,Jogging,207409331636000,17.31,10.31,-2.68
7,Jogging,207409372895000,19.91,19.5,1.8
7,Jogging,207409413453000,10.31,14.86,-4.1
7,Jogging,207409451539000,-0.34,12.18,-5.13
7,Jogging,207409531709000,-0.76,4.99,-13.72
7,Jogging,207409571504000,-3.95,0.57,-6.82
7,Jogging,207409611665000,-8.12,-1.27,2.68
7,Jogging,207409651643000,-8.08,3.83,7.89
7,Jogging,207409731782000,7.21,10.08,-6.85
7,Jogging,207409771577000,19.23,19.99,3.36
7,Jogging,207409811708000,19.84,19.53,-4.63
7,Jogging,207409851533000,17.62,8.62,-4.1
7,Jogging,207409931611000,19.76,-4.48,-0.23
7,Jogging,207409971650000,13.72,-10.53,-0.27
7,Jogging,207410012849000,14.67,-18.07,7.16
7,Jogging,207410051515000,1.53,-10.69,18.62
7,Jogging,207410131654000,9.72,12.68,-4.48
7,Jogging,207410171998000,19.91,16.13,5.48
7,Jogging,207410211610000,18.24,18.12,-4.94
7,Jogging,207410251740000,3.98,12.76,-4.56
7,Jogging,207410331544000,1.61,5.6,-19.0
7,Jogging,207410371675000,-4.71,-2.37,-14.25
7,Jogging,207410411592000,-7.44,-1.92,0.34
7,Jogging,207410451631000,-14.48,5.18,15.89
7,Jogging,207410531648000,5.9,7.08,-9.34
7,Jogging,207410571565000,18.35,19.11,-5.28
7,Jogging,207410611512000,19.91,19.76,-0.42
7,Jogging,207410651673000,19.08,9.72,-3.38
7,Jogging,207410731507000,19.89,-1.95,-0.5
7,Jogging,207410771638000,13.33,-4.82,-3.83
7,Jogging,207410811616000,8.16,-14.44,0.53
7,Jogging,207410851533000,5.63,-17.62,-0.5
7,Jogging,207410931611000,9.49,7.35,-5.43
7,Jogging,207410971650000,19.91,16.25,-2.45
7,Jogging,207411013642000,18.01,18.39,-2.68
7,Jogging,207411051606000,4.71,13.76,-3.49
7,Jogging,207411131654000,3.79,9.62,-14.9
7,Jogging,207411171601000,-2.15,1.76,-16.02
7,Jogging,207411211640000,-5.71,-1.38,-4.29
7,Jogging,207411251679000,-10.27,1.69,11.54
7,Jogging,207411331697000,2.75,4.86,-7.67
7,Jogging,207411382691000,17.67,18.7,-2.41
7,Jogging,207411431672000,19.91,19.42,-3.11
7,Jogging,207411471650000,17.01,7.21,-4.14
7,Jogging,207411514527000,17.82,0.0,-0.42
7,Jogging,207411552613000,19.91,-2.41,0.53
7,Jogging,207411631684000,11.99,-15.75,2.18
7,Jogging,207411671388000,3.57,-13.33,10.95
7,Jogging,207411711518000,0.57,5.13,1.5
7,Jogging,207411751527000,14.82,9.28,-10.76
7,Jogging,207411831544000,14.52,16.13,-3.6
7,Jogging,207411871675000,1.53,14.06,-3.3
7,Jogging,207411911531000,1.46,15.79,-7.67
7,Jogging,207411951661000,2.26,8.2,-14.37
7,Jogging,207412011659000,-6.02,-0.95,-3.17
7,Jogging,207412051576000,-12.6,-0.65,11.75
7,Jogging,207412131867000,4.79,3.91,-8.54
7,Jogging,207412171723000,17.39,15.36,-6.82
7,Jogging,207412211488000,19.91,20.04,2.11
7,Jogging,207412253022000,18.62,11.96,-5.63
7,Jogging,207412331513000,19.42,-1.84,-3.68
7,Jogging,207412372407000,15.7,-3.15,-3.45
7,Jogging,207412411469000,10.84,-8.69,-1.92
7,Jogging,207412451692000,13.1,-17.01,1.99
7,Jogging,207412531678000,0.53,7.55,0.04
7,Jogging,207412571626000,13.72,15.85,-4.79
7,Jogging,207412611543000,19.91,16.78,1.5
7,Jogging,207412651673000,10.04,14.33,-4.56
7,Jogging,207412691499000,0.19,8.85,-7.08
7,Jogging,207412751618000,0.99,4.18,-16.04
7,Jogging,207412831513000,-5.01,-2.11,-0.84
7,Jogging,207412871644000,-7.01,2.76,9.89
7,Jogging,207412911653000,-0.53,3.99,-0.04
7,Jogging,207412951570000,4.82,4.37,-7.89
7,Jogging,207413032014000,19.91,19.99,-3.06
7,Jogging,207413071992000,15.4,9.23,-5.28
7,Jogging,207413111695000,14.02,-0.27,-3.72
7,Jogging,207413151673000,19.91,-1.46,-3.41
7,Jogging,207413231599000,13.21,-15.94,-4.79
7,Jogging,207413271546000,10.19,-17.92,3.41
7,Jogging,207413312562000,-3.91,0.8,6.05
7,Jogging,207413352326000,8.16,10.84,-5.86
7,Jogging,207413407929000,19.91,17.16,-2.91
7,Jogging,207413451692000,11.6,16.17,-5.98
7,Jogging,207413531678000,4.56,11.07,-17.2
7,Jogging,207413571595000,-2.3,2.83,-19.42
7,Jogging,207413611543000,-7.46,-2.91,-8.24
7,Jogging,207413651765000,-12.6,-0.76,13.99
7,Jogging,207413731507000,2.83,3.41,-6.51
7,Jogging,207413771546000,14.4,13.99,-8.08
7,Jogging,207413811494000,19.91,20.04,-1.18
7,Jogging,207413851625000,19.91,18.28,-6.66
7,Jogging,207413931703000,19.91,-0.42,-2.18
7,Jogging,207413971650000,19.61,-3.45,-3.17
7,Jogging,207414011598000,15.7,-11.33,-1.27
7,Jogging,207414051698000,19.3,-19.15,7.82
7,Jogging,207414131562000,-0.8,3.91,1.33
7,Jogging,207414174104000,12.49,16.47,-10.76
7,Jogging,207414231568000,19.91,19.99,-1.5
7,Jogging,207414271638000,9.08,16.02,-3.21
7,Jogging,207414311524000,-1.92,18.85,-1.61
7,Jogging,207414351716000,-3.87,19.93,-6.02
7,Jogging,207414431642000,-7.46,3.15,0.23
7,Jogging,207414471681000,1.14,5.05,10.42
7,Jogging,207414511506000,3.83,5.01,-1.46
7,Jogging,207414551728000,5.56,8.62,-2.87
7,Jogging,207414631501000,19.91,20.04,0.42
7,Jogging,207414671784000,19.91,17.35,-7.12
7,Jogging,207414711671000,19.91,5.09,-2.83
7,Jogging,207414751618000,19.91,-0.95,-1.04
7,Jogging,207414831697000,18.66,-15.24,-0.23
7,Jogging,207414871553000,12.76,-18.01,11.8
7,Jogging,207414911683000,-3.53,5.24,13.76
7,Jogging,207414951509000,6.55,10.42,-4.79
7,Jogging,207415031739000,19.89,18.47,-4.37
7,Jogging,207415071687000,11.88,14.33,-2.34
7,Jogging,207415111695000,6.97,17.54,-4.44
7,Jogging,207415151673000,10.0,12.83,-14.6
7,Jogging,207415231507000,-10.65,-7.08,-4.44
7,Jogging,207415271699000,1.31,10.34,-1.46
7,Jogging,207415311708000,12.11,15.24,-2.79
7,Jogging,207415351502000,19.65,3.3,7.7
7,Jogging,207415521394000,8.81,3.3,7.7
7,Jogging,207415521394000,8.81,3.3,7.7
7,Jogging,207415521394000,8.81,3.3,7.7
7,Jogging,207415562074000,4.99,0.38,6.97
7,Jogging,207415601502000,3.11,0.31,3.34
7,Jogging,207415681550000,1.42,4.63,2.64
7,Jogging,207415721742000,5.28,7.63,-2.76
7,Jogging,207415761689000,19.23,18.5,-11.26
7,Jogging,207415801515000,19.38,12.37,-8.39
7,Jogging,207415881501000,-0.15,-7.86,1.88
7,Jogging,207415921662000,-1.54,-0.19,-1.33
7,Jogging,207415961518000,-4.21,0.08,3.83
7,Jogging,207416001557000,0.95,-2.34,-0.04
7,Jogging,207416081483000,3.98,-0.23,1.61
7,Jogging,207416121705000,13.4,14.63,2.3
7,Jogging,207416161531000,16.44,18.66,2.11
7,Jogging,207416201722000,19.7,11.41,-1.65
7,Jogging,207416281648000,13.59,1.12,2.53
7,Jogging,207416321717000,8.58,-4.44,9.0
7,Jogging,207416361543000,6.28,-2.34,1.84
7,Jogging,207416401734000,3.06,-1.92,0.11
7,Jogging,207416481660000,-0.38,-2.26,0.5
7,Jogging,207416522370000,1.57,-0.69,-0.31
7,Jogging,207416561585000,11.8,3.26,-2.96
7,Jogging,207416601716000,19.91,13.91,-4.02
7,Jogging,207416681672000,-2.11,6.44,7.31
7,Jogging,207416721528000,-2.03,4.33,-1.14
7,Jogging,207416761689000,-3.64,1.57,-3.57
7,Jogging,207416801606000,-5.13,-1.31,-1.73
7,Jogging,207416881532000,-0.46,-1.95,-1.08
7,Jogging,207416921540000,0.84,3.76,-3.06
7,Jogging,207416961610000,16.28,16.17,-10.19
7,Jogging,207417001802000,18.96,17.86,-5.05
7,Jogging,207417081666000,12.07,3.64,-1.76
7,Jogging,207417121705000,11.75,1.08,-1.5
7,Jogging,207417161592000,8.16,-2.98,2.98
7,Jogging,207417224305000,2.49,-7.08,5.71
7,Jogging,207417263001000,1.38,-4.9,0.3
7,Jogging,207417301759000,0.69,-4.48,1.42
7,Jogging,207417381715000,16.02,0.08,-4.1
7,Jogging,207417423707000,19.91,15.02,-4.99
7,Jogging,207417461671000,15.43,10.8,-3.79
7,Jogging,207417501710000,2.68,7.5,-3.02
7,Jogging,207417581605000,-3.64,5.33,-4.56
7,Jogging,207417621522000,-4.6,1.92,-4.1
7,Jogging,207417661531000,-4.44,-1.31,0.38
7,Jogging,207417701722000,-4.82,-2.3,7.12
7,Jogging,207417781648000,11.6,14.21,-7.67
7,Jogging,207417821595000,19.91,20.04,-7.35
7,Jogging,207417861604000,19.11,13.99,-5.24
7,Jogging,207417901673000,18.47,4.21,-4.25
7,Jogging,207417981538000,18.24,-5.9,-1.23
7,Jogging,207418023896000,8.16,-5.37,-3.11
7,Jogging,207418061738000,4.67,-7.4,-0.23
7,Jogging,207418101777000,-0.38,-18.54,-0.5
7,Jogging,207418181703000,7.65,1.38,-1.54
7,Jogging,207418223725000,19.91,2.76,-2.68
7,Jogging,207418269319000,19.91,12.95,-4.94
7,Jogging,207418311677000,10.27,11.26,-8.05
7,Jogging,207418351686000,5.33,10.23,-16.04
7,Jogging,207418431489000,-0.72,-2.07,-13.59
7,Jogging,207418471406000,-3.99,-1.76,-5.98
7,Jogging,207418511598000,-11.99,4.67,7.7
7,Jogging,207418551667000,-5.37,7.25,4.99
7,Jogging,207418631623000,10.72,10.46,-9.85
7,Jogging,207418671662000,19.91,20.04,-10.46
7,Jogging,207418711488000,19.91,16.59,-9.72
7,Jogging,207418751618000,18.54,4.02,-5.01
7,Jogging,207418831636000,19.65,-6.17,-2.98
7,Jogging,207418871675000,14.14,-8.39,-2.11
7,Jogging,207418911622000,14.1,-18.2,-0.27
7,Jogging,207418970429000,-3.02,-7.4,16.28
7,Jogging,207419011415000,7.59,6.44,-2.87
7,Jogging,207419052339000,19.91,-0.34,-1.54
7,Jogging,207419131501000,15.75,14.18,-4.71
7,Jogging,207419171662000,7.97,12.83,-8.69
7,Jogging,207419211457000,5.52,7.78,-17.92
7,Jogging,207419253694000,-2.53,-1.95,-18.54
7,Jogging,207419331666000,-10.5,3.3,9.0
7,Jogging,207419371888000,-3.02,8.66,6.97
7,Jogging,207419411500000,2.98,2.56,-7.55
7,Jogging,207419451661000,15.24,12.37,-7.08
7,Jogging,207419491548000,19.91,20.04,-1.5
7,Jogging,207419535188000,19.38,11.75,-3.87
7,Jogging,207419591645000,17.43,0.15,-1.12
7,Jogging,207419681520000,10.95,-5.13,-3.72
7,Jogging,207419721620000,4.67,-8.43,-0.57
7,Jogging,207419761537000,0.5,-17.82,-1.42
7,Jogging,207419801789000,-0.57,-6.85,-1.65
7,Jogging,207419881654000,19.27,1.57,-7.5
7,Jogging,207419921662000,19.91,12.53,-3.72
7,Jogging,207419961701000,8.69,10.12,-5.01
7,Jogging,207420001924000,0.84,14.14,-9.23
7,Jogging,207420081513000,1.84,3.57,-15.51
7,Jogging,207420121522000,-4.67,-1.08,-8.66
7,Jogging,207420161653000,-10.53,-0.04,2.79
7,Jogging,207420201875000,-6.32,6.09,11.99
7,Jogging,207420281495000,6.24,4.99,-8.08
7,Jogging,207420321687000,19.42,18.16,-8.43
7,Jogging,207420361543000,19.91,19.19,-9.19
7,Jogging,207420401856000,18.81,5.86,-4.71
7,Jogging,207420481660000,19.84,-8.47,-3.15
7,Jogging,207420521882000,12.68,-7.65,-4.18
7,Jogging,207420561830000,5.71,-14.21,-2.07
7,Jogging,207420601838000,2.03,-16.63,-4.1
7,Jogging,207420681550000,12.95,2.34,-7.89
7,Jogging,207420721681000,19.91,5.09,-4.14
7,Jogging,207420761689000,19.23,13.18,-7.4
7,Jogging,207420801820000,6.28,14.98,-6.36
7,Jogging,207420881684000,6.28,8.12,-19.53
7,Jogging,207420921632000,-3.41,-1.31,-16.44
