user,activity,timestamp,x-axis,y-axis,z-axis
29,Sitting,235612316000,7.5,2.26,6.4
29,Sitting,235612316000,7.5,2.26,6.4
29,Sitting,235712291000,7.55,2.26,6.36
29,Sitting,235762340000,7.46,2.3,6.4
29,Sitting,235812297000,7.46,2.26,6.36
29,Sitting,235862316000,7.46,2.22,6.4
29,Sitting,235912334000,7.5,2.26,6.44
29,Sitting,235962261000,7.4,2.26,6.44
29,Sitting,236012309000,7.5,2.3,6.44
29,Sitting,236062267000,7.5,2.3,6.36
29,Sitting,236112346000,7.55,2.22,6.47
29,Sitting,236162334000,7.59,2.3,6.4
29,Sitting,236212291000,7.46,2.3,6.4
29,Sitting,236262309000,7.44,2.26,6.4
29,Sitting,236312328000,7.5,2.3,6.44
29,Sitting,236312328000,7.5,2.3,6.44
29,Sitting,236412303000,7.55,2.3,6.47
29,Sitting,236462322000,7.44,2.22,6.32
29,Sitting,236512340000,7.46,2.26,6.4
29,Sitting,236562328000,7.4,2.3,6.44
29,Sitting,236612346000,7.5,2.26,6.51
29,Sitting,236662334000,7.59,2.37,6.4
29,Sitting,236712322000,7.5,2.3,6.44
29,Sitting,236762309000,7.46,2.3,6.4
29,Sitting,236812328000,7.5,2.26,6.47
29,Sitting,236862316000,7.5,2.26,6.44
29,Sitting,236912334000,7.35,2.22,6.36
29,Sitting,236962291000,7.44,2.34,6.51
29,Sitting,237012340000,7.46,2.3,6.47
29,Sitting,237062297000,7.55,2.3,6.4
29,Sitting,237112316000,7.59,2.3,6.47
29,Sitting,237162334000,7.55,2.26,6.4
29,Sitting,237212291000,7.46,2.26,6.32
29,Sitting,237262309000,7.46,2.3,6.44
29,Sitting,237312297000,7.4,2.26,6.44
29,Sitting,237362285000,7.5,2.26,6.44
29,Sitting,237412303000,7.55,2.3,6.44
29,Sitting,237462291000,7.59,2.3,6.4
29,Sitting,237512340000,7.46,2.22,6.32
29,Sitting,237562328000,7.5,2.37,6.47
29,Sitting,237612316000,7.46,2.34,6.55
29,Sitting,237662303000,7.5,2.34,6.44
29,Sitting,237712322000,7.44,2.26,6.32
29,Sitting,237762615000,7.59,2.18,6.4
29,Sitting,237812297000,7.63,2.34,6.4
29,Sitting,237862316000,7.63,2.41,6.44
29,Sitting,237912334000,7.4,2.18,6.36
29,Sitting,237962322000,7.44,2.15,6.47
29,Sitting,238012340000,7.55,2.26,6.44
29,Sitting,238062328000,7.59,2.3,6.36
29,Sitting,238112346000,7.63,2.34,6.44
29,Sitting,238162303000,7.55,2.34,6.4
29,Sitting,238212322000,7.46,2.3,6.28
29,Sitting,238262340000,7.35,2.11,6.36
29,Sitting,238312328000,7.44,2.15,6.4
29,Sitting,238362346000,7.67,2.37,6.55
29,Sitting,238412303000,7.67,2.37,6.47
29,Sitting,238462322000,7.55,2.22,6.4
29,Sitting,238512309000,7.55,2.18,6.44
29,Sitting,238562297000,7.59,2.37,6.44
29,Sitting,238612346000,7.4,2.26,6.36
29,Sitting,238662303000,7.46,2.22,6.32
29,Sitting,238712291000,7.46,2.18,6.44
29,Sitting,238762371000,7.55,2.22,6.59
29,Sitting,238812297000,7.74,2.6,6.59
29,Sitting,238862377000,7.46,2.26,6.28
29,Sitting,238912364000,7.44,2.11,6.21
29,Sitting,238962322000,7.5,2.15,6.44
29,Sitting,239012371000,7.59,2.34,6.51
29,Sitting,239062358000,7.46,2.37,6.47
29,Sitting,239112346000,7.46,2.34,6.44
29,Sitting,239162303000,7.46,2.26,6.4
29,Sitting,239212352000,7.55,2.18,6.4
29,Sitting,239262309000,7.55,2.26,6.4
29,Sitting,239312358000,7.5,2.34,6.4
29,Sitting,239362346000,7.44,2.18,6.36
29,Sitting,239412364000,7.55,2.3,6.47
29,Sitting,239462291000,7.46,2.3,6.47
29,Sitting,239512401000,7.5,2.26,6.4
29,Sitting,239562358000,7.55,2.22,6.4
29,Sitting,239612346000,7.5,2.22,6.36
29,Sitting,239662334000,7.46,2.26,6.4
29,Sitting,239662334000,7.46,2.26,6.4
29,Sitting,239762279000,7.5,2.26,6.4
29,Sitting,239812297000,7.44,2.26,6.44
29,Sitting,239862346000,7.5,2.26,6.4
29,Sitting,239912273000,7.46,2.26,6.4
29,Sitting,239970317000,7.55,2.3,6.44
29,Sitting,239970317000,7.55,2.3,6.44
29,Sitting,240022319000,7.44,2.26,6.47
29,Sitting,240072307000,7.44,2.26,6.44
29,Sitting,240122386000,7.46,2.3,6.47
29,Sitting,240172313000,7.46,2.3,6.51
29,Sitting,240222331000,7.5,2.22,6.44
29,Sitting,240282329000,7.5,2.22,6.4
29,Sitting,240342296000,7.46,2.3,6.44
29,Sitting,240392345000,7.44,2.26,6.51
29,Sitting,240442333000,7.46,2.22,6.4
29,Sitting,240492320000,7.46,2.26,6.44
29,Sitting,240542339000,7.5,2.26,6.51
29,Sitting,240592327000,7.55,2.34,6.4
29,Sitting,240642345000,7.46,2.22,6.44
29,Sitting,240692333000,7.44,2.26,6.44
29,Sitting,240742290000,7.46,2.26,6.47
29,Sitting,240792339000,7.46,2.3,6.4
29,Sitting,240842327000,7.46,2.22,6.4
29,Sitting,240892345000,7.46,2.26,6.44
29,Sitting,240942302000,7.5,2.26,6.44
29,Sitting,240992320000,7.55,2.3,6.4
29,Sitting,241042339000,7.5,2.3,6.47
29,Sitting,241092357000,7.44,2.26,6.4
29,Sitting,241142345000,7.46,2.22,6.44
29,Sitting,241192302000,7.46,2.26,6.44
29,Sitting,241242290000,7.46,2.3,6.47
29,Sitting,241292400000,7.46,2.26,6.44
29,Sitting,241342327000,7.5,2.3,6.47
29,Sitting,241392345000,7.46,2.18,6.51
29,Sitting,241442333000,7.5,2.26,6.36
29,Sitting,241492351000,7.46,2.3,6.47
29,Sitting,241542369000,7.5,2.3,6.44
29,Sitting,241592327000,7.46,2.18,6.4
29,Sitting,241642375000,7.46,2.22,6.44
29,Sitting,241692333000,7.55,2.37,6.44
29,Sitting,241742320000,7.46,2.3,6.47
29,Sitting,241792339000,7.46,2.26,6.44
29,Sitting,241842327000,7.55,2.3,6.51
29,Sitting,241892345000,7.59,2.3,6.4
29,Sitting,241942333000,7.46,2.3,6.28
29,Sitting,241992320000,7.4,2.26,6.44
29,Sitting,242042827000,7.46,2.15,6.47
29,Sitting,242092388000,7.5,2.22,6.4
29,Sitting,242142314000,7.35,2.22,6.4
29,Sitting,242192363000,7.46,2.26,6.44
29,Sitting,242242320000,7.55,2.3,6.47
29,Sitting,242292369000,7.46,2.18,6.4
29,Sitting,242362377000,7.46,2.18,6.4
29,Sitting,242412273000,7.46,2.22,6.44
29,Sitting,242462322000,7.44,2.22,6.4
29,Sitting,242512279000,7.46,2.26,6.47
29,Sitting,242562297000,7.5,2.3,6.47
29,Sitting,242612316000,7.5,2.26,6.44
29,Sitting,242662303000,7.46,2.22,6.4
29,Sitting,242712322000,7.5,2.3,6.44
29,Sitting,242762279000,7.5,2.34,6.44
29,Sitting,242812297000,7.5,2.22,6.4
29,Sitting,242862316000,7.5,2.26,6.44
29,Sitting,242912273000,7.5,2.3,6.44
29,Sitting,242962291000,7.44,2.26,6.36
29,Sitting,243012309000,7.5,2.26,6.47
29,Sitting,243062297000,7.46,2.22,6.44
29,Sitting,243112346000,7.44,2.26,6.36
29,Sitting,243162273000,7.44,2.26,6.44
29,Sitting,243212261000,7.5,2.26,6.44
29,Sitting,243262309000,7.5,2.34,6.47
29,Sitting,243312297000,7.5,2.22,6.44
29,Sitting,243362316000,7.55,2.26,6.44
29,Sitting,243412303000,7.55,2.26,6.4
29,Sitting,243462291000,7.46,2.26,6.36
29,Sitting,243512340000,7.5,2.3,6.44
29,Sitting,243562358000,7.4,2.22,6.4
29,Sitting,243612346000,7.44,2.18,6.47
29,Sitting,243662364000,7.5,2.3,6.4
29,Sitting,243712322000,7.59,2.34,6.44
29,Sitting,243762309000,7.46,2.26,6.36
