time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
200344,-8.68,-4.88,-0.87,0.0,-0.01,0.0,55.83,17.82,12.82,-34.23,-5.2
200345,-8.71,-5.03,-0.92,0.0,0.0,0.0,55.83,17.82,12.82,-34.23,-5.21
200346,-8.71,-5.03,-0.92,0.0,0.0,0.0,55.83,17.82,12.82,-34.24,-5.22
200347,-8.6,-5.19,-0.79,-0.01,0.01,0.0,55.83,17.82,12.82,-34.24,-5.23
200348,-8.6,-5.19,-0.79,-0.01,0.01,0.0,55.83,17.82,12.82,-34.23,-5.23
200349,-8.61,-5.25,-0.71,-0.01,0.01,0.0,56.91,16.04,12.13,-34.22,-5.24
200350,-8.61,-5.25,-0.71,-0.01,0.01,0.0,56.91,16.04,12.13,-34.22,-5.24
200351,-8.69,-5.05,-0.72,0.0,0.0,0.0,56.91,16.04,12.13,-34.22,-5.24
200352,-8.69,-5.05,-0.72,0.0,0.0,0.0,56.91,16.04,12.13,-34.23,-5.23
200353,-8.71,-4.95,-0.88,0.0,0.0,0.0,56.91,16.04,12.13,-34.24,-5.24
200354,-8.71,-4.95,-0.88,0.0,0.0,0.0,56.91,16.04,12.13,-34.25,-5.25
200355,-8.6,-5.18,-0.84,0.0,0.0,0.0,56.91,16.04,12.13,-34.24,-5.26
200356,-8.6,-5.18,-0.84,0.0,0.0,0.0,56.91,16.04,12.13,-34.24,-5.26
200357,-8.49,-5.25,-0.67,0.0,0.02,0.0,56.91,16.04,12.13,-34.23,-5.26
200358,-8.49,-5.25,-0.67,0.0,0.02,0.0,56.91,16.04,12.13,-34.22,-5.26
200359,-8.61,-5.09,-0.57,0.0,0.01,0.0,56.91,16.04,12.13,-34.22,-5.25
200360,-8.61,-5.09,-0.57,0.0,0.01,0.0,56.91,16.04,12.13,-34.22,-5.25
200361,-8.72,-5.05,-0.84,0.02,-0.01,0.0,56.37,16.21,12.65,-34.22,-5.24
200362,-8.72,-5.05,-0.84,0.02,-0.01,0.0,56.37,16.21,12.65,-34.23,-5.24
200363,-8.68,-5.09,-0.92,0.02,0.0,0.0,56.37,16.21,12.65,-34.23,-5.25
200364,-8.68,-5.09,-0.92,0.02,0.0,0.0,56.37,16.21,12.65,-34.23,-5.25
200365,-8.63,-5.23,-0.82,0.0,0.01,0.0,56.37,16.21,12.65,-34.23,-5.26
200366,-8.63,-5.23,-0.82,0.0,0.01,0.0,56.37,16.21,12.65,-34.22,-5.27
200367,-8.64,-5.13,-0.68,0.0,0.01,0.0,56.37,16.21,12.65,-34.22,-5.27
200368,-8.64,-5.13,-0.68,0.0,0.01,0.0,56.37,16.21,12.65,-34.22,-5.26
200369,-8.64,-4.99,-0.69,0.0,0.0,0.0,56.37,16.21,12.65,-34.23,-5.26
200370,-8.64,-4.99,-0.69,0.0,0.0,0.0,56.37,16.21,12.65,-34.23,-5.26
200371,-8.61,-5.01,-0.75,0.01,0.0,0.0,56.37,16.21,12.65,-34.24,-5.25
200372,-8.61,-5.01,-0.75,0.01,0.0,0.0,56.37,16.21,12.65,-34.24,-5.25
200373,-8.58,-5.19,-0.86,0.01,-0.01,0.0,56.37,17.29,11.26,-34.24,-5.25
200374,-8.58,-5.19,-0.86,0.01,-0.01,0.0,56.37,17.29,11.26,-34.23,-5.25
200375,-8.61,-5.25,-0.92,0.0,0.0,0.0,56.37,17.29,11.26,-34.23,-5.26
200376,-8.61,-5.25,-0.92,0.0,0.0,0.0,56.37,17.29,11.26,-34.22,-5.27
200377,-8.71,-5.08,-0.7,0.0,0.02,0.0,56.37,17.29,11.26,-34.22,-5.28
200378,-8.71,-5.08,-0.7,0.0,0.02,0.0,56.37,17.29,11.26,-34.23,-5.28
200379,-8.67,-5.05,-0.6,0.0,0.02,0.0,56.37,17.29,11.26,-34.23,-5.27
200380,-8.67,-5.05,-0.6,0.0,0.02,0.0,56.37,17.29,11.26,-34.23,-5.27
200381,-8.63,-5.15,-0.74,0.01,0.0,0.0,56.37,17.29,11.26,-34.23,-5.27
200382,-8.63,-5.15,-0.74,0.01,0.0,0.0,56.37,17.29,11.26,-34.23,-5.26
200383,-8.57,-5.2,-0.83,0.01,0.0,0.0,56.37,17.29,11.26,-34.22,-5.26
200384,-8.57,-5.2,-0.83,0.01,0.0,0.0,56.37,17.29,11.26,-34.22,-5.27
200385,-8.64,-5.14,-0.94,0.0,0.01,0.0,57.27,17.11,13.52,-34.22,-5.28
200386,-8.64,-5.14,-0.94,0.0,0.01,0.0,57.27,17.11,13.52,-34.21,-5.3
200387,-8.68,-5.03,-0.67,0.0,0.03,0.0,57.27,17.11,13.52,-34.22,-5.3
200388,-8.68,-5.03,-0.67,0.0,0.03,0.0,57.27,17.11,13.52,-34.22,-5.31
200389,-8.6,-5.11,-0.54,0.0,0.01,0.0,57.27,17.11,13.52,-34.22,-5.3
200390,-8.6,-5.11,-0.54,0.0,0.01,0.0,57.27,17.11,13.52,-34.22,-5.28
200391,-8.6,-5.15,-0.76,0.01,-0.01,0.0,57.27,17.11,13.52,-34.22,-5.28
200392,-8.6,-5.15,-0.76,0.01,-0.01,0.0,57.27,17.11,13.52,-34.22,-5.27
200393,-8.65,-5.17,-1.07,0.0,0.0,0.0,57.27,17.11,13.52,-34.22,-5.29
200394,-8.65,-5.17,-1.07,0.0,0.0,0.0,57.27,17.11,13.52,-34.21,-5.31
200395,-8.69,-4.97,-0.77,0.0,0.02,0.0,57.27,17.11,13.52,-34.22,-5.32
200396,-8.69,-4.97,-0.77,0.0,0.02,0.0,57.27,17.11,13.52,-34.23,-5.33
200397,-8.64,-5.01,-0.54,0.0,0.02,0.0,56.91,16.75,11.44,-34.24,-5.32
200398,-8.64,-5.01,-0.54,0.0,0.02,0.0,56.91,16.75,11.44,-34.24,-5.32
200399,-8.55,-5.22,-0.6,0.0,0.0,0.0,56.91,16.75,11.44,-34.23,-5.3
200400,-8.55,-5.22,-0.6,0.0,0.0,0.0,56.91,16.75,11.44,-34.23,-5.29
200401,-8.63,-5.22,-0.98,0.01,-0.01,0.0,56.91,16.75,11.44,-34.22,-5.3
200402,-8.63,-5.22,-0.98,0.01,-0.01,0.0,56.91,16.75,11.44,-34.22,-5.31
200403,-8.73,-4.99,-0.96,0.0,0.01,0.0,56.91,16.75,11.44,-34.22,-5.32
