time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
152137,-8.69,-5.04,-0.82,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-4.95
152138,-8.69,-5.04,-0.82,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-4.95
152139,-8.73,-5.01,-0.87,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-4.97
152140,-8.73,-5.01,-0.87,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-4.98
152141,-8.69,-5.01,-0.74,0.0,0.01,0.0,54.56,16.93,10.92,-34.84,-5.0
152142,-8.69,-5.01,-0.74,0.0,0.01,0.0,54.56,16.93,10.92,-34.84,-5.0
152143,-8.59,-5.01,-0.63,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-5.0
152144,-8.59,-5.01,-0.63,0.0,0.0,0.0,54.56,16.93,10.92,-34.83,-4.99
152145,-8.68,-5.01,-0.82,0.0,0.0,0.0,54.56,16.93,10.92,-34.83,-5.0
152146,-8.68,-5.01,-0.82,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-5.0
152147,-8.74,-5.03,-0.86,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-5.01
152148,-8.74,-5.03,-0.86,0.0,0.0,0.0,54.56,16.93,10.92,-34.84,-5.02
152149,-8.69,-5.07,-0.7,0.0,0.0,0.0,53.3,17.11,12.13,-34.84,-5.02
152150,-8.69,-5.07,-0.7,0.0,0.0,0.0,53.3,17.11,12.13,-34.83,-5.02
152151,-8.65,-5.08,-0.6,0.0,0.0,0.0,53.3,17.11,12.13,-34.83,-5.01
152152,-8.65,-5.08,-0.6,0.0,0.0,0.0,53.3,17.11,12.13,-34.83,-5.0
152153,-8.61,-5.05,-0.78,0.0,-0.01,0.0,53.3,17.11,12.13,-34.83,-4.98
152154,-8.61,-5.05,-0.78,0.0,-0.01,0.0,53.3,17.11,12.13,-34.82,-4.99
152155,-8.71,-4.91,-0.81,0.0,0.0,0.0,53.3,17.11,12.13,-34.83,-4.99
152156,-8.71,-4.91,-0.81,0.0,0.0,0.0,53.3,17.11,12.13,-34.83,-5.0
152157,-8.69,-5.0,-0.72,0.0,0.01,0.0,53.3,17.11,12.13,-34.84,-5.0
152158,-8.69,-5.0,-0.72,0.0,0.01,0.0,53.3,17.11,12.13,-34.84,-5.01
152159,-8.6,-5.08,-0.69,0.0,0.01,0.0,53.3,17.11,12.13,-34.83,-5.02
152160,-8.6,-5.08,-0.69,0.0,0.01,0.0,53.3,17.11,12.13,-34.83,-5.02
152161,-8.64,-5.05,-0.71,0.0,0.01,0.0,54.74,18.19,11.44,-34.82,-5.03
152162,-8.64,-5.05,-0.71,0.0,0.01,0.0,54.74,18.19,11.44,-34.82,-5.03
152163,-8.73,-4.98,-0.71,0.01,0.01,0.0,54.74,18.19,11.44,-34.82,-5.03
152164,-8.73,-4.98,-0.71,0.01,0.01,0.0,54.74,18.19,11.44,-34.83,-5.03
152165,-8.75,-4.96,-0.79,0.0,0.01,0.0,54.74,18.19,11.44,-34.83,-5.05
152166,-8.75,-4.96,-0.79,0.0,0.01,0.0,54.74,18.19,11.44,-34.84,-5.06
152167,-8.69,-5.08,-0.69,0.0,0.01,0.0,54.74,18.19,11.44,-34.83,-5.06
152168,-8.69,-5.08,-0.69,0.0,0.01,0.0,54.74,18.19,11.44,-34.83,-5.07
152169,-8.67,-5.13,-0.7,0.0,0.0,0.0,54.74,18.19,11.44,-34.82,-5.06
152170,-8.67,-5.13,-0.7,0.0,0.0,0.0,54.74,18.19,11.44,-34.82,-5.06
152171,-8.72,-5.01,-0.83,0.0,0.0,0.0,54.74,18.19,11.44,-34.82,-5.07
152172,-8.72,-5.01,-0.83,0.0,0.0,0.0,54.74,18.19,11.44,-34.82,-5.07
152173,-8.72,-4.94,-0.78,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.08
152174,-8.72,-4.94,-0.78,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.08
152175,-8.67,-5.03,-0.74,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.08
152176,-8.67,-5.03,-0.74,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.08
152177,-8.61,-5.09,-0.71,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.08
152178,-8.61,-5.09,-0.71,0.0,0.0,0.0,55.29,16.93,10.22,-34.82,-5.08
152179,-8.68,-5.05,-0.71,0.0,0.0,0.0,55.29,16.93,10.22,-34.82,-5.08
152180,-8.68,-5.05,-0.71,0.0,0.0,0.0,55.29,16.93,10.22,-34.82,-5.08
152181,-8.68,-4.9,-0.69,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.07
152182,-8.68,-4.9,-0.69,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.07
152183,-8.69,-4.98,-0.84,0.01,-0.01,0.0,55.29,16.93,10.22,-34.84,-5.05
152184,-8.69,-4.98,-0.84,0.01,-0.01,0.0,55.29,16.93,10.22,-34.84,-5.05
152185,-8.66,-5.16,-0.76,-0.01,0.01,0.0,55.29,16.93,10.22,-34.83,-5.06
152186,-8.66,-5.16,-0.76,-0.01,0.01,0.0,55.29,16.93,10.22,-34.82,-5.07
152187,-8.71,-5.12,-0.69,-0.03,0.03,0.0,53.48,17.64,11.26,-34.82,-5.08
152188,-8.71,-5.12,-0.69,-0.03,0.03,0.0,53.48,17.64,11.26,-34.81,-5.09
152189,-8.74,-4.91,-0.62,-0.01,0.02,0.0,53.48,17.64,11.26,-34.82,-5.14
152190,-8.74,-4.91,-0.62,-0.01,0.02,0.0,53.48,17.64,11.26,-34.83,-5.14
152191,-8.67,-4.93,-0.8,0.02,0.0,0.0,53.48,17.64,11.26,-34.83,-5.14
152192,-8.67,-4.93,-0.8,0.02,0.0,0.0,53.48,17.64,11.26,-34.84,-5.14
152193,-8.6,-5.08,-0.8,0.02,0.0,0.0,53.48,17.64,11.26,-34.83,-5.14
152194,-8.6,-5.08,-0.8,0.02,0.0,0.0,53.48,17.64,11.26,-34.82,-5.14
152195,-8.64,-5.01,-0.73,0.0,0.02,0.0,53.48,17.64,11.26,-34.82,-5.18
152196,-8.64,-5.01,-0.73,0.0,0.02,0.0,53.48,17.64,11.26,-34.82,-5.19
152197,-8.76,-4.98,-0.79,0.0,0.02,0.0,53.48,17.64,11.26,-34.82,-5.19
152198,-8.76,-4.98,-0.79,0.0,0.02,0.0,53.48,17.64,11.26,-34.83,-5.2
152199,-8.72,-4.99,-0.84,0.0,0.02,0.0,54.74,19.26,10.4,-34.83,-5.21
152200,-8.72,-4.99,-0.84,0.0,0.02,0.0,54.74,19.26,10.4,-34.83,-5.23
152201,-8.65,-5.08,-0.68,0.0,0.02,0.0,54.74,19.26,10.4,-34.83,-5.26
152202,-8.65,-5.08,-0.68,0.0,0.02,0.0,54.74,19.26,10.4,-34.82,-5.27
152203,-8.68,-5.08,-0.6,0.0,0.01,0.0,54.74,19.26,10.4,-34.82,-5.26
152204,-8.68,-5.08,-0.6,0.0,0.01,0.0,54.74,19.26,10.4,-34.82,-5.25
152205,-8.69,-4.99,-0.9,0.0,-0.01,0.0,54.74,19.26,10.4,-34.82,-5.26
152206,-8.69,-4.99,-0.9,0.0,-0.01,0.0,54.74,19.26,10.4,-34.82,-5.26
152207,-8.76,-4.95,-0.99,0.01,0.0,0.0,54.74,19.26,10.4,-34.82,-5.27
152208,-8.76,-4.95,-0.99,0.01,0.0,0.0,54.74,19.26,10.4,-34.83,-5.28
152209,-8.64,-5.01,-0.67,0.0,0.01,0.0,54.74,19.26,10.4,-34.83,-5.28
152210,-8.64,-5.01,-0.67,0.0,0.01,0.0,54.74,19.26,10.4,-34.83,-5.28
152211,-8.66,-5.14,-0.64,0.0,0.01,0.0,53.48,18.37,11.26,-34.82,-5.27
152212,-8.66,-5.14,-0.64,0.0,0.01,0.0,53.48,18.37,11.26,-34.82,-5.26
