time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
20306,-10.11,-4.49,1.44,0.07,-0.48,0.08,78.38,19.26,-1.99,-42.23,1.42
20307,-10.27,-4.44,-0.39,0.07,-0.66,0.1,78.38,19.26,-1.99,-42.26,1.77
20308,-10.27,-4.44,-0.39,0.07,-0.66,0.1,78.38,19.26,-1.99,-42.29,2.11
20309,-10.67,-4.24,-1.23,0.2,-0.51,0.09,78.38,19.26,-1.99,-42.39,2.85
20310,-10.67,-4.24,-1.23,0.2,-0.51,0.09,78.38,19.26,-1.99,-42.43,3.08
20311,-10.26,-4.05,-0.2,0.17,-0.25,0.06,78.38,19.26,-1.99,-42.48,3.28
20312,-10.26,-4.05,-0.2,0.17,-0.25,0.06,78.38,19.26,-1.99,-42.51,3.41
20313,-9.78,-3.77,1.3,0.23,-0.14,0.05,78.38,19.26,-1.99,-42.55,3.63
20314,-9.78,-3.77,1.3,0.23,-0.14,0.05,78.38,19.26,-1.99,-42.58,3.84
20315,-10.44,-3.84,2.0,0.17,-0.21,0.07,78.38,19.26,-1.99,-42.65,4.24
20316,-10.44,-3.84,2.0,0.17,-0.21,0.07,78.38,19.26,-1.99,-42.7,4.54
20317,-9.9,-4.22,0.0,-0.04,-0.34,0.07,78.38,19.26,-1.99,-42.72,4.7
20318,-9.9,-4.22,0.0,-0.04,-0.34,0.07,78.38,19.26,-1.99,-42.73,4.84
20319,-10.72,-4.68,0.82,0.23,-0.28,0.08,78.38,19.26,-1.99,-42.75,5.09
20320,-10.72,-4.68,0.82,0.23,-0.28,0.08,78.38,19.26,-1.99,-42.76,5.28
20321,-10.8,-4.87,-1.95,-0.03,-0.23,0.03,78.92,17.29,-8.06,-42.76,5.38
20322,-10.8,-4.87,-1.95,-0.03,-0.23,0.03,78.92,17.29,-8.06,-42.79,6.77
20323,-10.67,-4.51,1.63,0.26,-0.05,0.01,78.92,17.29,-8.06,-42.78,6.9
20324,-10.67,-4.51,1.63,0.26,-0.05,0.01,78.92,17.29,-8.06,-42.78,7.03
20325,-10.01,-3.7,1.05,0.0,-0.07,-0.01,78.92,17.29,-8.06,-42.79,7.07
20326,-10.01,-3.7,1.05,0.0,-0.07,-0.01,78.92,17.29,-8.06,-42.8,7.12
20327,-9.91,-3.73,2.24,0.21,-0.15,0.01,78.92,17.29,-8.06,-42.81,7.37
20328,-10.37,-4.29,2.77,0.57,-0.54,0.05,77.29,16.39,-9.27,-42.8,7.92
20329,-10.39,-2.56,2.5,0.72,-0.61,-0.01,77.29,16.39,-9.27,-42.84,8.76
20330,-10.39,-2.56,2.5,0.72,-0.61,-0.01,77.29,16.39,-9.27,-42.88,9.49
20331,-10.19,-2.92,0.93,0.36,-0.65,0.01,77.29,16.39,-9.27,-42.91,10.02
20332,-10.19,-2.92,0.93,0.36,-0.65,0.01,77.29,16.39,-9.27,-42.93,10.46
20333,-9.48,-3.45,2.13,0.61,-0.62,0.04,77.29,16.39,-9.27,-42.93,11.07
20334,-9.48,-3.45,2.13,0.61,-0.62,0.04,77.29,16.39,-9.27,-42.93,11.62
20335,-9.34,-3.84,1.7,0.49,-0.64,0.05,74.23,14.78,-17.07,-42.89,12.61
20336,-9.34,-3.84,1.7,0.49,-0.64,0.05,74.23,14.78,-17.07,-42.87,13.14
20337,-10.0,-3.89,3.8,0.76,-0.69,0.08,74.23,14.78,-17.07,-42.85,13.86
20338,-10.0,-3.89,3.8,0.76,-0.69,0.08,74.23,14.78,-17.07,-42.84,14.62
20339,-10.64,-3.83,4.42,0.95,-0.98,0.13,74.23,14.78,-17.07,-42.83,15.6
20340,-10.64,-3.83,4.42,0.95,-0.98,0.13,74.23,14.78,-17.07,-42.82,16.49
20341,-10.19,-4.15,1.41,0.62,-1.25,0.12,74.23,14.78,-17.07,-42.67,18.35
20342,-10.19,-4.15,1.41,0.62,-1.25,0.12,74.23,14.78,-17.07,-42.59,19.11
20343,-9.93,-3.98,3.01,1.06,-1.18,0.16,74.23,14.78,-17.07,-42.55,20.07
20344,-9.93,-3.98,3.01,1.06,-1.18,0.16,74.23,14.78,-17.07,-42.51,21.0
20345,-10.3,-4.09,4.5,1.11,-1.12,0.19,74.23,14.78,-17.07,-42.46,22.1
20346,-10.3,-4.09,4.5,1.11,-1.12,0.19,74.23,14.78,-17.07,-42.35,25.25
20347,-10.37,-4.46,5.33,1.1,-1.22,0.23,69.72,9.23,-28.69,-42.26,26.29
20348,-10.37,-4.46,5.33,1.1,-1.22,0.23,69.72,9.23,-28.69,-42.17,27.31
20349,-10.36,-4.84,3.09,0.87,-1.37,0.22,69.72,9.23,-28.69,-42.04,28.2
20350,-10.36,-4.84,3.09,0.87,-1.37,0.22,69.72,9.23,-28.69,-41.9,29.09
20351,-10.18,-3.93,1.84,0.62,-1.14,0.18,69.72,9.23,-28.69,-41.83,29.71
20352,-10.18,-3.93,1.84,0.62,-1.14,0.18,69.72,9.23,-28.69,-41.76,30.23
20353,-9.94,-3.22,3.33,0.59,-0.71,0.17,69.72,9.23,-28.69,-41.75,31.08
20354,-9.94,-3.22,3.33,0.59,-0.71,0.17,69.72,9.23,-28.69,-41.73,31.78
20355,-9.23,-2.97,4.59,0.41,-0.44,0.15,69.72,9.23,-28.69,-41.74,32.17
20356,-9.23,-2.97,4.59,0.41,-0.44,0.15,69.72,9.23,-28.69,-41.73,34.05
20357,-9.02,-2.52,6.04,0.27,-0.44,0.16,69.72,9.23,-28.69,-41.71,34.49
20358,-9.02,-2.52,6.04,0.27,-0.44,0.16,69.72,9.23,-28.69,-41.67,35.0
20359,-9.23,-2.47,6.86,0.51,-0.81,0.23,63.58,2.41,-34.58,-41.6,35.65
20360,-9.23,-2.47,6.86,0.51,-0.81,0.23,63.58,2.41,-34.58,-41.51,36.51
20361,-9.48,-2.74,6.84,0.76,-1.24,0.31,63.58,2.41,-34.58,-41.39,37.4
20362,-9.52,-3.34,7.75,1.3,-1.9,0.43,63.58,2.41,-34.58,-40.9,40.61
20363,-9.52,-3.34,7.75,1.3,-1.9,0.43,63.58,2.41,-34.58,-40.61,42.16
20364,-9.56,-3.84,7.41,1.63,-2.34,0.49,63.58,2.41,-34.58,-40.26,43.83
20365,-9.56,-3.84,7.41,1.63,-2.34,0.49,63.58,2.41,-34.58,-39.85,45.69
20366,-9.85,-3.61,5.87,1.89,-2.66,0.53,63.58,2.41,-34.58,-39.52,47.2
20367,-9.85,-3.61,5.87,1.89,-2.66,0.53,63.58,2.41,-34.58,-39.07,49.18
20368,-9.44,-2.5,5.57,2.06,-2.7,0.55,49.87,-6.18,-41.52,-38.17,53.36
20369,-9.44,-2.5,5.57,2.06,-2.7,0.55,49.87,-6.18,-41.52,-37.77,55.11
20370,-8.24,-1.56,5.25,2.12,-2.54,0.56,49.87,-6.18,-41.52,-37.49,56.84
20371,-8.24,-1.56,5.25,2.12,-2.54,0.56,49.87,-6.18,-41.52,-37.2,58.49
20372,-7.16,-1.47,3.23,2.02,-2.25,0.6,49.87,-6.18,-41.52,-37.0,59.95
20373,-7.16,-1.47,3.23,2.02,-2.25,0.6,49.87,-6.18,-41.52,-36.82,61.2
20374,-7.77,-0.26,3.37,1.77,-1.57,0.59,49.87,-6.18,-41.52,-36.62,64.36
20375,-7.77,-0.26,3.37,1.77,-1.57,0.59,49.87,-6.18,-41.52,-36.62,65.67
20376,-8.96,0.71,5.74,1.25,-0.65,0.5,49.87,-6.18,-41.52,-36.85,66.56
20377,-8.96,0.71,5.74,1.25,-0.65,0.5,49.87,-6.18,-41.52,-37.07,67.4
20378,-8.14,-0.01,7.27,0.52,0.15,0.37,49.87,-6.18,-41.52,-37.36,67.65
20379,-8.14,-0.01,7.27,0.52,0.15,0.37,49.87,-6.18,-41.52,-37.65,67.91
20380,-7.76,-0.48,10.23,0.16,0.54,0.3,38.33,-18.37,-43.6,-38.17,67.9
20381,-7.76,-0.48,10.23,0.16,0.54,0.3,38.33,-18.37,-43.6,-38.42,67.91
20382,-7.47,-0.43,12.81,0.22,0.34,0.31,38.33,-18.37,-43.6,-38.47,68.04
20383,-7.47,-0.43,12.81,0.22,0.34,0.31,38.33,-18.37,-43.6,-38.55,68.18
20384,-7.48,-0.59,13.89,0.66,-0.36,0.38,38.33,-18.37,-43.6,-38.45,68.68
20385,-7.48,-0.59,13.89,0.66,-0.36,0.38,38.33,-18.37,-43.6,-38.35,69.17
20386,-7.92,-0.83,12.43,1.01,-1.24,0.44,38.33,-18.37,-43.6,-37.54,71.83
20387,-7.92,-0.83,12.43,1.01,-1.24,0.44,38.33,-18.37,-43.6,-37.23,72.59
20388,-7.35,-0.45,8.86,1.2,-1.77,0.46,38.33,-18.37,-43.6,-36.62,74.05
20389,-7.35,-0.45,8.86,1.2,-1.77,0.46,38.33,-18.37,-43.6,-36.22,74.94
20390,-6.27,0.37,6.33,1.09,-1.75,0.43,38.33,-18.37,-43.6,-35.77,76.03
20391,-6.27,0.37,6.33,1.09,-1.75,0.43,38.33,-18.37,-43.6,-35.37,76.97
20392,-6.4,0.5,6.42,0.75,-1.26,0.37,31.11,-23.38,-41.52,-34.69,78.54
20393,-6.4,0.5,6.42,0.75,-1.26,0.37,31.11,-23.38,-41.52,-34.38,79.27
20394,-6.3,1.87,5.96,0.35,-0.7,0.28,31.11,-23.38,-41.52,-33.24,81.76
20395,-6.3,1.87,5.96,0.35,-0.7,0.28,31.11,-23.38,-41.52,-33.2,82.09
20396,-6.5,1.02,4.46,-0.08,-0.08,0.2,31.11,-23.38,-41.52,-33.36,82.04
20397,-6.5,1.02,4.46,-0.08,-0.08,0.2,31.11,-23.38,-41.52,-33.52,81.98
20398,-6.8,0.26,6.32,-0.37,0.59,0.07,31.11,-23.38,-41.52,-33.79,81.58
20399,-6.8,0.26,6.32,-0.37,0.59,0.07,31.11,-23.38,-41.52,-34.05,81.2
20400,-6.84,0.5,13.0,0.09,0.19,-0.05,32.2,-24.46,-41.86,-34.2,81.12
20401,-6.84,0.5,13.0,0.09,0.19,-0.05,32.2,-24.46,-41.86,-34.21,81.08
20402,-6.63,1.09,11.59,0.37,-0.37,0.0,32.2,-24.46,-41.86,-34.06,81.34
20403,-6.63,1.09,11.59,0.37,-0.37,0.0,32.2,-24.46,-41.86,-33.93,81.57
20404,-6.1,1.71,8.76,0.47,-0.69,0.05,32.2,-24.46,-41.86,-33.76,81.95
20405,-6.1,1.71,8.76,0.47,-0.69,0.05,32.2,-24.46,-41.86,-33.58,82.32
20406,-5.61,1.77,6.27,0.35,-0.64,0.09,32.2,-24.46,-41.86,-33.22,83.06
20407,-5.61,1.77,6.27,0.35,-0.64,0.09,32.2,-24.46,-41.86,-33.13,83.37
20408,-5.43,1.19,5.74,0.14,-0.28,0.11,32.2,-24.46,-41.86,-33.13,83.49
20409,-5.43,1.19,5.74,0.14,-0.28,0.11,32.2,-24.46,-41.86,-33.14,83.61
20410,-5.92,0.93,7.25,-0.02,0.09,0.1,32.2,-24.46,-41.86,-33.22,83.55
20411,-5.92,0.93,7.25,-0.02,0.09,0.1,32.2,-24.46,-41.86,-33.3,83.49
20412,-6.49,0.82,8.59,-0.14,0.31,0.06,31.65,-24.64,-40.65,-33.58,83.16
20413,-6.49,0.82,8.59,-0.14,0.31,0.06,31.65,-24.64,-40.65,-33.67,83.01
20414,-6.93,0.67,8.69,-0.21,0.4,0.01,31.65,-24.64,-40.65,-33.79,82.81
20415,-6.93,0.67,8.69,-0.21,0.4,0.01,31.65,-24.64,-40.65,-33.91,82.61
20416,-6.92,0.82,8.86,-0.23,0.46,-0.03,31.65,-24.64,-40.65,-34.04,82.39
20417,-6.92,0.82,8.86,-0.23,0.46,-0.03,31.65,-24.64,-40.65,-34.16,82.18
20418,-6.92,0.76,9.5,-0.17,0.45,-0.07,31.65,-24.64,-40.65,-34.72,81.39
20419,-6.92,0.76,9.5,-0.17,0.45,-0.07,31.65,-24.64,-40.65,-34.87,81.14
20420,-6.99,0.74,10.61,-0.05,0.32,-0.07,31.65,-24.64,-40.65,-34.94,81.0
20421,-6.99,0.74,10.61,-0.05,0.32,-0.07,31.65,-24.64,-40.65,-35.02,80.85
20422,-6.68,0.88,9.8,0.02,0.1,-0.07,31.65,-24.64,-40.65,-35.03,80.79
20423,-6.68,0.88,9.8,0.02,0.1,-0.07,31.65,-24.64,-40.65,-35.06,80.72
20424,-6.43,1.19,7.2,-0.03,0.07,-0.07,33.82,-25.0,-41.0,-35.25,80.51
20425,-6.43,1.19,7.2,-0.03,0.07,-0.07,33.82,-25.0,-41.0,-35.42,80.37
20426,-6.65,1.02,6.09,-0.18,0.33,-0.07,33.82,-25.0,-41.0,-35.61,80.14
20427,-6.65,1.02,6.09,-0.18,0.33,-0.07,33.82,-25.0,-41.0,-35.79,79.92
20428,-6.7,0.94,7.09,-0.34,0.68,-0.07,33.82,-25.0,-41.0,-36.65,79.02
20429,-6.7,0.94,7.09,-0.34,0.68,-0.07,33.82,-25.0,-41.0,-37.4,78.2
20430,-7.18,0.67,8.24,-0.43,0.91,-0.07,33.82,-25.0,-41.0,-38.13,77.05
20431,-7.18,0.67,8.24,-0.43,0.91,-0.07,33.82,-25.0,-41.0,-38.41,76.58
20432,-7.52,0.37,8.19,-0.47,0.98,-0.09,33.82,-25.0,-41.0,-38.74,76.0
20433,-7.52,0.37,8.19,-0.47,0.98,-0.09,33.82,-25.0,-41.0,-40.33,73.28
20434,-7.75,0.22,7.7,-0.53,1.07,-0.12,33.82,-25.0,-41.0,-40.66,72.64
20435,-7.75,0.22,7.7,-0.53,1.07,-0.12,33.82,-25.0,-41.0,-40.94,72.09
20436,-7.73,0.34,8.15,-0.6,1.19,-0.15,37.43,-23.92,-41.34,-41.24,71.46
20437,-7.73,0.34,8.15,-0.6,1.19,-0.15,37.43,-23.92,-41.34,-41.56,70.81
20438,-8.09,0.06,9.57,-0.56,1.18,-0.15,37.43,-23.92,-41.34,-41.83,70.18
20439,-8.06,0.19,8.94,-0.24,0.6,-0.07,37.43,-23.92,-41.34,-42.23,69.42
20440,-8.06,0.19,8.94,-0.24,0.6,-0.07,37.43,-23.92,-41.34,-43.5,67.08
20441,-8.16,0.02,7.25,-0.17,0.43,-0.04,37.43,-23.92,-41.34,-43.61,66.85
20442,-8.16,0.02,7.25,-0.17,0.43,-0.04,37.43,-23.92,-41.34,-43.72,66.63
20443,-8.05,0.06,7.57,-0.2,0.51,-0.04,37.43,-23.92,-41.34,-43.88,66.3
20444,-8.05,0.06,7.57,-0.2,0.51,-0.04,37.43,-23.92,-41.34,-44.0,66.03
20445,-8.14,-0.16,7.9,-0.24,0.56,-0.04,41.94,-21.23,-41.17,-44.13,65.74
20446,-8.23,0.0,7.31,0.08,-0.14,-0.01,41.94,-21.23,-41.17,-44.01,65.9
20447,-8.23,0.0,7.31,0.08,-0.14,-0.01,41.94,-21.23,-41.17,-43.96,65.96
20448,-7.91,0.15,4.93,0.02,-0.1,-0.04,41.94,-21.23,-41.17,-43.99,65.9
20449,-7.91,0.15,4.93,0.02,-0.1,-0.04,41.94,-21.23,-41.17,-44.02,65.85
20450,-7.58,0.03,3.85,-0.2,0.28,-0.08,41.94,-21.23,-41.17,-44.19,65.51
20451,-7.58,0.03,3.85,-0.2,0.28,-0.08,41.94,-21.23,-41.17,-44.34,65.21
20452,-8.15,-0.24,5.18,-0.45,0.78,-0.13,44.64,-19.98,-41.69,-44.87,63.86
20453,-8.15,-0.24,5.18,-0.45,0.78,-0.13,44.64,-19.98,-41.69,-45.1,63.31
20454,-9.17,-0.81,7.65,-0.56,1.07,-0.16,44.64,-19.98,-41.69,-45.33,62.61
20455,-9.17,-0.81,7.65,-0.56,1.07,-0.16,44.64,-19.98,-41.69,-45.52,62.0
20456,-9.55,-1.05,7.3,-0.6,1.07,-0.21,44.64,-19.98,-41.69,-45.73,61.24
20457,-9.55,-1.05,7.3,-0.6,1.07,-0.21,44.64,-19.98,-41.69,-45.93,60.51
20458,-9.3,-0.49,7.36,-0.63,1.14,-0.25,44.64,-19.98,-41.69,-46.59,58.34
20459,-9.3,-0.49,7.36,-0.63,1.14,-0.25,44.64,-19.98,-41.69,-46.81,57.53
20460,-9.52,-0.14,6.65,-0.78,1.33,-0.26,44.64,-19.98,-41.69,-47.08,56.63
20461,-9.52,-0.14,6.65,-0.78,1.33,-0.26,44.64,-19.98,-41.69,-47.35,55.73
20462,-9.49,-0.43,6.42,-0.94,1.54,-0.26,44.64,-19.98,-41.69,-47.65,54.66
20463,-9.49,-0.43,6.42,-0.94,1.54,-0.26,44.64,-19.98,-41.69,-47.94,53.58
20464,-9.47,-0.75,7.84,-1.03,1.68,-0.24,53.66,-16.04,-40.29,-48.68,50.7
20465,-9.47,-0.75,7.84,-1.03,1.68,-0.24,53.66,-16.04,-40.29,-48.92,49.6
20466,-9.61,-0.27,6.64,-1.1,1.64,-0.18,53.66,-16.04,-40.29,-49.28,48.15
20467,-9.61,-0.27,6.64,-1.1,1.64,-0.18,53.66,-16.04,-40.29,-49.52,47.19
20468,-9.36,-1.19,7.5,-1.11,1.62,-0.08,53.66,-16.04,-40.29,-49.89,45.54
20469,-9.36,-1.19,7.5,-1.11,1.62,-0.08,53.66,-16.04,-40.29,-50.1,44.49
20470,-9.83,-1.13,7.71,-1.12,1.54,-0.03,53.66,-16.04,-40.29,-50.54,42.54
20471,-9.83,-1.13,7.71,-1.12,1.54,-0.03,53.66,-16.04,-40.29,-50.77,41.37
20472,-10.55,-1.54,7.62,-1.09,1.37,0.01,53.66,-16.04,-40.29,-50.9,40.6
20473,-10.55,-1.54,7.62,-1.09,1.37,0.01,53.66,-16.04,-40.29,-51.09,39.56
20474,-11.18,-1.23,7.37,-0.94,1.12,0.09,53.66,-16.04,-40.29,-51.25,38.86
20475,-11.18,-1.23,7.37,-0.94,1.12,0.09,53.66,-16.04,-40.29,-51.41,38.15
20476,-10.46,-1.34,3.83,-0.85,0.96,0.2,61.42,-10.11,-33.54,-51.91,36.48
20477,-10.46,-1.34,3.83,-0.85,0.96,0.2,61.42,-10.11,-33.54,-52.08,35.89
20478,-10.01,-1.85,3.46,-0.86,1.18,0.27,61.42,-10.11,-33.54,-52.32,35.11
20479,-10.01,-1.85,3.46,-0.86,1.18,0.27,61.42,-10.11,-33.54,-52.51,34.44
20480,-10.52,-3.11,3.83,-0.96,1.46,0.33,61.42,-10.11,-33.54,-52.66,33.73
20481,-10.52,-3.11,3.83,-0.96,1.46,0.33,61.42,-10.11,-33.54,-52.85,32.89
20482,-11.08,-3.47,4.09,-1.01,1.6,0.32,61.42,-10.11,-33.54,-54.08,28.46
20483,-11.08,-3.47,4.09,-1.01,1.6,0.32,61.42,-10.11,-33.54,-54.33,27.26
20484,-12.32,-2.87,1.91,-1.01,1.65,0.35,61.42,-10.11,-33.54,-54.66,25.87
20485,-12.32,-2.87,1.91,-1.01,1.65,0.35,61.42,-10.11,-33.54,-54.97,24.49
20486,-11.86,-2.15,0.22,-1.07,1.88,0.38,61.42,-10.11,-33.54,-55.37,22.81
20487,-11.86,-2.15,0.22,-1.07,1.88,0.38,61.42,-10.11,-33.54,-55.71,21.3
20488,-11.63,-2.8,0.23,-1.28,2.37,0.42,61.42,-10.11,-33.54,-56.72,16.09
20489,-11.63,-2.8,0.23,-1.28,2.37,0.42,61.42,-10.11,-33.54,-57.05,13.9
20490,-11.59,-3.12,1.84,-1.56,2.85,0.43,61.42,-10.11,-33.54,-57.3,11.76
20491,-11.59,-3.12,1.84,-1.56,2.85,0.43,61.42,-10.11,-33.54,-57.61,9.0
20492,-12.44,-2.22,3.64,-1.71,2.98,0.45,61.42,-10.11,-33.54,-57.88,6.57
20493,-12.44,-2.22,3.64,-1.71,2.98,0.45,61.42,-10.11,-33.54,-58.13,3.98
20494,-14.09,-2.89,-0.16,-1.77,2.82,0.52,61.42,-10.11,-33.54,-58.64,-2.41
20495,-14.09,-2.89,-0.16,-1.77,2.82,0.52,61.42,-10.11,-33.54,-58.75,-4.69
20496,-13.68,-3.24,-2.98,-2.09,3.0,0.56,61.42,-10.11,-33.54,-58.89,-10.0
20497,-13.68,-3.24,-2.98,-2.09,3.0,0.56,61.42,-10.11,-33.54,-58.89,-13.32
20498,-13.35,-2.82,-1.29,-1.85,3.2,0.59,61.42,-10.11,-33.54,-58.83,-16.3
20499,-13.35,-2.82,-1.29,-1.85,3.2,0.59,61.42,-10.11,-33.54,-58.73,-19.21
20500,-12.94,-1.39,0.28,-1.87,3.16,0.6,61.42,-10.11,-33.54,-58.56,-24.09
20501,-12.94,-1.39,0.28,-1.87,3.16,0.6,61.42,-10.11,-33.54,-58.42,-26.88
20502,-12.28,-0.72,1.89,-1.63,2.71,0.67,71.16,-6.18,3.55,-58.42,-28.77
20503,-12.28,-0.72,1.89,-1.63,2.71,0.67,71.16,-6.18,3.55,-58.36,-31.26
20504,-11.46,-0.47,-2.89,-1.58,2.27,0.84,71.16,-6.18,3.55,-58.35,-33.49
20505,-11.46,-0.47,-2.89,-1.58,2.27,0.84,71.16,-6.18,3.55,-58.3,-36.0
20506,-10.63,-1.0,-2.65,-1.3,1.96,0.88,71.16,-6.18,3.55,-58.2,-40.47
20507,-10.63,-1.0,-2.65,-1.3,1.96,0.88,71.16,-6.18,3.55,-58.13,-42.29
20508,-10.64,-0.68,-0.55,-0.93,1.71,0.92,71.16,-6.18,3.55,-58.15,-43.77
20509,-10.64,-0.68,-0.55,-0.93,1.71,0.92,71.16,-6.18,3.55,-58.17,-45.01
20510,-10.31,-0.38,0.21,-0.45,1.09,0.98,71.16,-6.18,3.55,-58.35,-46.14
20511,-10.31,-0.38,0.21,-0.45,1.09,0.98,71.16,-6.18,3.55,-58.51,-46.91
20512,-9.13,-0.38,-3.77,-0.34,0.65,1.12,71.16,-6.18,3.55,-58.94,-49.78
20513,-9.13,-0.38,-3.77,-0.34,0.65,1.12,71.16,-6.18,3.55,-59.03,-50.69
20514,-8.5,-0.89,-4.57,-0.12,0.56,1.15,63.76,-12.09,17.59,-59.02,-51.73
20515,-8.5,-0.89,-4.57,-0.12,0.56,1.15,63.76,-12.09,17.59,-58.99,-52.57
