time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
52323,-10.05,-4.36,-0.46,0.01,-0.01,0.0,81.08,21.23,-0.08,-41.26,-2.35
52324,-10.19,-4.47,-0.2,0.01,0.0,0.0,81.08,21.23,-0.08,-41.26,-2.33
52325,-10.19,-4.47,-0.2,0.01,0.0,0.0,81.08,21.23,-0.08,-41.26,-2.32
52326,-10.19,-4.55,-0.1,0.01,0.0,0.0,81.08,21.23,-0.08,-41.26,-2.3
52327,-10.19,-4.55,-0.1,0.01,0.0,0.0,81.08,21.23,-0.08,-41.25,-2.28
52328,-10.07,-4.43,-0.22,0.01,-0.01,0.0,80.36,21.59,-0.08,-41.25,-2.27
52329,-10.07,-4.43,-0.22,0.01,-0.01,0.0,80.36,21.59,-0.08,-41.25,-2.25
52330,-10.02,-4.45,-0.28,0.01,-0.01,0.0,80.36,21.59,-0.08,-41.25,-2.16
52331,-10.02,-4.45,-0.28,0.01,-0.01,0.0,80.36,21.59,-0.08,-41.25,-2.15
52332,-10.1,-4.53,-0.25,0.02,-0.01,0.0,80.36,21.59,-0.08,-41.24,-2.14
52333,-10.1,-4.53,-0.25,0.02,-0.01,0.0,80.36,21.59,-0.08,-41.24,-2.12
52334,-10.18,-4.55,-0.07,0.01,0.0,0.0,80.36,21.59,-0.08,-41.24,-2.11
52335,-10.18,-4.55,-0.07,0.01,0.0,0.0,80.36,21.59,-0.08,-41.23,-2.09
52336,-10.11,-4.45,-0.19,0.02,-0.01,0.0,80.36,21.59,-0.08,-41.23,-2.07
52337,-10.09,-4.46,-0.37,0.0,0.03,0.0,80.54,21.41,-0.95,-41.23,-2.1
52338,-10.18,-4.38,0.06,0.0,0.04,0.0,80.54,21.41,-0.95,-41.24,-2.1
52339,-10.18,-4.38,0.06,0.0,0.04,0.0,80.54,21.41,-0.95,-41.24,-2.1
52340,-10.14,-4.4,-0.05,0.0,0.01,0.0,80.54,21.41,-0.95,-41.24,-2.09
52341,-10.14,-4.4,-0.05,0.0,0.01,0.0,80.54,21.41,-0.95,-41.25,-2.08
52342,-10.08,-4.46,-0.44,0.01,0.0,0.0,80.54,21.41,-0.95,-41.25,-2.08
52343,-10.08,-4.46,-0.44,0.01,0.0,0.0,80.54,21.41,-0.95,-41.24,-2.09
52344,-10.11,-4.55,-0.3,0.0,0.01,-0.01,80.54,21.41,-0.95,-41.23,-2.09
52345,-10.11,-4.55,-0.3,0.0,0.01,-0.01,80.54,21.41,-0.95,-41.22,-2.1
52346,-10.15,-4.44,-0.31,0.0,0.02,-0.01,81.08,21.23,-1.12,-41.22,-2.11
52347,-10.15,-4.44,-0.31,0.0,0.02,-0.01,81.08,21.23,-1.12,-41.22,-2.12
52348,-10.18,-4.47,-0.19,0.0,0.03,-0.01,81.08,21.23,-1.12,-41.21,-2.13
52349,-10.18,-4.47,-0.19,0.0,0.03,-0.01,81.08,21.23,-1.12,-41.16,-2.28
52350,-10.16,-4.54,-0.19,0.0,0.03,0.0,81.08,21.23,-1.12,-41.16,-2.29
52351,-10.16,-4.54,-0.19,0.0,0.03,0.0,81.08,21.23,-1.12,-41.16,-2.3
52352,-10.08,-4.59,-0.2,-0.01,0.03,0.0,81.08,21.23,-1.12,-41.15,-2.3
52353,-10.08,-4.59,-0.2,-0.01,0.03,0.0,81.08,21.23,-1.12,-41.14,-2.31
52354,-10.03,-4.51,-0.23,0.0,0.02,0.0,81.08,21.23,-1.12,-41.14,-2.32
52355,-10.03,-4.51,-0.23,0.0,0.02,0.0,81.08,21.23,-1.12,-41.14,-2.32
52356,-10.19,-4.53,-0.47,0.0,0.01,0.02,81.98,21.05,-0.26,-41.15,-2.34
52357,-10.15,-4.53,-0.44,-0.02,0.05,0.01,81.98,21.05,-0.26,-41.15,-2.38
52358,-10.15,-4.53,-0.44,-0.02,0.05,0.01,81.98,21.05,-0.26,-41.15,-2.42
52359,-10.03,-4.37,-0.39,-0.04,0.09,0.01,81.98,21.05,-0.26,-41.16,-2.48
52360,-10.03,-4.37,-0.39,-0.04,0.09,0.01,81.98,21.05,-0.26,-41.16,-2.55
52361,-10.03,-4.42,-0.2,-0.05,0.1,0.02,81.98,21.05,-0.26,-41.17,-2.6
52362,-10.03,-4.42,-0.2,-0.05,0.1,0.02,81.98,21.05,-0.26,-41.19,-2.76
52363,-10.14,-4.38,-0.15,-0.04,0.09,0.02,81.98,21.05,-0.26,-41.2,-2.8
52364,-10.14,-4.38,-0.15,-0.04,0.09,0.02,81.98,21.05,-0.26,-41.22,-2.84
52365,-10.26,-4.63,-0.36,-0.02,0.06,0.02,81.62,21.41,0.78,-41.22,-2.88
52366,-10.26,-4.63,-0.36,-0.02,0.06,0.02,81.62,21.41,0.78,-41.22,-2.92
52367,-10.21,-4.62,-0.28,-0.01,0.04,0.02,81.62,21.41,0.78,-41.23,-2.94
52368,-10.21,-4.62,-0.28,-0.01,0.04,0.02,81.62,21.41,0.78,-41.24,-2.98
52369,-10.05,-4.51,-0.1,-0.02,0.02,0.03,81.62,21.41,0.78,-41.25,-2.97
52370,-10.05,-4.51,-0.1,-0.02,0.02,0.03,81.62,21.41,0.78,-41.26,-2.97
52371,-10.08,-4.33,-0.01,0.0,-0.01,0.04,81.62,21.41,0.78,-41.28,-2.93
52372,-10.08,-4.33,-0.01,0.0,-0.01,0.04,81.62,21.41,0.78,-41.37,-2.88
52373,-10.34,-4.48,0.01,0.02,-0.06,0.05,81.62,21.41,0.78,-41.39,-2.82
52374,-10.34,-4.48,0.01,0.02,-0.06,0.05,81.62,21.41,0.78,-41.42,-2.75
52375,-10.23,-4.49,-0.13,0.05,-0.11,0.06,81.62,21.41,0.78,-41.45,-2.65
52376,-10.23,-4.49,-0.13,0.05,-0.11,0.06,81.62,21.41,0.78,-41.48,-2.55
52377,-10.19,-4.47,1.4,0.1,-0.16,0.07,80.0,21.23,1.3,-41.52,-2.32
52378,-10.19,-4.47,1.4,0.1,-0.16,0.07,80.0,21.23,1.3,-41.55,-2.09
52379,-10.07,-4.18,-0.85,0.1,-0.23,0.05,80.0,21.23,1.3,-41.59,-1.94
52380,-10.36,-4.48,-0.07,0.1,-0.2,0.05,80.0,21.23,1.3,-41.61,-1.79
52381,-10.36,-4.48,-0.07,0.1,-0.2,0.05,80.0,21.23,1.3,-41.64,-1.64
52382,-10.18,-4.57,-0.61,0.09,-0.17,0.03,80.0,21.23,1.3,-41.65,-1.54
52383,-10.18,-4.57,-0.61,0.09,-0.17,0.03,80.0,21.23,1.3,-41.66,-1.43
52384,-9.86,-4.12,0.15,0.07,-0.13,0.02,80.0,21.23,1.3,-41.67,-1.31
52385,-9.86,-4.12,0.15,0.07,-0.13,0.02,80.0,21.23,1.3,-41.7,-1.1
52386,-10.46,-4.61,-0.64,0.07,-0.12,0.03,80.0,21.23,1.3,-41.71,-1.04
52387,-10.46,-4.61,-0.64,0.07,-0.12,0.03,80.0,21.23,1.3,-41.72,-0.98
52388,-10.34,-4.13,-0.94,0.04,-0.04,0.01,81.08,21.59,-1.47,-41.74,-1.01
52389,-10.34,-4.13,-0.94,0.04,-0.04,0.01,81.08,21.59,-1.47,-41.76,-1.03
52390,-9.77,-4.04,0.38,0.0,0.04,0.0,81.08,21.59,-1.47,-41.77,-1.01
52391,-9.77,-4.04,0.38,0.0,0.04,0.0,81.08,21.59,-1.47,-41.77,-1.03
52392,-9.82,-3.89,0.81,-0.04,0.04,0.02,81.08,21.59,-1.47,-41.8,-1.0
52393,-9.82,-3.89,0.81,-0.04,0.04,0.02,81.08,21.59,-1.47,-41.83,-0.96
52394,-10.48,-4.12,-0.98,-0.03,0.0,0.05,81.08,21.59,-1.47,-41.87,-1.03
52395,-10.48,-4.12,-0.98,-0.03,0.0,0.05,81.08,21.59,-1.47,-41.91,-1.09
52396,-10.55,-3.9,-0.92,-0.04,0.04,0.03,81.08,21.59,-1.47,-41.95,-1.18
52397,-10.55,-3.9,-0.92,-0.04,0.04,0.03,81.08,21.59,-1.47,-42.01,-1.3
52398,-10.11,-4.34,1.15,-0.05,0.05,0.0,81.08,21.59,-1.47,-42.0,-1.25
52399,-10.11,-4.34,1.15,-0.05,0.05,0.0,81.08,21.59,-1.47,-42.0,-1.2
52400,-9.57,-3.91,-0.3,0.02,-0.11,0.0,81.08,21.59,-1.47,-42.01,-1.14
52401,-9.57,-3.91,-0.3,0.02,-0.11,0.0,81.08,21.59,-1.47,-42.02,-1.08
52402,-10.17,-4.01,-1.65,0.0,-0.07,0.01,80.54,21.41,-0.95,-42.04,-1.14
52403,-10.17,-4.01,-1.65,0.0,-0.07,0.01,80.54,21.41,-0.95,-42.06,-1.15
52404,-10.41,-4.04,-0.57,-0.09,0.12,0.02,80.54,21.41,-0.95,-42.09,-1.27
52405,-10.41,-4.04,-0.57,-0.09,0.12,0.02,80.54,21.41,-0.95,-42.11,-1.39
52406,-9.88,-4.01,0.51,-0.17,0.22,0.03,80.54,21.41,-0.95,-42.14,-1.52
52407,-9.88,-4.01,0.51,-0.17,0.22,0.03,80.54,21.41,-0.95,-42.16,-1.63
52408,-9.73,-4.19,1.75,-0.14,0.09,0.05,80.54,21.41,-0.95,-42.18,-1.6
52409,-9.73,-4.19,1.75,-0.14,0.09,0.05,80.54,21.41,-0.95,-42.23,-1.63
52410,-10.09,-4.74,0.55,-0.03,-0.13,0.07,80.54,21.41,-0.95,-42.24,-1.51
52411,-10.09,-4.74,0.55,-0.03,-0.13,0.07,80.54,21.41,-0.95,-42.24,-1.4
52412,-10.49,-4.82,-0.04,0.06,-0.25,0.07,80.54,21.41,-0.95,-42.26,-1.23
52413,-10.49,-4.82,-0.04,0.06,-0.25,0.07,80.54,21.41,-0.95,-42.28,-1.05
52414,-10.55,-4.88,-0.41,0.11,-0.28,0.06,81.08,20.16,-1.12,-42.29,-0.86
52415,-10.55,-4.88,-0.41,0.11,-0.28,0.06,81.08,20.16,-1.12,-42.33,-0.46
52416,-10.4,-4.51,-0.76,0.13,-0.25,0.05,81.08,20.16,-1.12,-42.35,-0.31
52417,-10.4,-4.51,-0.76,0.13,-0.25,0.05,81.08,20.16,-1.12,-42.36,-0.19
52418,-10.28,-4.18,-1.1,0.04,-0.11,0.05,81.08,20.16,-1.12,-42.39,-0.19
52419,-10.28,-4.18,-1.1,0.04,-0.11,0.05,81.08,20.16,-1.12,-42.42,-0.2
52420,-10.07,-3.88,-0.81,-0.07,0.07,0.06,81.08,20.16,-1.12,-42.46,-0.31
52421,-10.07,-3.88,-0.81,-0.07,0.07,0.06,81.08,20.16,-1.12,-42.54,-0.5
52422,-10.68,-4.29,0.4,-0.18,0.22,0.07,81.08,20.16,-1.12,-42.77,-1.73
52423,-10.68,-4.29,0.4,-0.18,0.22,0.07,81.08,20.16,-1.12,-42.81,-1.85
52424,-10.35,-4.69,1.14,-0.19,0.17,0.07,81.08,20.16,-1.12,-42.83,-1.96
52425,-10.35,-4.69,1.14,-0.19,0.17,0.07,81.08,20.16,-1.12,-42.84,-2.0
52426,-9.92,-4.7,1.09,-0.17,0.05,0.05,81.08,20.16,-1.12,-42.83,-1.97
52427,-9.92,-4.7,1.09,-0.17,0.05,0.05,81.08,20.16,-1.12,-42.83,-1.94
52428,-11.04,-5.08,0.77,-0.16,0.26,0.06,81.08,20.16,-1.12,-42.85,-2.27
52429,-10.54,-5.03,1.64,-0.22,0.21,0.03,81.08,20.16,-1.12,-42.84,-2.37
52430,-10.54,-5.03,1.64,-0.22,0.21,0.03,81.08,20.16,-1.12,-42.82,-2.43
52431,-10.29,-4.3,0.81,-0.28,0.13,0.02,81.08,20.16,-1.12,-42.83,-2.49
52432,-10.29,-4.3,0.81,-0.28,0.13,0.02,81.08,20.16,-1.12,-42.84,-2.59
52433,-10.22,-3.53,-0.91,-0.27,0.08,0.07,80.54,18.19,1.12,-42.9,-2.74
52434,-10.22,-3.53,-0.91,-0.27,0.08,0.07,80.54,18.19,1.12,-42.98,-2.97
52435,-10.3,-3.18,-0.79,-0.23,0.12,0.14,80.54,18.19,1.12,-43.1,-3.14
52436,-10.3,-3.18,-0.79,-0.23,0.12,0.14,80.54,18.19,1.12,-43.22,-3.31
52437,-10.73,-3.78,1.94,-0.08,0.01,0.23,80.54,18.19,1.12,-43.36,-3.18
52438,-10.73,-3.78,1.94,-0.08,0.01,0.23,80.54,18.19,1.12,-43.51,-3.05
52439,-10.94,-4.09,0.43,0.17,-0.36,0.28,80.54,18.19,1.12,-43.67,-2.72
52440,-10.94,-4.09,0.43,0.17,-0.36,0.28,80.54,18.19,1.12,-43.92,-2.21
52441,-10.62,-4.38,-2.63,0.24,-0.45,0.32,80.54,18.19,1.12,-44.06,-2.05
52442,-10.62,-4.38,-2.63,0.24,-0.45,0.32,80.54,18.19,1.12,-44.21,-1.85
52443,-11.03,-3.92,-1.52,0.05,-0.13,0.32,80.54,18.19,1.12,-44.35,-1.87
52444,-11.03,-3.92,-1.52,0.05,-0.13,0.32,80.54,18.19,1.12,-44.51,-1.86
52445,-10.87,-4.24,-0.37,-0.14,0.14,0.35,79.81,14.6,0.08,-44.67,-1.99
52446,-10.87,-4.24,-0.37,-0.14,0.14,0.35,79.81,14.6,0.08,-45.04,-2.29
52447,-10.54,-4.73,-0.82,-0.26,0.27,0.37,79.81,14.6,0.08,-45.2,-2.61
52448,-10.54,-4.73,-0.82,-0.26,0.27,0.37,79.81,14.6,0.08,-45.32,-2.86
52449,-10.36,-4.76,-2.54,-0.42,0.47,0.38,79.81,14.6,0.08,-45.45,-3.44
52450,-10.36,-4.76,-2.54,-0.42,0.47,0.38,79.81,14.6,0.08,-45.56,-3.97
52451,-10.02,-4.88,-3.98,-0.69,0.86,0.4,79.81,14.6,0.08,-45.67,-4.98
52452,-10.7,-4.65,-1.01,-0.97,1.28,0.42,79.81,14.6,0.08,-45.94,-7.05
52453,-10.7,-4.65,-1.01,-0.97,1.28,0.42,79.81,14.6,0.08,-46.05,-8.16
52454,-10.92,-3.36,0.99,-1.1,1.39,0.45,79.81,14.6,0.08,-46.22,-9.13
52455,-10.92,-3.36,0.99,-1.1,1.39,0.45,79.81,14.6,0.08,-46.37,-9.96
52456,-10.74,-3.36,0.56,-1.01,1.14,0.5,79.81,14.6,0.08,-46.54,-10.66
52457,-10.74,-3.36,0.56,-1.01,1.14,0.5,75.31,10.84,7.88,-46.71,-11.37
52458,-10.71,-3.12,-0.36,-0.79,0.81,0.55,75.31,10.84,7.88,-47.29,-13.28
52459,-10.71,-3.12,-0.36,-0.79,0.81,0.55,75.31,10.84,7.88,-47.52,-13.95
52460,-10.98,-3.46,-2.0,-0.59,0.54,0.61,75.31,10.84,7.88,-47.71,-14.4
52461,-10.98,-3.46,-2.0,-0.59,0.54,0.61,75.31,10.84,7.88,-49.03,-17.57
52462,-11.43,-3.14,-2.93,-0.51,0.46,0.64,75.31,10.84,7.88,-49.27,-18.1
52463,-11.43,-3.14,-2.93,-0.51,0.46,0.64,75.31,10.84,7.88,-49.5,-18.63
52464,-11.29,-2.36,-0.21,-0.51,0.48,0.7,75.31,10.84,7.88,-49.78,-18.94
52465,-11.29,-2.36,-0.21,-0.51,0.48,0.7,75.31,10.84,7.88,-51.04,-21.32
52466,-11.4,-2.54,-0.13,-0.38,0.21,0.78,75.31,10.84,7.88,-51.39,-21.5
52467,-10.65,-3.71,-3.61,-0.03,-0.27,0.92,72.95,6.0,14.64,-51.74,-21.55
52468,-10.65,-3.71,-3.61,-0.03,-0.27,0.92,72.95,6.0,14.64,-52.09,-21.6
52469,-10.72,-4.03,-4.45,-0.09,-0.14,0.93,72.95,6.0,14.64,-52.4,-21.81
52470,-10.72,-4.03,-4.45,-0.09,-0.14,0.93,72.95,6.0,14.64,-52.7,-22.02
52471,-11.3,-3.61,-3.34,-0.13,0.03,0.94,72.95,6.0,14.64,-53.05,-22.3
52472,-11.22,-2.61,-3.02,-0.14,0.16,0.96,72.95,6.0,14.64,-53.55,-22.81
52473,-11.22,-2.61,-3.02,-0.14,0.16,0.96,72.95,6.0,14.64,-53.94,-23.22
52474,-10.72,-1.78,-2.96,-0.14,0.26,0.98,72.95,6.0,14.64,-54.26,-23.64
52475,-10.72,-1.78,-2.96,-0.14,0.26,0.98,72.95,6.0,14.64,-54.67,-24.18
52476,-10.68,-1.52,-1.44,-0.16,0.32,0.96,69.36,-1.52,14.64,-55.04,-24.59
52477,-10.68,-1.52,-1.44,-0.16,0.32,0.96,69.36,-1.52,14.64,-55.41,-25.01
52478,-11.26,-0.83,-1.06,-0.08,0.24,0.94,69.36,-1.52,14.64,-58.84,-29.74
52479,-11.26,-0.83,-1.06,-0.08,0.24,0.94,69.36,-1.52,14.64,-59.19,-30.11
52480,-10.43,0.04,-1.38,0.0,0.12,0.93,69.36,-1.52,14.64,-59.55,-30.4
52481,-10.43,0.04,-1.38,0.0,0.12,0.93,69.36,-1.52,14.64,-59.94,-30.76
52482,-9.51,0.48,-0.6,0.0,0.04,0.95,69.36,-1.52,14.64,-61.69,-32.6
52483,-9.51,0.48,-0.6,0.0,0.04,0.95,69.36,-1.52,14.64,-62.11,-32.89
52484,-9.93,-0.24,-0.45,0.02,-0.07,0.99,69.36,-1.52,14.64,-62.55,-32.93
52485,-10.45,0.34,-2.71,-0.12,0.26,0.83,64.84,-9.94,14.12,-62.8,-33.5
52486,-10.45,0.34,-2.71,-0.12,0.26,0.83,64.84,-9.94,14.12,-63.1,-34.22
52487,-11.48,0.18,-0.64,-0.21,0.38,0.75,64.84,-9.94,14.12,-63.36,-34.72
52488,-11.48,0.18,-0.64,-0.21,0.38,0.75,64.84,-9.94,14.12,-63.62,-35.22
52489,-10.76,0.9,-2.31,-0.12,0.32,0.56,64.84,-9.94,14.12,-63.88,-36.14
52490,-10.76,0.9,-2.31,-0.12,0.32,0.56,64.84,-9.94,14.12,-64.05,-36.7
52491,-9.84,1.23,-1.39,-0.11,0.3,0.49,64.84,-9.94,14.12,-64.23,-37.15
52492,-9.84,1.23,-1.39,-0.11,0.3,0.49,64.84,-9.94,14.12,-64.4,-37.55
52493,-10.11,0.38,-3.9,-0.01,0.21,0.48,60.52,-11.73,17.25,-64.47,-38.09
52494,-10.11,0.38,-3.9,-0.01,0.21,0.48,60.52,-11.73,17.25,-64.54,-38.63
52495,-10.62,0.33,-4.15,-0.01,0.37,0.42,60.52,-11.73,17.25,-64.62,-40.2
52496,-10.62,0.33,-4.15,-0.01,0.37,0.42,60.52,-11.73,17.25,-64.61,-40.89
52497,-10.87,1.32,-0.56,-0.07,0.55,0.32,60.52,-11.73,17.25,-64.68,-41.26
52498,-10.87,1.32,-0.56,-0.07,0.55,0.32,60.52,-11.73,17.25,-64.74,-41.71
52499,-9.3,2.4,3.71,0.04,0.31,0.28,60.52,-11.73,17.25,-65.03,-41.63
52500,-9.3,2.4,3.71,0.04,0.31,0.28,60.52,-11.73,17.25,-65.32,-41.6
52501,-11.67,0.35,-3.16,0.22,-0.11,0.28,60.52,-11.73,17.25,-65.52,-41.69
52502,-11.67,0.35,-3.16,0.22,-0.11,0.28,60.52,-11.73,17.25,-65.59,-41.67
52503,-11.21,0.64,-5.39,0.32,-0.12,0.22,60.52,-11.73,17.25,-65.6,-41.83
