user,activity,timestamp,x-axis,y-axis,z-axis
9,Walking,7148342328000,4.6,10.46,4.63
9,Walking,7150852338000,-5.13,14.75,3.95
9,Walking,7153352338000,-0.15,11.5,1.88
9,Walking,7155872327000,1.84,14.18,1.33
9,Walking,7158372327000,8.96,10.69,0.72
9,Walking,7160872358000,11.03,18.54,15.36
9,Walking,7163382306000,3.49,13.8,-0.3
9,Walking,7165852338000,-3.6,14.41,-5.41
9,Walking,7168352338000,1.95,10.99,-2.83
9,Walking,7170842328000,-1.57,8.73,4.79
9,Walking,7173352338000,1.76,11.18,-0.8
9,Walking,7175852338000,0.53,9.47,4.14
9,Walking,7178352338000,2.72,7.93,-0.38
9,Walking,7180842328000,0.34,15.51,10.27
9,Walking,7183342328000,-2.37,13.57,-0.69
9,Walking,7185842328000,1.31,8.39,-2.45
9,Walking,7188352308000,0.04,10.65,-0.11
9,Walking,7190852338000,1.73,5.41,-0.38
9,Walking,7193352338000,1.76,4.67,0.46
9,Walking,7195872327000,0.46,9.72,-0.19
9,Walking,7198372327000,0.89,15.47,4.71
9,Walking,7200872327000,1.33,16.63,-1.69
9,Walking,7203342359000,-4.4,12.6,-2.14
9,Walking,7205842512000,-5.05,8.92,0.61
9,Walking,7208352338000,-1.14,10.76,-0.19
9,Walking,7210872388000,-3.83,9.34,-0.19
9,Walking,7213372327000,-1.23,9.04,0.42
9,Walking,7215842298000,-3.34,10.5,0.93
9,Walking,7218342359000,-1.08,7.12,-1.46
9,Walking,7220872358000,0.0,5.43,0.04
9,Walking,7223372266000,-0.08,4.86,-0.76
9,Walking,7225852399000,2.96,4.71,-0.69
9,Walking,7228372327000,0.19,6.13,0.27
9,Walking,7230872327000,0.84,8.89,2.34
9,Walking,7233342328000,6.05,15.4,0.04
9,Walking,7235852338000,2.45,9.89,2.83
9,Walking,7238352338000,1.92,15.36,2.56
9,Walking,7240852338000,-3.64,14.02,3.17
9,Walking,7243372327000,2.56,10.61,5.05
9,Walking,7245872327000,-5.13,14.52,5.22
9,Walking,7248342328000,-1.04,8.85,0.72
9,Walking,7250872327000,0.93,11.18,-0.99
9,Walking,7253372327000,1.18,14.75,0.93
9,Walking,7255842328000,2.15,15.05,1.08
9,Walking,7258342328000,-1.8,10.57,-3.34
9,Walking,7260852399000,1.23,5.09,-0.89
9,Walking,7263352338000,-1.38,6.36,-1.31
9,Walking,7265872327000,-1.14,14.86,2.98
9,Walking,7268342328000,-2.87,13.63,2.72
9,Walking,7270842328000,0.0,10.69,4.71
9,Walking,7273352338000,0.99,9.77,-3.3
9,Walking,7275872327000,-1.65,5.41,0.23
