time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
386778,-0.91,0.88,9.25,0.0,0.0,0.0,23.36,31.45,-63.45,-7.39,92.21
386779,-0.97,0.82,9.52,0.0,0.0,0.0,23.54,31.99,-65.7,-7.39,92.21
386780,-1.12,0.6,9.74,0.03,-0.05,0.01,23.54,31.99,-65.7,-7.36,92.1
386781,-1.04,0.69,9.81,0.05,-0.09,0.0,23.54,31.99,-65.7,-7.15,92.36
386782,-1.04,0.69,9.81,0.05,-0.09,0.0,23.54,31.99,-65.7,-7.12,92.37
386783,-0.79,1.02,9.49,0.06,-0.12,0.0,23.54,31.99,-65.7,-7.08,92.42
386784,-0.79,1.02,9.49,0.06,-0.12,0.0,23.54,31.99,-65.7,-7.04,92.48
386785,-0.7,1.04,8.94,0.05,-0.1,0.0,23.54,31.99,-65.7,-7.01,92.54
386786,-0.7,1.04,8.94,0.05,-0.1,0.0,23.54,31.99,-65.7,-6.98,92.59
386787,-0.92,0.97,10.0,0.01,-0.01,0.0,24.26,31.63,-64.66,-6.97,92.61
386788,-0.68,0.92,8.74,0.02,-0.03,0.0,24.26,31.63,-64.66,-6.96,92.63
386789,-0.68,0.92,8.74,0.02,-0.03,0.0,24.26,31.63,-64.66,-6.95,92.66
386790,-0.8,0.77,9.44,0.0,0.03,0.0,24.26,31.63,-64.66,-6.96,92.65
386791,-0.8,0.77,9.44,0.0,0.03,0.0,24.26,31.63,-64.66,-6.96,92.64
386792,-0.9,0.91,9.85,0.0,0.03,0.0,24.26,31.63,-64.66,-6.97,92.63
386793,-0.9,0.91,9.85,0.0,0.03,0.0,24.26,31.63,-64.66,-7.0,92.62
386794,-0.91,0.78,9.19,0.0,0.0,0.0,23.9,31.27,-65.01,-7.0,92.61
386795,-0.91,0.78,9.19,0.0,0.0,0.0,23.9,31.27,-65.01,-7.01,92.6
386796,-0.96,0.97,9.83,0.0,0.01,0.0,23.9,31.27,-65.01,-7.02,92.6
386797,-0.96,0.97,9.83,0.0,0.01,0.0,23.9,31.27,-65.01,-7.03,92.61
386798,-0.92,0.9,9.69,0.02,-0.03,0.01,23.9,31.27,-65.01,-7.03,92.61
386799,-0.92,0.9,9.69,0.02,-0.03,0.01,23.9,31.27,-65.01,-7.01,92.64
386800,-0.66,0.84,8.76,0.02,-0.03,0.01,23.9,31.27,-65.01,-7.0,92.66
386801,-0.66,0.84,8.76,0.02,-0.03,0.01,23.9,31.27,-65.01,-6.98,92.68
386802,-0.97,0.78,9.66,0.0,0.01,0.0,23.9,31.27,-65.01,-6.99,92.65
386803,-0.97,0.78,9.66,0.0,0.01,0.0,23.9,31.27,-65.01,-7.0,92.61
386804,-1.14,0.9,10.7,0.02,-0.03,0.0,23.9,31.27,-65.01,-7.0,92.62
386805,-1.14,0.9,10.7,0.02,-0.03,0.0,23.9,31.27,-65.01,-6.98,92.65
386806,-0.97,1.08,10.03,0.08,-0.15,0.01,22.27,30.37,-63.79,-6.93,92.72
386807,-0.97,1.08,10.03,0.08,-0.15,0.01,22.27,30.37,-63.79,-6.89,92.79
386808,-0.77,1.24,9.36,0.12,-0.22,0.03,22.27,30.37,-63.79,-6.83,92.9
386809,-0.77,1.24,9.36,0.12,-0.22,0.03,22.27,30.37,-63.79,-6.77,93.01
386810,-0.8,1.45,9.18,0.13,-0.24,0.05,22.27,30.37,-63.79,-6.71,93.15
386811,-0.8,1.45,9.18,0.13,-0.24,0.05,22.27,30.37,-63.79,-6.55,93.42
386812,-0.51,1.43,9.69,0.11,-0.22,0.05,22.27,30.37,-63.79,-6.45,93.85
386813,-0.51,1.43,9.69,0.11,-0.22,0.05,22.27,30.37,-63.79,-6.36,94.23
386814,-0.67,0.7,10.81,0.15,-0.31,0.06,22.27,30.37,-63.79,-6.23,94.34
386815,-0.67,0.7,10.81,0.15,-0.31,0.06,22.27,30.37,-63.79,-6.12,94.44
386816,-0.85,0.67,10.26,0.25,-0.44,0.1,22.27,30.37,-63.79,-5.98,94.6
386817,-0.85,0.67,10.26,0.25,-0.44,0.1,22.27,30.37,-63.79,-5.65,95.03
386818,-0.15,1.07,8.85,0.3,-0.5,0.12,22.27,30.37,-63.79,-5.48,95.26
386819,-0.15,1.07,8.85,0.3,-0.5,0.12,22.27,30.37,-63.79,-5.31,95.49
386820,-0.04,1.4,7.97,0.25,-0.41,0.1,22.27,30.37,-63.79,-5.2,95.68
386821,-0.04,1.4,7.97,0.25,-0.41,0.1,22.27,30.37,-63.79,-5.06,95.9
386822,0.21,1.24,9.69,0.19,-0.27,0.11,22.27,30.37,-63.79,-4.77,96.11
386823,0.21,1.24,9.69,0.19,-0.27,0.11,22.27,30.37,-63.79,-4.37,96.52
