user,activity,timestamp,x-axis,y-axis,z-axis
14,Downstairs,57654002514000,1.95,12.11,13.1
14,Downstairs,57656462322000,4.44,0.34,0.57
14,Downstairs,57658982342000,17.35,18.7,-10.31
14,Downstairs,57661472302000,10.76,17.08,-8.2
14,Downstairs,57663982342000,2.3,6.85,0.53
14,Downstairs,57666502300000,12.45,19.53,-5.9
14,Downstairs,57668962322000,-6.78,5.56,5.09
14,Downstairs,57671492321000,12.87,11.96,-4.82
14,Downstairs,57673992291000,0.53,13.99,2.56
14,Downstairs,57676462353000,2.15,7.27,-0.27
14,Downstairs,57678982342000,10.19,10.23,10.73
14,Downstairs,57681462322000,7.89,4.21,-1.73
14,Downstairs,57683982433000,11.41,6.44,2.72
14,Downstairs,57686502361000,-7.82,17.62,-3.3
14,Downstairs,57688962322000,6.47,9.04,6.28
14,Downstairs,57691492321000,18.31,11.99,2.18
14,Downstairs,57694002514000,2.26,3.57,-0.46
14,Downstairs,57696492321000,16.28,-1.76,1.88
14,Downstairs,57699002300000,8.2,6.93,11.54
14,Downstairs,57701482372000,16.47,6.78,2.53
14,Downstairs,57703982342000,4.29,4.14,-2.72
14,Downstairs,57706502300000,6.97,10.61,0.27
14,Downstairs,57709002300000,16.21,18.77,-3.72
14,Downstairs,57711502300000,0.53,6.09,-1.84
14,Downstairs,57713962353000,3.15,5.63,-13.17
14,Downstairs,57716502331000,15.4,11.03,1.88
14,Downstairs,57719002300000,-1.46,12.68,-2.45
14,Downstairs,57721462322000,1.18,12.98,1.88
14,Downstairs,57723962353000,9.77,7.44,-1.99
14,Downstairs,57726482342000,6.85,11.75,-7.16
14,Downstairs,57728982342000,5.41,5.56,0.8
14,Downstairs,57731482372000,1.5,14.37,-0.91
14,Downstairs,57734002544000,0.69,9.28,11.56
14,Downstairs,57736462322000,1.31,10.23,-4.52
14,Downstairs,57738982342000,19.11,17.97,-0.23
14,Downstairs,57741502300000,16.74,19.27,-2.11
14,Downstairs,57744002972000,1.23,7.63,0.65
14,Downstairs,57746482342000,8.89,16.7,-14.29
14,Downstairs,57749002331000,5.9,9.08,-1.99
14,Upstairs,57751462322000,9.77,9.85,0.15
14,Upstairs,57753982342000,-3.36,4.02,-1.18
14,Upstairs,57756482342000,16.78,0.93,6.59
14,Upstairs,57758982342000,4.06,2.07,-0.42
14,Upstairs,57761502300000,9.0,10.99,-2.87
14,Upstairs,57764002544000,9.43,5.33,2.79
14,Upstairs,57766462322000,4.56,11.5,-0.61
14,Upstairs,57768982342000,9.81,6.44,-2.14
14,Upstairs,57771502300000,6.21,11.73,1.31
14,Upstairs,57774002544000,10.0,8.05,-1.53
14,Upstairs,57776462322000,7.35,7.7,-0.04
14,Upstairs,57778972393000,11.26,9.11,7.7
14,Upstairs,57781482342000,7.55,13.67,-0.3
14,Upstairs,57783962292000,8.66,6.28,-2.79
14,Upstairs,57786462322000,7.89,9.47,-2.14
14,Upstairs,57788982342000,3.06,5.56,-0.72
14,Upstairs,57791482342000,6.44,7.97,-1.04
14,Upstairs,57794002514000,9.04,7.59,-0.23
14,Upstairs,57796462322000,5.48,4.82,0.65
14,Upstairs,57798962353000,7.67,11.14,4.79
14,Upstairs,57801482311000,6.4,8.69,-1.92
14,Upstairs,57804002544000,5.9,8.85,-1.61
14,Upstairs,57806502300000,7.59,6.4,0.5
14,Upstairs,57808962353000,5.37,3.34,-1.23
14,Upstairs,57811482342000,6.4,10.15,4.79
14,Upstairs,57813982342000,7.08,5.33,-1.18
14,Upstairs,57816482342000,2.41,12.03,1.04
14,Upstairs,57819002300000,7.55,8.16,-1.5
