user,activity,timestamp,x-axis,y-axis,z-axis
33,Standing,506782298000,-0.08,9.89,1.5
33,Standing,509332316000,-0.08,9.89,1.38
33,Standing,511862315000,-0.04,9.89,1.46
33,Standing,514362315000,0.0,9.92,1.38
33,Standing,516832316000,0.19,9.89,1.46
33,Standing,519342265000,-0.04,9.89,1.31
33,Standing,521862285000,-0.11,9.92,1.31
33,Standing,524332591000,0.04,9.89,1.33
33,Standing,526792308000,-0.27,9.92,1.23
33,Standing,529342296000,0.11,9.89,1.27
33,Standing,531832347000,-0.08,9.89,1.31
33,Standing,534342296000,0.0,9.85,1.5
33,Standing,536862315000,0.11,9.85,1.42
33,Standing,539332316000,0.04,9.89,1.42
33,Standing,541862346000,-0.15,9.89,1.46
33,Standing,544332347000,-0.04,9.89,1.38
33,Standing,546842296000,0.08,9.89,1.46
33,Standing,549362285000,-0.11,9.89,1.33
33,Standing,551862346000,0.04,9.89,1.46
33,Standing,554322246000,-0.08,9.89,1.38
33,Standing,556832347000,-0.04,9.85,1.5
33,Standing,559342265000,0.15,9.85,1.46
33,Standing,561862315000,0.04,9.89,1.5
33,Standing,564332316000,0.0,9.92,1.42
33,Standing,566862346000,0.15,9.89,1.5
33,Standing,569362315000,0.08,9.85,1.42
33,Standing,571832347000,0.11,9.89,1.42
33,Standing,574342296000,0.0,9.85,1.5
33,Standing,576862285000,0.15,9.85,1.5
33,Standing,579332377000,0.0,9.92,1.42
33,Standing,581862315000,0.11,9.81,1.69
33,Standing,584362315000,0.19,9.89,1.57
33,Sitting,614292308000,5.33,2.91,7.97
33,Sitting,616792277000,5.43,2.83,7.97
33,Sitting,619292308000,5.63,2.76,7.78
33,Sitting,621762309000,5.56,2.72,7.89
33,Sitting,624282298000,5.6,2.79,7.86
33,Sitting,626752299000,5.71,2.83,7.89
33,Sitting,629252299000,5.6,2.91,7.82
33,Sitting,631782298000,5.52,2.91,7.86
33,Sitting,634282298000,5.67,2.83,7.86
33,Sitting,636782298000,5.63,2.79,7.86
33,Sitting,639262126000,5.6,2.83,7.86
33,Sitting,641762309000,5.6,2.79,7.86
33,Sitting,644262309000,5.6,2.79,7.82
33,Sitting,646782359000,5.6,2.79,7.82
33,Sitting,649282298000,5.67,2.79,7.86
33,Sitting,651792277000,5.6,2.79,7.86
33,Sitting,654262401000,5.56,2.79,7.86
33,Sitting,656762340000,5.63,2.53,7.97
33,Sitting,659262279000,5.63,2.72,7.86
33,Sitting,661782268000,5.56,2.72,7.82
33,Sitting,664252299000,5.67,2.72,7.86
33,Sitting,666762309000,5.6,2.64,7.82
33,Sitting,669282329000,5.75,2.76,7.78
33,Sitting,671782268000,5.63,2.72,7.82
33,Sitting,674252299000,5.71,2.68,7.82
33,Sitting,676762309000,5.71,2.64,7.86
33,Sitting,679262309000,5.79,2.64,7.82
33,Sitting,681762279000,5.71,2.56,7.82
33,Sitting,684282298000,5.71,2.6,7.78
33,Sitting,686782298000,5.75,2.56,7.82
33,Sitting,689202312000,5.75,2.6,7.78
33,Sitting,691782298000,5.75,2.6,7.82
33,Sitting,694182292000,5.75,2.6,7.82
33,Sitting,696752299000,5.79,2.56,7.78
33,Sitting,699262340000,5.71,2.6,7.86
33,Sitting,701762309000,5.79,2.56,7.82
33,Sitting,704272288000,5.79,2.53,7.82
33,Sitting,706782298000,5.79,2.49,7.89
33,Sitting,709282268000,5.83,2.45,7.86
33,Sitting,711752299000,5.83,2.45,7.78
33,Sitting,714262309000,5.79,2.49,7.78
33,Sitting,716772288000,5.83,2.41,7.82
33,Sitting,719232341000,5.86,2.49,7.82
33,Sitting,721792308000,5.83,2.41,7.74
33,Sitting,724252330000,5.86,2.45,7.82
33,Sitting,726762340000,5.83,2.41,7.78
33,Sitting,729282329000,5.86,2.45,7.78
33,Sitting,731782298000,5.86,2.45,7.78
33,Sitting,734252299000,5.83,2.41,7.78
33,Sitting,736762309000,5.83,2.45,7.78
33,Sitting,739262309000,5.86,2.49,7.78
33,Sitting,741782329000,5.86,2.45,7.82
33,Sitting,744242259000,5.86,2.45,7.82
33,Sitting,746752299000,5.86,2.41,7.78
33,Sitting,749272258000,5.86,2.41,7.78
33,Sitting,751752299000,5.83,2.41,7.82
33,Sitting,754252299000,5.86,2.41,7.74
33,Sitting,756762309000,5.86,2.41,7.78
33,Sitting,759282329000,5.86,2.41,7.82
33,Sitting,761792308000,5.86,2.41,7.78
33,Sitting,764252299000,5.86,2.45,7.82
33,Sitting,766762309000,5.83,2.41,7.82
33,Sitting,769262309000,5.86,2.41,7.78
33,Sitting,771762309000,5.86,2.41,7.74
33,Sitting,774282329000,6.02,2.37,7.67
33,Downstairs,10340242290000,2.91,15.4,3.6774938
33,Downstairs,10342722301000,-1.27,9.51,-0.9942854
33,Downstairs,10345232280000,0.57,5.24,2.7649305
33,Downstairs,10347732249000,0.93,15.6,-0.19068487
33,Downstairs,10350222301000,0.65,13.25,7.668256
33,Downstairs,10352722209000,-0.61,16.36,0.19068487
33,Downstairs,10355212321000,-0.27,7.78,0.3405087
33,Downstairs,10357722209000,-1.14,8.28,0.7627395
33,Downstairs,10360232280000,2.22,4.9,1.8387469
33,Downstairs,10362732280000,0.95,8.31,-1.7978859
33,Downstairs,10365232280000,-0.19,16.55,5.134871
33,Downstairs,10367712291000,0.61,9.81,0.27240697
33,Downstairs,10370212260000,-0.38,4.29,1.7978859
33,Downstairs,10372722209000,0.76,9.15,1.8387469
33,Downstairs,10375222240000,1.95,5.67,4.0180025
33,Downstairs,10377732280000,2.18,11.22,2.3426998
33,Downstairs,10380232249000,-1.33,8.77,4.440233
33,Downstairs,10382703532000,0.34,9.3,2.152015
33,Downstairs,10385203136000,-0.19,4.86,1.6480621
33,Downstairs,10387702251000,2.83,7.08,0.95342433
33,Downstairs,10390242229000,-2.87,16.74,4.862464
33,Downstairs,10392742290000,-0.23,10.0,4.6036777
33,Downstairs,10395222301000,1.73,6.89,4.0588636
33,Downstairs,10397722301000,-0.27,9.34,2.2609777
33,Downstairs,10400222301000,-1.5,8.89,4.399372
33,Downstairs,10402722209000,0.19,9.51,0.5720546
33,Downstairs,10405222301000,-0.95,11.11,3.9090397
33,Downstairs,10407732249000,-0.76,7.27,3.9499009
33,Downstairs,10410232310000,1.88,7.27,3.5276701
33,Downstairs,10412732249000,-2.18,14.02,6.1291566
33,Downstairs,10415232249000,0.34,11.88,1.6480621
33,Downstairs,10417702281000,0.34,8.69,2.6423476
33,Downstairs,10420203593000,0.69,5.75,1.56634
33,Downstairs,10422703166000,-0.76,11.35,1.7570249
33,Downstairs,10425212291000,2.83,7.25,1.7570249
33,Downstairs,10427712260000,-1.12,7.46,2.4108016
33,Downstairs,10430242259000,-0.08,13.06,3.8681788
33,Downstairs,10432703654000,0.53,12.45,2.4925237
33,Downstairs,10435222270000,-0.99,7.21,4.0588636
33,Downstairs,10437722301000,-0.34,9.38,0.6946377
33,Downstairs,10440203288000,-1.42,12.49,6.4424243
33,Downstairs,10442732219000,0.0,9.11,4.8216033
33,Downstairs,10445203471000,-2.83,7.59,1.879608
33,Downstairs,10447702312000,-3.98,16.44,0.7627395
33,Downstairs,10450222270000,-0.99,4.1,1.4982382
33,Downstairs,10452722209000,-0.8,14.67,4.903325
33,Downstairs,10455202708000,-0.23,10.19,-1.4165162
33,Walking,10505972301000,-2.18,6.89,1.9885708
33,Walking,10508452281000,-2.03,3.15,0.6537767
33,Walking,10510952251000,2.53,11.41,1.0760075
33,Walking,10513452281000,-5.56,18.24,2.6832085
33,Walking,10515972240000,-3.95,14.86,-0.5720546
33,Walking,10518472270000,0.42,3.45,-1.920469
33,Walking,10520932262000,0.93,13.53,1.6480621
33,Walking,10523462291000,-5.41,15.79,0.8036005
33,Walking,10525972636000,-4.33,15.21,2.6423476
