time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
390248,-8.56,-5.01,-0.52,-0.01,0.03,0.0,48.61,16.75,10.05,-33.8,-3.86
390249,-8.56,-5.01,-0.52,-0.01,0.03,0.0,48.61,16.75,10.05,-33.81,-3.88
390250,-8.68,-4.98,-0.52,0.0,0.01,0.0,48.61,16.75,10.05,-33.83,-3.88
390251,-8.68,-4.98,-0.52,0.0,0.01,0.0,48.61,16.75,10.05,-33.84,-3.88
390252,-8.6,-5.09,-0.8,0.0,0.0,0.0,48.61,16.75,10.05,-33.84,-3.9
390253,-8.6,-5.09,-0.8,0.0,0.0,0.0,48.61,16.75,10.05,-33.85,-3.92
390254,-8.52,-5.11,-0.75,0.0,0.01,0.0,48.61,16.75,10.05,-33.85,-3.94
390255,-8.52,-5.11,-0.75,0.0,0.01,0.0,48.61,16.75,10.05,-33.85,-3.96
390256,-8.5,-5.15,-0.44,0.0,0.02,0.0,48.61,16.75,10.05,-33.85,-3.97
390257,-8.5,-5.15,-0.44,0.0,0.02,0.0,48.61,16.75,10.05,-33.84,-3.97
390258,-8.69,-5.0,-0.48,0.0,0.0,0.0,48.61,16.75,10.05,-33.86,-3.96
390259,-8.69,-5.0,-0.48,0.0,0.0,0.0,48.61,16.75,10.05,-33.87,-3.96
390260,-8.64,-5.03,-0.83,0.01,-0.02,0.0,47.35,16.93,11.26,-33.88,-3.96
390261,-8.64,-5.03,-0.83,0.01,-0.02,0.0,47.35,16.93,11.26,-33.88,-3.97
390262,-8.51,-5.08,-0.86,0.0,0.01,0.0,47.35,16.93,11.26,-33.89,-4.0
390263,-8.51,-5.08,-0.86,0.0,0.01,0.0,47.35,16.93,11.26,-33.89,-4.03
390264,-8.52,-5.01,-0.42,0.0,0.02,0.0,47.35,16.93,11.26,-33.9,-4.02
390265,-8.52,-5.01,-0.42,0.0,0.02,0.0,47.35,16.93,11.26,-33.91,-4.01
390266,-8.61,-4.94,-0.67,0.0,0.0,0.0,47.35,16.93,11.26,-33.93,-4.02
390267,-8.61,-4.94,-0.67,0.0,0.0,0.0,47.35,16.93,11.26,-33.94,-4.03
390268,-8.61,-4.98,-0.81,0.0,0.0,0.0,47.35,16.93,11.26,-33.95,-4.04
390269,-8.61,-4.98,-0.81,0.0,0.0,0.0,47.35,16.93,11.26,-33.96,-4.06
390270,-8.53,-5.05,-0.71,0.0,0.0,0.0,47.35,16.93,11.26,-33.97,-4.07
