time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
133453,-10.11,-4.45,0.43,0.0,0.03,0.0,89.38,21.95,3.38,-41.33,0.7
133454,-10.08,-4.51,0.5,0.0,0.01,0.0,89.38,21.95,3.38,-41.32,0.73
133455,-10.08,-4.51,0.5,0.0,0.01,0.0,89.38,21.95,3.38,-41.32,0.74
133456,-10.08,-4.53,0.04,0.01,-0.01,0.0,88.48,21.41,4.59,-41.31,0.75
133457,-10.08,-4.53,0.04,0.01,-0.01,0.0,88.48,21.41,4.59,-41.31,0.75
133458,-10.08,-4.34,0.18,0.02,0.0,0.0,88.48,21.41,4.59,-41.31,0.76
133459,-10.08,-4.34,0.18,0.02,0.0,0.0,88.48,21.41,4.59,-41.32,0.77
133460,-10.02,-4.33,0.5,0.02,-0.01,0.0,88.48,21.41,4.59,-41.32,0.81
133461,-10.02,-4.33,0.5,0.02,-0.01,0.0,88.48,21.41,4.59,-41.32,0.86
133462,-10.03,-4.3,0.65,0.06,-0.07,0.01,88.48,21.41,4.59,-41.33,0.96
133463,-10.03,-4.3,0.65,0.06,-0.07,0.01,88.48,21.41,4.59,-41.34,1.05
133464,-10.02,-4.4,-0.33,0.08,-0.13,0.02,88.48,21.41,4.59,-41.35,1.12
133465,-10.02,-4.4,-0.33,0.08,-0.13,0.02,88.48,21.41,4.59,-41.36,1.17
133466,-10.36,-4.38,0.26,0.09,-0.11,0.0,88.48,21.41,4.59,-41.36,1.27
133467,-10.36,-4.38,0.26,0.09,-0.11,0.0,88.48,21.41,4.59,-41.37,1.45
133468,-39.93,59.79,-5.69,0.47,0.88,-0.43,90.1,20.87,4.42,-41.74,0.99
133469,-39.93,59.79,-5.69,0.47,0.88,-0.43,90.1,20.87,4.42,-42.09,0.5
133470,-43.08,49.16,17.76,-0.3,-0.04,0.75,90.1,20.87,4.42,-42.96,0.66
133471,-43.08,49.16,17.76,-0.3,-0.04,0.75,90.1,20.87,4.42,-43.78,0.84
133472,-15.47,-7.6,-20.82,0.9,-0.94,0.56,90.1,20.87,4.42,-44.04,1.07
133473,-15.47,-7.6,-20.82,0.9,-0.94,0.56,90.1,20.87,4.42,-44.59,2.23
133474,-9.39,-24.57,-41.4,0.28,-1.12,0.52,90.1,20.87,4.42,-44.6,2.32
133475,-9.39,-24.57,-41.4,0.28,-1.12,0.52,90.1,20.87,4.42,-44.66,2.54
133476,-8.03,-11.05,-7.82,0.27,-0.4,-0.22,90.1,20.87,4.42,-44.28,2.41
133477,-8.03,-11.05,-7.82,0.27,-0.4,-0.22,90.1,20.87,4.42,-43.91,2.28
133478,-10.25,-2.69,-5.35,-0.92,1.03,-0.22,90.1,20.87,4.42,-43.86,0.9
133479,-10.25,-2.69,-5.35,-0.92,1.03,-0.22,90.1,20.87,4.42,-43.71,-1.08
133480,-12.58,-0.55,10.51,0.3,1.24,-0.08,87.04,21.41,2.86,-43.8,-1.39
133481,-12.58,-0.55,10.51,0.3,1.24,-0.08,87.04,21.41,2.86,-43.89,-1.61
133482,-13.91,-2.75,-0.79,0.53,0.7,0.26,87.04,21.41,2.86,-44.12,-2.0
133483,-13.91,-2.75,-0.79,0.53,0.7,0.26,87.04,21.41,2.86,-44.34,-2.39
133484,-8.98,-4.7,1.45,-0.07,-0.66,-0.15,87.04,21.41,2.86,-44.2,-1.78
133485,-8.98,-4.7,1.45,-0.07,-0.66,-0.15,87.04,21.41,2.86,-44.05,-1.12
133486,-9.98,-3.48,2.08,-0.02,-0.22,-0.16,87.04,21.41,2.86,-43.99,-0.82
133487,-9.98,-3.48,2.08,-0.02,-0.22,-0.16,87.04,21.41,2.86,-43.92,-0.5
133488,-9.49,-5.22,0.36,-0.08,-0.13,-0.2,87.04,21.41,2.86,-43.74,-0.4
133489,-9.49,-5.22,0.36,-0.08,-0.13,-0.2,87.04,21.41,2.86,-43.55,-0.29
133490,-9.85,-3.07,-0.57,0.11,0.03,-0.12,87.04,21.41,2.86,-43.53,-0.32
133491,-9.85,-3.07,-0.57,0.11,0.03,-0.12,87.04,21.41,2.86,-43.48,-0.35
133492,-11.11,-3.14,0.0,-0.03,0.0,-0.03,89.2,22.13,2.86,-43.52,-0.36
133493,-11.11,-3.14,0.0,-0.03,0.0,-0.03,89.2,22.13,2.86,-43.56,-0.36
133494,-10.85,-4.22,0.96,0.0,0.08,-0.02,89.2,22.13,2.86,-43.56,-0.34
133495,-10.85,-4.22,0.96,0.0,0.08,-0.02,89.2,22.13,2.86,-43.55,-0.32
133496,-10.16,-4.69,1.25,0.0,0.03,-0.02,89.2,22.13,2.86,-43.51,-0.25
133497,-10.16,-4.69,1.25,0.0,0.03,-0.02,89.2,22.13,2.86,-43.46,-0.19
133498,-9.96,-4.8,0.84,0.02,-0.07,0.0,89.2,22.13,2.86,-43.41,-0.09
133499,-9.96,-4.8,0.84,0.02,-0.07,0.0,89.2,22.13,2.86,-43.37,0.03
133500,-9.9,-4.84,-0.12,0.02,-0.13,0.01,89.2,22.13,2.86,-43.33,0.09
133501,-9.9,-4.84,-0.12,0.02,-0.13,0.01,89.2,22.13,2.86,-43.29,0.17
133502,-9.91,-4.63,-1.04,-0.05,-0.07,0.0,89.2,22.13,2.86,-43.26,0.12
133503,-9.91,-4.63,-1.04,-0.05,-0.07,0.0,89.2,22.13,2.86,-43.23,0.33
133504,-10.16,-4.86,-0.51,-0.03,0.13,0.0,88.84,21.41,2.5,-43.19,0.21
133505,-10.16,-4.86,-0.51,-0.03,0.13,0.0,88.84,21.41,2.5,-43.15,0.09
133506,-10.13,-4.61,0.6,-0.03,0.22,-0.01,88.84,21.41,2.5,-43.12,0.01
133507,-10.13,-4.61,0.6,-0.03,0.22,-0.01,88.84,21.41,2.5,-43.07,-0.55
133508,-9.81,-4.2,0.62,-0.05,0.11,-0.02,88.84,21.41,2.5,-43.05,-0.58
133509,-9.81,-4.2,0.62,-0.05,0.11,-0.02,88.84,21.41,2.5,-43.03,-0.6
133510,-9.98,-4.73,0.38,0.01,0.06,-0.03,88.84,21.41,2.5,-42.98,-0.6
133511,-10.18,-4.67,0.44,0.03,0.06,-0.04,90.1,20.87,4.42,-42.94,-0.59
133512,-10.18,-4.67,0.44,0.03,0.06,-0.04,90.1,20.87,4.42,-42.89,-0.58
133513,-10.26,-4.54,0.39,0.06,-0.03,-0.04,90.1,20.87,4.42,-42.83,-0.47
133514,-10.21,-4.8,-0.15,0.02,0.0,-0.04,90.1,20.87,4.42,-42.78,-0.47
133515,-10.21,-4.8,-0.15,0.02,0.0,-0.04,90.1,20.87,4.42,-42.73,-0.47
133516,-10.1,-4.41,0.12,0.03,0.04,-0.02,90.1,20.87,4.42,-42.7,-0.47
133517,-10.1,-4.41,0.12,0.03,0.04,-0.02,90.1,20.87,4.42,-42.68,-0.47
133518,-10.13,-4.32,0.08,0.02,0.04,0.0,90.1,20.87,4.42,-42.67,-0.48
133519,-10.13,-4.32,0.08,0.02,0.04,0.0,90.1,20.87,4.42,-42.66,-0.64
133520,-10.26,-4.5,0.5,0.04,0.02,0.01,90.46,21.59,4.76,-42.68,-0.62
133521,-10.26,-4.5,0.5,0.04,0.02,0.01,90.46,21.59,4.76,-42.67,-0.58
133522,-9.98,-4.67,0.32,0.01,-0.02,0.0,90.46,21.59,4.76,-42.65,-0.53
133523,-9.98,-4.67,0.32,0.01,-0.02,0.0,90.46,21.59,4.76,-42.62,-0.49
133524,-9.99,-4.55,0.28,0.0,-0.02,0.0,90.46,21.59,4.76,-42.6,-0.45
133525,-10.17,-4.5,0.72,-0.01,0.04,0.0,90.46,21.59,4.76,-42.58,-0.42
133526,-10.09,-4.34,0.53,-0.02,0.0,0.0,90.1,21.23,4.76,-42.58,-0.39
133527,-10.17,-4.48,-0.23,-0.01,-0.01,0.0,90.1,21.23,4.76,-42.56,-0.39
133528,-10.23,-4.51,0.4,-0.01,0.03,-0.01,90.1,21.23,4.76,-42.54,-0.38
133529,-10.23,-4.51,0.4,-0.01,0.03,-0.01,90.1,21.23,4.76,-42.53,-0.37
133530,-10.06,-4.45,0.61,-0.03,0.03,-0.01,90.1,21.23,4.76,-42.51,-0.35
133531,-10.06,-4.45,0.61,-0.03,0.03,-0.01,90.1,21.23,4.76,-42.49,-0.33
133532,-10.03,-4.57,0.38,-0.02,0.0,0.0,90.1,21.23,4.76,-42.47,-0.31
133533,-10.03,-4.57,0.38,-0.02,0.0,0.0,90.1,21.23,4.76,-42.45,-0.32
133534,-10.17,-4.54,0.2,-0.01,0.0,0.0,91.18,21.59,4.07,-42.43,-0.3
133535,-10.17,-4.54,0.2,-0.01,0.0,0.0,91.18,21.59,4.07,-42.42,-0.29
133536,-10.27,-4.37,0.24,0.0,0.0,0.0,91.18,21.59,4.07,-42.41,-0.27
133537,-10.27,-4.37,0.24,0.0,0.0,0.0,91.18,21.59,4.07,-42.41,-0.25
133538,-10.18,-4.4,0.38,-0.01,0.0,0.0,91.18,21.59,4.07,-42.4,-0.22
133539,-10.1,-4.43,0.14,0.0,-0.01,0.0,91.18,21.59,4.07,-42.39,-0.19
133540,-10.11,-4.34,0.16,0.01,0.0,0.0,90.64,20.7,5.28,-42.39,-0.17
133541,-10.11,-4.34,0.16,0.01,0.0,0.0,90.64,20.7,5.28,-42.38,-0.16
133542,-10.11,-4.53,0.35,0.01,0.0,0.0,90.64,20.7,5.28,-42.36,-0.13
133543,-10.11,-4.53,0.35,0.01,0.0,0.0,90.64,20.7,5.28,-42.35,-0.1
133544,-10.08,-4.58,0.13,0.0,0.0,0.0,90.64,20.7,5.28,-42.33,-0.09
133545,-10.08,-4.58,0.13,0.0,0.0,0.0,90.64,20.7,5.28,-42.31,-0.08
133546,-10.08,-4.46,0.22,0.0,0.01,-0.01,90.64,20.7,5.28,-42.3,-0.07
133547,-10.08,-4.46,0.22,0.0,0.01,-0.01,90.64,20.7,5.28,-42.28,-0.06
133548,-12.33,-8.65,0.21,-0.01,0.0,0.01,90.64,20.7,5.28,-42.16,-0.05
133549,-12.33,-8.65,0.21,-0.01,0.0,0.01,90.64,20.7,5.28,-42.05,-0.04
133550,-9.74,-3.91,-0.03,-0.09,-0.05,0.03,90.64,20.7,5.28,-42.07,-0.04
133551,-9.74,-3.91,-0.03,-0.09,-0.05,0.03,90.64,20.7,5.28,-42.23,0.04
133552,-10.02,-4.38,0.27,0.04,0.02,-0.01,88.84,23.56,4.94,-42.22,0.06
133553,-10.02,-4.38,0.27,0.04,0.02,-0.01,88.84,23.56,4.94,-42.21,0.07
133554,-10.16,-4.42,0.03,0.03,-0.01,0.0,88.84,23.56,4.94,-42.2,0.08
133555,-10.16,-4.42,0.03,0.03,-0.01,0.0,88.84,23.56,4.94,-42.2,0.09
133556,-10.16,-4.51,0.1,0.02,0.01,0.0,88.84,23.56,4.94,-42.19,0.1
133557,-10.16,-4.51,0.1,0.02,0.01,0.0,88.84,23.56,4.94,-42.18,0.1
133558,-10.19,-4.46,0.17,0.0,0.02,0.0,88.84,23.56,4.94,-42.17,0.08
133559,-10.13,-4.45,0.02,0.0,0.01,0.01,88.48,23.2,4.94,-42.16,0.08
133560,-10.13,-4.45,0.02,0.0,0.01,0.01,88.48,23.2,4.94,-42.16,0.07
133561,-10.07,-4.5,0.36,0.0,0.02,0.0,88.48,23.2,4.94,-42.14,0.09
133562,-10.07,-4.5,0.36,0.0,0.02,0.0,88.48,23.2,4.94,-42.13,0.1
133563,-10.06,-4.5,0.35,0.0,0.01,0.0,88.48,23.2,4.94,-42.12,0.12
133564,-10.06,-4.5,0.35,0.0,0.01,0.0,88.48,23.2,4.94,-42.11,0.13
133565,-10.09,-4.43,0.19,0.0,0.0,0.0,88.48,23.2,4.94,-42.1,0.14
133566,-10.09,-4.43,0.19,0.0,0.0,0.0,88.48,23.2,4.94,-42.09,0.15
133567,-10.11,-4.41,0.09,0.0,0.0,0.0,88.48,23.2,4.94,-42.08,0.15
133568,-10.11,-4.41,0.09,0.0,0.0,0.0,88.48,23.2,4.94,-42.08,0.16
133569,-10.11,-4.49,0.11,0.0,0.01,0.0,88.48,23.2,4.94,-42.07,0.16
133570,-10.11,-4.49,0.11,0.0,0.01,0.0,88.48,23.2,4.94,-42.06,0.1
133571,-10.18,-4.44,0.28,0.0,0.02,0.0,89.02,21.95,5.46,-42.05,0.04
133572,-10.18,-4.44,0.28,0.0,0.02,0.0,89.02,21.95,5.46,-42.04,0.05
133573,-10.15,-4.49,0.11,0.0,0.01,0.0,89.02,21.95,5.46,-42.04,0.05
133574,-10.15,-4.49,0.11,0.0,0.01,0.0,89.02,21.95,5.46,-42.03,0.05
