time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
91442,-10.1,-4.48,-0.23,0.0,0.0,0.0,86.31,20.34,2.86,-41.68,-1.76
91443,-10.1,-4.48,-0.23,0.0,0.0,0.0,86.31,20.34,2.86,-41.68,-1.76
91444,-10.11,-4.3,-0.19,0.0,0.01,0.0,86.31,20.34,2.86,-41.68,-1.77
91445,-10.11,-4.3,-0.19,0.0,0.01,0.0,86.31,20.34,2.86,-41.68,-1.77
91446,-10.09,-4.4,0.16,0.0,0.01,0.0,86.31,20.34,2.86,-41.68,-1.75
91447,-10.09,-4.4,0.16,0.0,0.01,0.0,86.31,20.34,2.86,-41.68,-1.73
91448,-9.99,-4.59,-0.13,0.01,-0.01,0.0,87.4,22.13,3.9,-41.66,-1.71
91449,-9.99,-4.59,-0.13,0.01,-0.01,0.0,87.4,22.13,3.9,-41.65,-1.69
91450,-10.14,-4.37,-0.48,0.01,0.0,0.0,87.4,22.13,3.9,-41.65,-1.7
91451,-10.14,-4.37,-0.48,0.01,0.0,0.0,87.4,22.13,3.9,-41.65,-1.72
91452,-10.18,-4.26,-0.39,0.0,0.03,0.0,87.4,22.13,3.9,-41.66,-1.74
91453,-10.18,-4.26,-0.39,0.0,0.03,0.0,87.4,22.13,3.9,-41.66,-1.77
91454,-10.19,-4.55,0.18,0.0,0.05,0.0,87.4,22.13,3.9,-41.66,-1.77
91455,-10.19,-4.55,0.18,0.0,0.05,0.0,87.4,22.13,3.9,-41.65,-1.77
91456,-10.1,-4.62,0.15,0.0,0.0,-0.01,87.4,22.13,3.9,-41.63,-1.75
91457,-10.1,-4.62,0.15,0.0,0.0,-0.01,87.4,22.13,3.9,-41.61,-1.72
91458,-10.09,-4.43,-0.34,0.02,-0.03,-0.01,87.4,22.13,3.9,-41.6,-1.7
91459,-10.09,-4.43,-0.34,0.02,-0.03,-0.01,87.4,22.13,3.9,-41.59,-1.68
91460,-10.28,-4.38,-0.22,0.02,0.0,0.0,87.58,21.95,4.42,-41.6,-1.67
91461,-10.28,-4.38,-0.22,0.02,0.0,0.0,87.58,21.95,4.42,-41.6,-1.67
91462,-10.24,-4.54,-0.16,0.01,0.0,0.0,87.58,21.95,4.42,-41.59,-1.66
91463,-10.24,-4.54,-0.16,0.01,0.0,0.0,87.58,21.95,4.42,-41.59,-1.65
91464,-10.09,-4.48,0.07,0.0,0.01,0.0,87.58,21.95,4.42,-41.58,-1.63
91465,-10.09,-4.48,0.07,0.0,0.01,0.0,87.58,21.95,4.42,-41.58,-1.62
91466,-10.09,-4.43,-0.09,0.01,-0.02,0.01,87.58,21.95,4.42,-41.58,-1.59
91467,-10.09,-4.43,-0.09,0.01,-0.02,0.01,87.58,21.95,4.42,-41.58,-1.57
91468,-10.13,-4.41,-0.27,0.02,-0.03,0.01,87.58,21.95,4.42,-41.59,-1.53
91469,-10.13,-4.41,-0.27,0.02,-0.03,0.01,87.58,21.95,4.42,-41.59,-1.51
91470,-10.08,-4.51,-0.25,0.0,-0.01,0.01,87.58,21.95,4.42,-41.59,-1.5
91471,-10.08,-4.51,-0.25,0.0,-0.01,0.01,87.58,21.95,4.42,-41.59,-1.5
91472,-10.02,-4.45,-0.02,0.0,0.0,0.0,85.95,20.7,3.55,-41.59,-1.49
91473,-10.02,-4.45,-0.02,0.0,0.0,0.0,85.95,20.7,3.55,-41.58,-1.47
91474,-10.11,-4.32,0.07,0.0,0.0,0.0,85.95,20.7,3.55,-41.58,-1.45
91475,-10.11,-4.32,0.07,0.0,0.0,0.0,85.95,20.7,3.55,-41.59,-1.43
91476,-12.35,-5.11,-0.41,0.0,-0.02,0.01,85.95,20.7,3.55,-41.6,-1.43
91477,-12.35,-5.11,-0.41,0.0,-0.02,0.01,85.95,20.7,3.55,-41.61,-1.43
