Date,Price
03/10/2019,58.52
03/17/2019,59.04
03/24/2019,60.14
03/31/2019,63.08
04/07/2019,63.89
04/14/2019,64.0
04/21/2019,63.3
04/28/2019,61.94
05/05/2019,61.66
05/12/2019,62.76
05/19/2019,58.63
05/26/2019,53.5
06/02/2019,53.99
06/09/2019,52.51
06/16/2019,57.43
06/23/2019,58.47
06/30/2019,57.51
07/07/2019,60.21
07/14/2019,55.63
07/21/2019,56.2
07/28/2019,55.66
08/04/2019,54.5
08/11/2019,54.87
08/18/2019,54.17
08/25/2019,55.1
09/01/2019,56.52
09/08/2019,54.85
09/15/2019,58.09
09/22/2019,55.91
09/29/2019,52.81
10/06/2019,54.7
10/13/2019,53.78
10/20/2019,56.66
10/27/2019,56.2
11/03/2019,57.24
11/10/2019,57.72
11/17/2019,57.77
11/24/2019,55.17
12/01/2019,59.2
12/08/2019,60.07
12/15/2019,60.44
12/22/2019,61.72
12/29/2019,63.05
01/05/2020,59.04
01/12/2020,58.54
01/19/2020,54.19
01/26/2020,51.56
02/02/2020,50.32
02/09/2020,52.05
02/16/2020,53.38
02/23/2020,44.76
03/01/2020,41.28
03/08/2020,31.73
03/15/2020,22.43
03/22/2020,21.51
03/29/2020,28.34
04/05/2020,22.76
04/12/2020,18.27
04/19/2020,16.94
04/26/2020,19.78
