Date,Price
02/23/2020,44.76
03/01/2020,41.28
03/08/2020,31.73
03/15/2020,22.43
03/22/2020,21.51
03/29/2020,28.34
04/05/2020,22.76
04/12/2020,18.27
04/19/2020,16.94
04/26/2020,19.78
05/03/2020,24.74
05/10/2020,29.43
05/17/2020,33.25
05/24/2020,35.49
05/31/2020,39.55
06/07/2020,36.26
06/14/2020,39.75
06/21/2020,38.49
06/28/2020,40.65
07/05/2020,40.55
07/12/2020,40.59
07/19/2020,41.29
07/26/2020,40.27
08/02/2020,41.22
08/09/2020,42.01
08/16/2020,42.34
08/23/2020,42.97
08/30/2020,39.77
09/06/2020,37.33
09/13/2020,41.11
09/20/2020,40.25
09/27/2020,37.05
10/04/2020,40.6
10/11/2020,40.88
10/18/2020,39.85
10/25/2020,35.79
11/01/2020,37.14
11/08/2020,40.13
11/15/2020,42.15
11/22/2020,45.53
11/29/2020,46.26
12/06/2020,46.57
12/13/2020,49.1
12/20/2020,48.23
12/27/2020,48.52
01/03/2021,52.24
01/10/2021,52.36
01/17/2021,52.27
01/24/2021,52.2
01/31/2021,56.85
02/07/2021,59.47
02/14/2021,59.24
02/21/2021,61.5
02/28/2021,66.09
03/07/2021,65.61
03/14/2021,61.42
03/21/2021,60.97
03/28/2021,61.45
04/04/2021,59.32
04/11/2021,63.13
