x,y,item,store
2017-01-01,47.37199924319013,60,25
2017-01-08,38.06921393586333,60,25
2017-01-15,82.5993793776061,60,25
2017-01-22,71.65705008658833,60,25
2017-01-29,92.13227901799436,60,25
2017-02-05,83.627804505646,60,25
2017-02-12,46.78356219252464,60,25
2017-02-19,95.9809848963795,60,25
2017-02-26,92.17492547616696,60,25
2017-03-05,53.44434578408381,60,25
2017-03-12,82.34732029186156,60,25
2017-03-19,54.98687794349731,60,25
2017-03-26,54.48200879617809,60,25
2017-04-02,45.77683006134449,60,25
2017-04-09,61.66584629158609,60,25
2017-04-16,67.95756554653951,60,25
2017-04-23,64.03121968225665,60,25
2017-04-30,56.75261550373621,60,25
2017-05-07,77.63514742837575,60,25
2017-05-14,58.25558867425691,60,25
2017-05-21,51.68971075875642,60,25
2017-05-28,82.96075667846841,60,25
2017-06-04,60.7367962856443,60,25
2017-06-11,85.37131523036219,60,25
2017-06-18,89.98137218482907,60,25
2017-06-25,68.53653215315995,60,25
2017-07-02,51.6945712922935,60,25
2017-07-09,45.015144279640985,60,25
2017-07-16,59.29387281902584,60,25
2017-07-23,51.67286830495146,60,25
2017-07-30,44.99924709197848,60,25
2017-08-06,73.40321918122855,60,25
2017-08-13,54.2741034477837,60,25
2017-08-20,62.24660368987742,60,25
2017-08-27,62.909895190862095,60,25
2017-09-03,76.82510502403316,60,25
2017-09-10,59.55580246509389,60,25
2017-09-17,110.1839525794584,60,25
2017-09-24,71.73026846238514,60,25
2017-10-01,54.41016040954542,60,25
2017-10-08,49.02428082835378,60,25
2017-10-15,48.17148117860137,60,25
2017-10-22,60.406214994666506,60,25
2017-10-29,103.94441563108202,60,25
2017-11-05,63.35861941510169,60,25
2017-11-12,74.20551990964285,60,25
2017-11-19,92.33440854356972,60,25
2017-11-26,95.2166077978154,60,25
2017-12-03,80.61270775310109,60,25
2017-12-10,61.32059954028418,60,25
2017-12-17,63.1211437475357,60,25
2017-12-24,90.31445456857288,60,25
2017-12-31,88.11767932249892,60,25
2018-01-07,92.5976589642106,60,25
2018-01-14,43.41648145813986,60,25
2018-01-21,67.0443687518052,60,25
2018-01-28,44.27282685688843,60,25
2018-02-04,49.25287632381877,60,25
2018-02-11,49.66361654546873,60,25
2018-02-18,68.43839055042503,60,25
2018-02-25,68.57910753206603,60,25
2018-03-04,71.98109513916496,60,25
2018-03-11,54.05540949694141,60,25
2018-03-18,89.97854427168275,60,25
2018-03-25,75.56393944011828,60,25
2018-04-01,75.08872762796368,60,25
2018-04-08,62.49643040776687,60,25
2018-04-15,52.19765912143735,60,25
2018-04-22,43.38471129611366,60,25
2018-04-29,76.00475591821512,60,25
2018-05-06,50.54867899917018,60,25
2018-05-13,87.218779944116,60,25
2018-05-20,36.57298402262748,60,25
2018-05-27,52.435122546713885,60,25
2018-06-03,54.66352741110032,60,25
2018-06-10,58.113292100098086,60,25
2018-06-17,77.2866274547866,60,25
