Date,Value
2011-10-17,1682.0
2011-10-18,1631.0
2011-10-19,1652.5
2011-10-20,1620.0
2011-10-21,1642.5
2011-10-24,1652.0
2011-10-25,1656.0
2011-10-26,1715.0
2011-10-27,1718.0
2011-10-28,1741.0
2011-10-31,1722.0
2011-11-01,1699.0
2011-11-02,1743.0
2011-11-03,1758.0
2011-11-04,1749.0
2011-11-07,1782.0
2011-11-08,1795.0
2011-11-09,1784.0
2011-11-10,1756.0
2011-11-11,1773.0
2011-11-14,1776.0
2011-11-15,1785.0
2011-11-16,1756.0
2011-11-17,1742.5
2011-11-18,1719.0
2011-11-21,1702.0
2011-11-22,1699.0
2011-11-23,1681.0
2011-11-24,1692.5
2011-11-25,1688.5
2011-11-28,1714.0
2011-11-29,1717.0
2011-11-30,1746.0
2011-12-01,1752.0
2011-12-02,1747.0
2011-12-05,1744.0
2011-12-06,1708.0
2011-12-07,1735.5
2011-12-08,1715.0
2011-12-09,1709.0
2011-12-12,1659.5
2011-12-13,1672.5
2011-12-14,1603.0
2011-12-15,1574.0
2011-12-16,1594.0
2011-12-19,1598.0
2011-12-20,1613.5
2011-12-21,1608.0
2011-12-22,1606.5
2011-12-23,1606.5
2011-12-26,1606.5
2011-12-27,1606.5
2011-12-28,1571.0
2011-12-29,1531.0
2011-12-30,1531.0
2012-01-02,1531.0
2012-01-03,1598.0
2012-01-04,1613.0
2012-01-05,1599.0
2012-01-06,1616.5
2012-01-09,1615.0
2012-01-10,1637.0
2012-01-11,1634.5
2012-01-12,1661.0
2012-01-13,1635.5
2012-01-16,1641.0
2012-01-17,1656.0
2012-01-18,1647.0
2012-01-19,1655.0
2012-01-20,1653.0
2012-01-23,1675.5
2012-01-24,1665.5
2012-01-25,1650.0
2012-01-26,1727.0
2012-01-27,1726.0
2012-01-30,1729.0
2012-01-31,1744.0
2012-02-01,1740.0
2012-02-02,1751.0
2012-02-03,1734.0
2012-02-06,1719.0
2012-02-07,1724.0
2012-02-08,1746.0
2012-02-09,1748.0
2012-02-10,1711.5
2012-02-13,1720.0
2012-02-14,1722.0
2012-02-15,1733.0
2012-02-16,1713.0
2012-02-17,1723.0
2012-02-20,1733.0
2012-02-21,1748.0
2012-02-22,1752.0
2012-02-23,1777.0
2012-02-24,1777.5
2012-02-27,1772.0
2012-02-28,1781.0
2012-02-29,1770.0
2012-03-01,1714.0
2012-03-02,1707.0
2012-03-05,1705.0
2012-03-06,1669.0
2012-03-07,1677.5
2012-03-08,1690.0
2012-03-09,1687.5
2012-03-12,1697.5
2012-03-13,1690.0
2012-03-14,1644.25
2012-03-15,1648.0
2012-03-16,1658.0
2012-03-19,1661.5
2012-03-20,1656.75
2012-03-21,1649.25
2012-03-22,1635.5
2012-03-23,1664.0
2012-03-26,1680.25
2012-03-27,1692.0
2012-03-28,1676.0
2012-03-29,1657.5
2012-03-30,1662.5
2012-04-02,1677.5
2012-04-03,1676.25
2012-04-04,1621.0
2012-04-05,1631.0
2012-04-06,1631.0
2012-04-09,1631.0
2012-04-10,1644.0
2012-04-11,1658.0
2012-04-12,1668.5
2012-04-13,1666.5
2012-04-16,1653.0
2012-04-17,1635.5
2012-04-18,1644.0
2012-04-19,1650.0
2012-04-20,1641.5
2012-04-23,1629.0
2012-04-24,1649.5
2012-04-25,1637.75
2012-04-26,1653.5
2012-04-27,1663.5
2012-04-30,1651.25
2012-05-01,1664.0
2012-05-02,1648.0
2012-05-03,1637.75
2012-05-04,1643.75
2012-05-07,1643.75
2012-05-08,1602.5
2012-05-09,1582.5
2012-05-10,1598.5
2012-05-11,1583.0
2012-05-14,1558.5
2012-05-15,1556.5
2012-05-16,1548.5
2012-05-17,1554.0
2012-05-18,1589.5
2012-05-21,1592.5
2012-05-22,1582.5
2012-05-23,1549.0
2012-05-24,1568.5
2012-05-25,1569.5
2012-05-28,1574.6
2012-05-29,1579.5
2012-05-30,1540.0
2012-05-31,1558.0
2012-06-01,1606.0
2012-06-04,1606.0
2012-06-05,1606.0
2012-06-06,1635.0
2012-06-07,1606.0
2012-06-08,1576.5
2012-06-11,1584.0
2012-06-12,1603.5
2012-06-13,1619.5
2012-06-14,1613.5
2012-06-15,1627.25
2012-06-18,1615.5
2012-06-19,1625.5
2012-06-20,1601.0
2012-06-21,1582.0
2012-06-22,1565.5
2012-06-25,1570.0
2012-06-26,1576.0
2012-06-27,1573.5
2012-06-28,1558.5
2012-06-29,1598.5
2012-07-02,1592.0
2012-07-03,1617.5
2012-07-04,1613.5
2012-07-05,1604.0
2012-07-06,1587.0
2012-07-09,1585.0
2012-07-10,1595.25
2012-07-11,1577.0
2012-07-12,1556.25
2012-07-13,1595.5
2012-07-16,1589.75
2012-07-17,1585.25
2012-07-18,1575.25
2012-07-19,1584.0
2012-07-20,1576.25
2012-07-23,1572.25
2012-07-24,1583.25
2012-07-25,1601.0
2012-07-26,1618.0
2012-07-27,1618.25
2012-07-30,1617.75
2012-07-31,1622.0
2012-08-01,1599.0
2012-08-02,1597.0
2012-08-03,1602.0
2012-08-06,1610.0
2012-08-07,1611.0
2012-08-08,1613.25
2012-08-09,1615.0
2012-08-10,1618.5
2012-08-13,1622.5
2012-08-14,1597.75
2012-08-15,1601.75
2012-08-16,1604.5
2012-08-17,1614.75
2012-08-20,1615.0
2012-08-21,1639.5
2012-08-22,1642.0
2012-08-23,1665.25
2012-08-24,1667.0
2012-08-27,1667.0
2012-08-28,1668.0
2012-08-29,1660.0
2012-08-30,1660.5
2012-08-31,1648.5
2012-09-03,1691.5
2012-09-04,1697.0
2012-09-05,1690.0
2012-09-06,1701.0
2012-09-07,1728.0
2012-09-10,1732.0
2012-09-11,1736.75
2012-09-12,1737.0
2012-09-13,1733.25
2012-09-14,1775.5
2012-09-17,1770.0
2012-09-18,1769.5
2012-09-19,1766.75
2012-09-20,1758.5
2012-09-21,1784.5
2012-09-24,1762.5
2012-09-25,1771.5
2012-09-26,1744.75
2012-09-27,1763.0
2012-09-28,1776.0
2012-10-01,1787.0
2012-10-02,1775.5
2012-10-03,1775.25
2012-10-04,1791.75
2012-10-05,1784.0
2012-10-08,1773.5
2012-10-09,1774.0
2012-10-10,1761.25
2012-10-11,1769.0
2012-10-12,1766.75
2012-10-15,1736.0
2012-10-16,1746.5
2012-10-17,1749.0
2012-10-18,1743.0
2012-10-19,1737.0
2012-10-22,1726.75
2012-10-23,1711.0
2012-10-24,1706.5
2012-10-25,1715.5
2012-10-26,1716.0
2012-10-29,1707.0
2012-10-30,1710.0
2012-10-31,1719.0
2012-11-01,1716.25
2012-11-02,1685.0
2012-11-05,1683.5
2012-11-06,1691.0
2012-11-07,1715.25
2012-11-08,1717.0
2012-11-09,1738.25
2012-11-12,1735.25
2012-11-13,1726.25
2012-11-14,1725.75
2012-11-15,1710.0
2012-11-16,1713.5
2012-11-19,1730.5
2012-11-20,1732.25
2012-11-21,1724.0
2012-11-22,1731.0
2012-11-23,1734.5
2012-11-26,1750.5
2012-11-27,1746.25
2012-11-28,1708.0
2012-11-29,1725.0
2012-11-30,1726.0
2012-12-03,1720.0
2012-12-04,1697.75
2012-12-05,1694.0
2012-12-06,1694.25
2012-12-07,1701.5
