Date,Value
1984-01-11,367.75
1984-01-12,368.5
1984-01-13,373.25
1984-01-16,369.1
1984-01-17,367.75
1984-01-18,368.75
1984-01-19,374.75
1984-01-20,371.25
1984-01-23,371.35
1984-01-24,365.1
1984-01-25,366.5
1984-01-26,367.0
1984-01-27,370.0
1984-01-30,369.85
1984-01-31,373.75
1984-02-01,378.15
1984-02-02,383.25
1984-02-03,383.1
1984-02-06,380.8
1984-02-07,379.75
1984-02-08,386.25
1984-02-09,383.0
1984-02-10,377.65
1984-02-13,376.85
1984-02-14,376.0
1984-02-15,383.0
1984-02-16,383.9
1984-02-17,382.15
1984-02-20,385.25
1984-02-21,389.0
1984-02-22,395.25
1984-02-23,398.25
1984-02-24,395.75
1984-02-27,393.5
1984-02-28,399.25
1984-02-29,394.25
1984-03-01,392.75
1984-03-02,399.0
1984-03-05,405.85
1984-03-06,402.5
1984-03-07,398.75
1984-03-08,397.25
1984-03-09,399.9
1984-03-12,395.75
1984-03-13,397.25
1984-03-14,399.75
1984-03-15,394.5
1984-03-16,392.75
1984-03-19,393.6
1984-03-20,393.85
1984-03-21,392.35
1984-03-22,389.35
1984-03-23,387.9
1984-03-26,387.4
1984-03-27,388.85
1984-03-28,385.75
1984-03-29,390.25
1984-03-30,388.5
1984-04-02,387.2
1984-04-03,380.4
1984-04-04,381.25
1984-04-05,381.2
1984-04-06,380.25
1984-04-09,382.4
1984-04-10,381.35
1984-04-11,384.5
1984-04-12,381.9
1984-04-13,379.25
1984-04-16,380.1
1984-04-17,380.2
1984-04-18,380.52
1984-04-19,384.9
1984-04-20,384.9
1984-04-23,384.9
1984-04-24,383.25
1984-04-25,382.3
1984-04-26,379.9
1984-04-27,379.25
1984-04-30,375.8
1984-05-01,376.5
1984-05-02,377.35
1984-05-03,378.5
1984-05-04,376.7
1984-05-07,376.7
1984-05-08,371.5
1984-05-09,372.6
1984-05-10,371.75
1984-05-11,372.5
1984-05-14,372.55
1984-05-15,373.25
1984-05-16,375.25
1984-05-17,376.5
1984-05-18,375.6
1984-05-21,380.75
1984-05-22,379.5
1984-05-23,378.55
1984-05-24,375.65
1984-05-25,384.2
1984-05-28,384.2
1984-05-29,385.6
1984-05-30,386.4
1984-05-31,384.25
1984-06-01,393.75
1984-06-04,391.0
1984-06-05,393.75
1984-06-06,391.65
1984-06-07,392.2
1984-06-08,386.0
1984-06-11,382.5
1984-06-12,375.0
1984-06-13,374.0
1984-06-14,375.6
1984-06-15,368.0
1984-06-18,367.9
1984-06-19,370.6
1984-06-20,370.0
1984-06-21,370.75
1984-06-22,374.25
1984-06-25,369.25
1984-06-26,369.5
1984-06-27,369.32
1984-06-28,372.9
1984-06-29,373.05
1984-07-02,370.0
1984-07-03,368.35
1984-07-04,369.0
1984-07-05,364.8
1984-07-06,353.25
1984-07-09,338.5
1984-07-10,344.25
1984-07-11,339.25
1984-07-12,341.15
1984-07-13,345.0
1984-07-16,350.1
1984-07-17,347.15
1984-07-18,345.75
1984-07-19,350.2
1984-07-20,342.0
1984-07-23,335.0
1984-07-24,338.5
1984-07-25,341.75
1984-07-26,344.2
1984-07-27,335.25
1984-07-30,338.5
1984-07-31,342.35
1984-08-01,339.0
1984-08-02,344.0
1984-08-03,349.25
1984-08-06,349.25
1984-08-07,342.0
1984-08-08,344.5
1984-08-09,344.25
1984-08-10,346.75
1984-08-13,343.5
1984-08-14,354.0
1984-08-15,350.9
1984-08-16,352.25
1984-08-17,352.0
1984-08-20,349.3
1984-08-21,346.0
1984-08-22,345.0
1984-08-23,351.25
1984-08-24,350.0
1984-08-27,350.0
1984-08-28,349.75
1984-08-29,350.5
1984-08-30,347.25
1984-08-31,348.25
1984-09-03,344.5
1984-09-04,341.2
1984-09-05,338.25
1984-09-06,340.5
1984-09-07,339.75
1984-09-10,338.45
1984-09-11,340.3
1984-09-12,338.5
1984-09-13,336.85
1984-09-14,341.45
1984-09-17,335.25
1984-09-18,336.75
1984-09-19,340.0
1984-09-20,338.75
1984-09-21,343.5
1984-09-24,347.75
1984-09-25,345.0
1984-09-26,346.1
1984-09-27,345.25
1984-09-28,343.75
1984-10-01,345.4
1984-10-02,345.25
1984-10-03,348.5
1984-10-04,346.25
1984-10-05,343.8
1984-10-08,341.6
1984-10-09,341.0
1984-10-10,337.75
1984-10-11,338.1
1984-10-12,338.9
1984-10-15,338.65
1984-10-16,339.5
1984-10-17,340.55
1984-10-18,339.5
1984-10-19,339.5
1984-10-22,338.4
1984-10-23,340.0
1984-10-24,340.0
1984-10-25,338.5
1984-10-26,337.6
1984-10-29,336.25
1984-10-30,335.5
1984-10-31,333.5
1984-11-01,333.8
1984-11-02,343.1
1984-11-05,342.45
1984-11-06,346.1
1984-11-07,347.6
1984-11-08,347.1
1984-11-09,346.8
1984-11-12,345.75
1984-11-13,350.45
1984-11-14,345.8
1984-11-15,343.75
1984-11-16,345.0
1984-11-19,343.4
1984-11-20,342.65
1984-11-21,340.3
1984-11-22,341.95
1984-11-23,341.5
1984-11-26,336.9
1984-11-27,332.9
1984-11-28,329.0
1984-11-29,330.6
1984-11-30,329.0
1984-12-03,329.5
1984-12-04,332.0
1984-12-05,329.9
1984-12-06,330.75
1984-12-07,327.0
1984-12-10,326.25
1984-12-11,326.75
1984-12-12,324.5
1984-12-13,324.25
1984-12-14,322.5
1984-12-17,315.0
1984-12-18,309.0
1984-12-19,309.3
1984-12-20,307.5
1984-12-21,311.0
1984-12-24,311.0
1984-12-25,311.0
1984-12-26,311.0
1984-12-27,311.0
1984-12-28,309.2
1984-12-31,308.3
1985-01-01,308.3
1985-01-02,305.5
1985-01-03,302.3
1985-01-04,303.15
1985-01-07,298.25
1985-01-08,302.0
1985-01-09,300.5
1985-01-10,303.8
1985-01-11,304.25
1985-01-14,299.0
1985-01-15,301.8
1985-01-16,302.7
1985-01-17,305.5
1985-01-18,308.0
1985-01-21,307.25
1985-01-22,306.9
1985-01-23,300.25
1985-01-24,300.85
1985-01-25,298.85
1985-01-28,297.75
1985-01-29,303.25
1985-01-30,302.9
1985-01-31,306.65
1985-02-01,303.6
1985-02-04,301.25
1985-02-05,302.05
1985-02-06,302.85
1985-02-07,301.65
1985-02-08,299.8
1985-02-11,300.15
1985-02-12,302.5
1985-02-13,303.2
1985-02-14,304.15
1985-02-15,304.0
1985-02-18,304.5
1985-02-19,302.6
1985-02-20,302.9
1985-02-21,299.85
1985-02-22,298.4
1985-02-25,284.25
1985-02-26,285.75
1985-02-27,290.8
1985-02-28,287.75
1985-03-01,287.25
1985-03-04,288.65
1985-03-05,287.9
