time,value
890715,0.0
890716,0.0
890717,0.0
890718,0.0
890719,0.0
890720,0.0
890721,0.0
890722,0.0
890723,0.0
890724,0.0
890725,0.0
890726,0.0
890727,0.0
890728,1.0
890729,0.0
890730,0.0
890731,1.0
890732,0.0
890733,0.0
890734,0.0
890735,0.0
890736,0.0
890737,0.0
890738,0.0
890739,0.0
890740,0.0
890741,1.0
890742,1.0
890743,0.0
890744,0.0
890745,1.0
890746,0.0
890747,1.0
890748,0.0
890749,0.0
890750,0.0
890751,0.0
890752,0.0
890753,1.0
890754,0.0
890755,0.0
890756,0.0
890757,0.0
890758,0.0
890759,0.0
890760,0.0
890761,0.0
890762,1.0
890763,0.0
890764,0.0
890765,1.0
890766,0.0
890767,0.0
890768,0.0
890769,0.0
890770,0.0
890771,0.0
890772,0.0
890773,0.0
890774,0.0
890775,0.0
890776,0.0
890777,0.0
890778,0.0
890779,0.0
890780,0.0
890781,0.0
890782,0.0
890783,0.0
890784,0.0
890785,0.0
890786,0.0
890787,0.0
890788,0.0
890789,0.0
890790,1.0
890791,0.0
890792,0.0
890793,0.0
890794,0.0
890795,0.0
890796,0.0
890797,0.0
890798,0.0
890799,0.0
890800,0.0
890801,0.0
890802,0.0
890803,0.0
890804,0.0
890805,1.0
890806,0.0
890807,0.0
890808,1.0
890809,0.0
890810,0.0
890811,0.0
890812,0.0
890813,0.0
890814,1.0
890815,0.0
890816,0.0
890817,0.0
890818,0.0
890819,1.0
890820,0.0
890821,1.0
890822,0.0
890823,0.0
890824,0.0
890825,0.0
890826,0.0
890827,0.0
890828,0.0
890829,0.0
890830,0.0
890831,0.0
890832,1.0
890833,0.0
890834,2.0
890835,0.0
890836,2.0
890837,0.0
890838,0.0
890839,1.0
890840,0.0
890841,0.0
890842,0.0
890843,0.0
890844,0.0
890845,0.0
890846,0.0
890847,0.0
890848,0.0
890849,0.0
890850,0.0
890851,0.0
890852,0.0
890853,0.0
890854,0.0
890855,0.0
890856,0.0
890857,0.0
890858,0.0
890859,0.0
890860,2.0
890861,1.0
890862,0.0
890863,0.0
890864,0.0
890865,0.0
890866,2.0
890867,0.0
890868,0.0
890869,1.0
890870,0.0
890871,0.0
890872,0.0
890873,0.0
890874,0.0
890875,0.0
890876,0.0
890877,0.0
890878,0.0
890879,0.0
890880,0.0
890881,0.0
890882,0.0
890883,0.0
890884,0.0
890885,2.0
890886,0.0
890887,1.0
890888,0.0
890889,0.0
890890,0.0
890891,0.0
890892,0.0
890893,0.0
890894,0.0
890895,0.0
890896,0.0
890897,0.0
890898,0.0
890899,1.0
890900,0.0
890901,0.0
890902,0.0
890903,0.0
890904,0.0
890905,0.0
890906,0.0
890907,0.0
890908,0.0
890909,0.0
890910,0.0
890911,0.0
890912,0.0
890913,0.0
890914,0.0
890915,1.0
890916,0.0
890917,0.0
890918,0.0
890919,0.0
890920,1.0
890921,0.0
890922,0.0
890923,0.0
890924,0.0
890925,0.0
890926,0.0
890927,0.0
890928,0.0
890929,0.0
890930,0.0
890931,1.0
890932,0.0
890933,0.0
890934,0.0
890935,0.0
890936,0.0
890937,0.0
890938,0.0
890939,0.0
890940,1.0
890941,0.0
890942,0.0
890943,0.0
890944,0.0
890945,0.0
890946,0.0
890947,0.0
890948,0.0
890949,1.0
890950,0.0
890951,0.0
890952,0.0
890953,0.0
890954,0.0
890955,0.0
890956,0.0
890957,1.0
890958,0.0
890959,0.0
890960,0.0
890961,0.0
890962,0.0
890963,0.0
890964,0.0
890965,0.0
890966,0.0
890967,0.0
890968,0.0
890969,0.0
890970,0.0
890971,0.0
890972,0.0
890973,0.0
890974,0.0
890975,0.0
890976,1.0
890977,0.0
890978,0.0
890979,0.0
890980,0.0
890981,1.0
890982,0.0
890983,0.0
890984,0.0
890985,0.0
890986,0.0
890987,0.0
890988,0.0
890989,0.0
890990,0.0
890991,0.0
890992,0.0
890993,0.0
890994,0.0
890995,0.0
890996,2.0
890997,0.0
890998,1.0
890999,0.0
891000,0.0
891001,0.0
891002,0.0
891003,0.0
891004,0.0
891005,1.0
891006,0.0
891007,0.0
891008,0.0
891009,0.0
891010,1.0
891011,0.0
891012,0.0
891013,0.0
891014,0.0
891015,0.0
891016,0.0
891017,0.0
891018,0.0
891019,0.0
891020,0.0
891021,0.0
891022,0.0
891023,0.0
891024,1.0
891025,0.0
891026,0.0
891027,0.0
891028,0.0
891029,0.0
891030,0.0
891031,0.0
891032,2.0
891033,0.0
891034,1.0
891035,0.0
891036,0.0
891037,0.0
891038,1.0
891039,0.0
891040,0.0
891041,1.0
891042,1.0
891043,0.0
891044,0.0
891045,0.0
891046,0.0
891047,0.0
891048,1.0
891049,0.0
891050,0.0
891051,1.0
891052,0.0
891053,0.0
891054,0.0
891055,0.0
891056,0.0
891057,0.0
891058,0.0
891059,0.0
891060,0.0
891061,4.0
891062,0.0
891063,1.0
891064,0.0
891065,0.0
891066,0.0
891067,0.0
891068,0.0
891069,0.0
891070,0.0
891071,0.0
891072,0.0
891073,1.0
891074,1.0
891075,0.0
891076,0.0
891077,0.0
891078,0.0
891079,0.0
891080,1.0
891081,0.0
891082,0.0
891083,0.0
891084,1.0
891085,0.0
891086,0.0
891087,0.0
891088,0.0
891089,0.0
891090,0.0
891091,0.0
891092,1.0
891093,0.0
891094,0.0
891095,0.0
891096,0.0
891097,0.0
891098,0.0
891099,0.0
891100,0.0
891101,0.0
891102,0.0
891103,0.0
891104,0.0
891105,0.0
891106,0.0
891107,0.0
891108,0.0
891109,0.0
891110,1.0
891111,0.0
891112,0.0
891113,0.0
891114,0.0
891115,0.0
891116,0.0
891117,1.0
891118,0.0
891119,0.0
891120,0.0
891121,0.0
891122,0.0
891123,0.0
891124,0.0
891125,0.0
891126,1.0
891127,0.0
891128,0.0
891129,0.0
891130,0.0
891131,0.0
891132,1.0
891133,0.0
891134,0.0
891135,0.0
891136,0.0
891137,0.0
891138,0.0
891139,0.0
891140,1.0
891141,0.0
891142,1.0
891143,1.0
891144,0.0
891145,1.0
891146,0.0
891147,0.0
891148,0.0
891149,0.0
891150,0.0
891151,0.0
891152,2.0
891153,0.0
891154,0.0
891155,0.0
891156,0.0
891157,0.0
891158,0.0
891159,0.0
891160,0.0
891161,0.0
891162,0.0
891163,1.0
891164,0.0
891165,0.0
891166,0.0
891167,0.0
891168,0.0
891169,0.0
891170,0.0
891171,0.0
891172,0.0
891173,0.0
891174,0.0
891175,0.0
891176,0.0
891177,0.0
891178,0.0
891179,0.0
891180,0.0
891181,0.0
891182,0.0
891183,0.0
891184,0.0
891185,0.0
891186,0.0
891187,0.0
891188,0.0
891189,0.0
891190,0.0
891191,2.0
891192,0.0
891193,2.0
891194,0.0
891195,1.0
891196,0.0
891197,0.0
891198,0.0
891199,0.0
891200,0.0
891201,0.0
891202,0.0
891203,1.0
891204,1.0
891205,0.0
891206,0.0
891207,1.0
891208,0.0
891209,0.0
891210,0.0
891211,0.0
891212,1.0
891213,0.0
891214,0.0
