time,value
811800,0.0
811801,0.0
811802,0.0
811803,0.0
811804,0.0
811805,0.0
811806,0.0
811807,0.0
811808,0.0
811809,0.0
811810,0.0
811811,0.0
811812,0.0
811813,0.0
811814,0.0
811815,0.0
811816,0.0
811817,0.0
811818,0.0
811819,0.0
811820,0.0
811821,0.0
811822,0.0
811823,1.0
811824,0.0
811825,0.0
811826,0.0
811827,0.0
811828,0.0
811829,0.0
811830,0.0
811831,3.0
811832,0.0
811833,0.0
811834,0.0
811835,0.0
811836,0.0
811837,0.0
811838,0.0
811839,0.0
811840,1.0
811841,0.0
811842,0.0
811843,1.0
811844,0.0
811845,0.0
811846,0.0
811847,0.0
811848,0.0
811849,0.0
811850,0.0
811851,0.0
811852,1.0
811853,0.0
811854,0.0
811855,0.0
811856,0.0
811857,0.0
811858,1.0
811859,0.0
811860,0.0
811861,0.0
811862,0.0
811863,1.0
811864,2.0
811865,0.0
811866,0.0
811867,0.0
811868,0.0
811869,0.0
811870,0.0
811871,0.0
811872,0.0
811873,0.0
811874,2.0
811875,0.0
811876,0.0
811877,0.0
811878,0.0
811879,0.0
811880,0.0
811881,0.0
811882,0.0
811883,0.0
811884,0.0
811885,0.0
811886,1.0
811887,0.0
811888,0.0
811889,0.0
811890,0.0
811891,0.0
811892,0.0
811893,0.0
811894,0.0
811895,0.0
811896,0.0
811897,0.0
811898,0.0
811899,1.0
811900,0.0
811901,0.0
811902,0.0
811903,0.0
811904,0.0
811905,0.0
811906,1.0
811907,0.0
811908,0.0
811909,0.0
811910,0.0
811911,0.0
811912,0.0
811913,1.0
811914,0.0
811915,0.0
811916,0.0
811917,0.0
811918,0.0
811919,0.0
811920,0.0
811921,0.0
811922,0.0
811923,0.0
811924,1.0
811925,0.0
811926,0.0
811927,0.0
811928,0.0
811929,0.0
811930,0.0
811931,0.0
811932,0.0
811933,0.0
811934,0.0
811935,0.0
811936,0.0
811937,0.0
811938,0.0
811939,0.0
811940,0.0
811941,0.0
811942,0.0
811943,0.0
811944,0.0
811945,0.0
811946,0.0
811947,0.0
811948,0.0
811949,0.0
811950,0.0
811951,0.0
811952,2.0
811953,2.0
811954,0.0
811955,1.0
811956,0.0
811957,0.0
811958,0.0
811959,0.0
811960,0.0
811961,1.0
811962,0.0
811963,0.0
811964,1.0
811965,0.0
811966,0.0
811967,0.0
811968,0.0
811969,0.0
811970,0.0
811971,0.0
811972,1.0
811973,0.0
811974,0.0
811975,0.0
811976,0.0
811977,0.0
811978,0.0
811979,0.0
811980,0.0
811981,0.0
811982,0.0
811983,0.0
811984,0.0
811985,0.0
811986,0.0
811987,0.0
811988,0.0
811989,0.0
811990,0.0
811991,0.0
811992,0.0
811993,0.0
811994,0.0
811995,0.0
811996,0.0
811997,0.0
811998,0.0
811999,0.0
812000,1.0
812001,0.0
812002,0.0
812003,0.0
812004,0.0
812005,1.0
812006,0.0
812007,0.0
812008,0.0
812009,0.0
812010,0.0
812011,1.0
812012,0.0
812013,0.0
812014,1.0
812015,0.0
812016,0.0
812017,1.0
812018,0.0
812019,0.0
812020,0.0
812021,0.0
812022,0.0
812023,0.0
812024,0.0
812025,0.0
812026,0.0
812027,0.0
812028,0.0
812029,0.0
812030,0.0
812031,0.0
812032,0.0
812033,0.0
812034,0.0
812035,1.0
812036,0.0
812037,0.0
812038,1.0
812039,0.0
812040,0.0
812041,0.0
812042,0.0
812043,0.0
812044,0.0
812045,0.0
812046,0.0
812047,0.0
812048,0.0
812049,1.0
812050,0.0
812051,1.0
812052,0.0
812053,0.0
812054,2.0
812055,0.0
812056,0.0
812057,0.0
812058,0.0
812059,1.0
812060,0.0
812061,0.0
812062,0.0
812063,0.0
812064,0.0
812065,0.0
812066,0.0
812067,0.0
812068,3.0
812069,0.0
812070,1.0
812071,1.0
812072,0.0
812073,2.0
812074,0.0
812075,0.0
812076,0.0
812077,0.0
812078,0.0
812079,0.0
812080,1.0
812081,0.0
812082,0.0
812083,0.0
812084,0.0
812085,0.0
812086,0.0
812087,0.0
812088,0.0
812089,0.0
812090,0.0
812091,0.0
812092,0.0
812093,0.0
812094,0.0
812095,1.0
812096,0.0
812097,0.0
812098,0.0
812099,0.0
812100,0.0
812101,0.0
812102,0.0
812103,1.0
812104,0.0
812105,0.0
812106,0.0
812107,0.0
812108,0.0
812109,0.0
812110,0.0
812111,0.0
812112,0.0
812113,0.0
812114,0.0
812115,1.0
812116,0.0
812117,0.0
812118,0.0
812119,0.0
812120,0.0
812121,1.0
812122,0.0
812123,0.0
812124,0.0
812125,0.0
812126,0.0
812127,0.0
812128,0.0
812129,0.0
812130,0.0
812131,0.0
812132,0.0
812133,0.0
812134,0.0
812135,0.0
812136,0.0
812137,0.0
812138,0.0
812139,1.0
812140,0.0
812141,0.0
812142,1.0
812143,0.0
812144,0.0
812145,0.0
812146,0.0
812147,0.0
812148,0.0
812149,1.0
812150,0.0
812151,0.0
812152,0.0
812153,1.0
812154,1.0
812155,1.0
812156,0.0
812157,0.0
812158,0.0
812159,0.0
812160,0.0
812161,0.0
812162,0.0
812163,0.0
812164,0.0
812165,0.0
812166,0.0
812167,0.0
812168,0.0
812169,0.0
812170,0.0
812171,1.0
812172,0.0
812173,0.0
812174,0.0
812175,0.0
812176,0.0
812177,0.0
812178,0.0
812179,0.0
812180,0.0
812181,0.0
812182,0.0
812183,0.0
812184,0.0
812185,0.0
812186,0.0
812187,0.0
812188,0.0
812189,0.0
812190,0.0
812191,1.0
812192,0.0
812193,0.0
812194,1.0
812195,0.0
812196,0.0
812197,0.0
812198,0.0
812199,0.0
812200,0.0
812201,0.0
812202,0.0
812203,0.0
812204,0.0
812205,1.0
812206,2.0
812207,0.0
812208,0.0
812209,0.0
812210,0.0
812211,0.0
812212,0.0
812213,0.0
812214,0.0
812215,0.0
812216,0.0
812217,0.0
812218,0.0
812219,0.0
812220,0.0
812221,0.0
812222,0.0
812223,0.0
812224,2.0
812225,0.0
812226,0.0
812227,0.0
812228,0.0
812229,0.0
812230,0.0
812231,0.0
812232,0.0
812233,0.0
812234,0.0
812235,0.0
812236,0.0
