Date,Open,High,Low,Close,Adj Close,Volume
1999-01-19,75.25,75.25,68.125,69.90625,69.90625,11405400
1999-01-20,67.53125,68.5,54.875,56.5,56.5,30535200
1999-01-21,52.25,55.1875,46.28125,53.0,53.0,47048200
1999-01-22,49.75,62.9375,49.375,61.5,61.5,43765800
1999-01-25,60.75,61.6875,55.0,56.1875,56.1875,27323800
1999-01-26,56.3125,60.625,55.3125,57.546875,57.546875,24534800
1999-01-27,67.0625,69.875,60.0,62.8125,62.8125,35022600
1999-01-28,63.21875,64.375,60.125,61.4375,61.4375,23750600
1999-01-29,60.8125,60.8125,57.5,58.46875,58.46875,16396000
1999-02-01,58.875,61.15625,57.5,57.9375,57.9375,12781000
1999-02-02,58.1875,58.21875,54.25,55.125,55.125,13048600
1999-02-03,54.5,63.0,54.25,62.875,62.875,18791000
1999-02-04,62.625,63.375,58.125,59.0,59.0,11649600
1999-02-05,58.5,61.4375,56.15625,57.9375,57.9375,8566000
1999-02-08,57.1875,57.5625,52.875,54.5625,54.5625,12598200
1999-02-09,53.96875,54.0,49.96875,50.0,50.0,12826000
1999-02-10,49.125,51.6875,47.5,48.71875,48.71875,13205000
1999-02-11,50.25,55.09375,49.75,54.9375,54.9375,13793000
1999-02-12,54.0,54.9375,51.8125,52.25,52.25,7765400
1999-02-16,53.4375,54.25,48.5,49.3125,49.3125,7779800
1999-02-17,49.21875,51.03125,46.25,46.75,46.75,9668600
1999-02-18,48.25,48.25,42.125,44.75,44.75,21562600
1999-02-19,47.1875,51.25,45.5,50.9375,50.9375,26918200
1999-02-22,50.875,54.8125,49.0,53.25,53.25,19212200
1999-02-23,55.0625,58.5,54.75,57.59375,57.59375,21139200
1999-02-24,58.8125,61.09375,55.125,55.46875,55.46875,24786400
1999-02-25,58.3125,62.8125,57.3125,62.5,62.5,36689800
1999-02-26,63.375,65.0,60.5,64.0625,64.0625,25365400
1999-03-01,63.5,68.03125,62.0,66.5,66.5,19369000
1999-03-02,67.21875,67.875,60.53125,60.65625,60.65625,16603200
1999-03-03,61.875,63.75,60.125,61.75,61.75,15528800
1999-03-04,62.75,63.5,57.9375,60.0625,60.0625,17887400
1999-03-05,61.96875,62.25,59.1875,60.75,60.75,12176200
1999-03-08,60.71875,63.21875,59.625,61.09375,61.09375,10462600
1999-03-09,62.5625,66.625,61.71875,64.96875,64.96875,16292000
1999-03-10,68.375,69.46875,67.0,68.5625,68.5625,14117600
1999-03-11,69.875,71.375,65.5,67.4375,67.4375,16252200
1999-03-12,67.0,67.6875,64.3125,66.65625,66.65625,9332600
1999-03-15,66.5,69.5,65.5,69.46875,69.46875,7020800
1999-03-16,69.5,70.1875,66.375,66.90625,66.90625,7534400
1999-03-17,65.65625,66.75,64.125,65.5,65.5,7867400
1999-03-18,66.4375,70.0,66.1875,69.21875,69.21875,12300200
1999-03-19,70.9375,71.53125,67.5,67.53125,67.53125,10725200
1999-03-22,66.59375,68.25,65.25,66.0,66.0,6598400
1999-03-23,64.3125,64.9375,59.0,59.6875,59.6875,11216800
1999-03-24,58.59375,62.0,57.0,61.84375,61.84375,11543800
1999-03-25,64.46875,70.0,64.09375,69.9375,69.9375,16099800
1999-03-26,70.0,73.875,68.6875,69.53125,69.53125,24922000
1999-03-29,75.0,75.75,74.0,74.8125,74.8125,18888000
1999-03-30,76.0,84.75,75.765625,82.34375,82.34375,26177400
1999-03-31,85.625,89.0,82.5625,86.09375,86.09375,22094200
1999-04-01,89.6875,90.0625,83.75,85.5,85.5,11573200
1999-04-05,86.3125,93.75,85.875,93.25,93.25,15916800
1999-04-06,92.25,97.875,89.75,91.4375,91.4375,14531800
1999-04-07,93.3125,93.65625,85.625,87.90625,87.90625,13166600
1999-04-08,87.40625,92.0625,83.0,89.5,89.5,11487800
1999-04-09,89.0625,93.0,87.875,91.4375,91.4375,6839000
1999-04-12,88.0625,94.125,88.0,92.21875,92.21875,8569200
1999-04-13,93.375,96.0,89.125,89.1875,89.1875,8038800
1999-04-14,91.0,92.25,83.3125,84.0,84.0,9952800
1999-04-15,82.9375,85.25,75.5,83.625,83.625,16498400
1999-04-16,91.9375,95.75,90.34375,95.0,95.0,31660200
1999-04-19,94.5,94.5,77.5,79.46875,79.46875,28369800
1999-04-20,78.65625,87.15625,76.75,86.0,86.0,20005000
1999-04-21,86.1875,91.0,84.5,89.625,89.625,11082000
1999-04-22,92.15625,95.5,88.96875,95.03125,95.03125,12538200
1999-04-23,96.4375,108.25,95.875,105.0625,105.0625,31716800
1999-04-26,104.5,107.9375,102.0,103.59375,103.59375,13985000
1999-04-27,108.5,110.625,101.0,102.9375,102.9375,17895400
1999-04-28,100.0,101.0,91.1875,96.75,96.75,19473800
1999-04-29,86.21875,90.875,82.5,84.125,84.125,42208400
1999-04-30,88.5,90.0,82.5,86.03125,86.03125,17776400
1999-05-03,83.4375,83.53125,75.0625,75.46875,75.46875,26186400
1999-05-04,76.3125,80.25,70.25,71.5,71.5,21696400
1999-05-05,71.9375,74.125,66.9375,73.25,73.25,27709800
1999-05-06,74.0,75.5,67.875,68.6875,68.6875,18284400
1999-05-07,70.375,72.0,65.5,68.1875,68.1875,16654000
1999-05-10,68.3125,73.5,67.0,73.4375,73.4375,14241200
1999-05-11,75.34375,76.9375,72.0,74.1875,74.1875,13941400
1999-05-12,74.03125,74.3125,70.75,71.46875,71.46875,7327400
1999-05-13,72.1875,73.9375,68.0,68.0,68.0,11499000
1999-05-14,66.5625,67.375,64.90625,66.1875,66.1875,11266800
1999-05-17,65.0,69.0,60.75,68.8125,68.8125,20858200
1999-05-18,68.21875,68.75,65.46875,66.3125,66.3125,12407800
1999-05-19,66.96875,69.8125,66.75,69.78125,69.78125,12619200
1999-05-20,68.375,69.0,65.25,65.40625,65.40625,6894000
1999-05-21,65.375,66.0,62.875,64.28125,64.28125,8005600
1999-05-24,64.3125,64.6875,58.0,58.75,58.75,14253800
1999-05-25,58.625,60.5625,55.6875,55.78125,55.78125,15510200
1999-05-26,56.59375,60.9375,52.25,60.46875,60.46875,21158600
1999-05-27,59.8125,60.28125,57.0,57.28125,57.28125,13573400
1999-05-28,57.8125,60.1875,56.0,59.375,59.375,9680200
1999-06-01,55.75,56.75,52.4921875,52.90625,52.90625,20076400
1999-06-02,52.375,57.5,48.5625,56.0625,56.0625,36906400
1999-06-03,56.96875,57.25,52.25,52.53125,52.53125,17311600
1999-06-04,52.8125,55.0,50.8125,54.21875,54.21875,19491800
1999-06-07,54.28125,59.9375,54.0,58.6875,58.6875,16901400
1999-06-08,60.0,60.6875,55.1875,55.78125,55.78125,13844400
1999-06-09,56.96875,57.25,54.875,57.0,57.0,8904200
1999-06-10,55.9375,59.0625,55.0625,57.96875,57.96875,12710600
