x,y,item,store
2020-05-24,75.83072602930599,13,17
2020-05-31,83.01914859933925,13,17
2020-06-07,81.20367651213762,13,17
2020-06-14,78.37202951042083,13,17
2020-06-21,81.44622243143847,13,17
2020-06-28,74.86465803312784,13,17
2016-04-17,69.07049066709868,13,18
2016-04-24,24.974516599006947,13,18
2016-05-01,132.66955566778984,13,18
2016-05-08,67.46729670159411,13,18
2016-05-15,25.424553015986515,13,18
2016-05-22,15.289640820553494,13,18
2016-05-29,60.00828445858036,13,18
2016-06-05,0.0,13,18
2016-06-12,61.33730541981308,13,18
2016-06-19,89.64032786013954,13,18
2016-06-26,64.16969035192497,13,18
2016-07-03,56.863631912850906,13,18
2016-07-10,30.837261892132684,13,18
2016-07-17,55.56943604866873,13,18
2016-07-24,115.42260754870624,13,18
2016-07-31,47.20954670170456,13,18
2016-08-07,12.9028829364924,13,18
2016-08-14,43.49089469345381,13,18
2016-08-21,31.61890805562623,13,18
2016-08-28,0.0,13,18
2016-09-04,36.56838243050393,13,18
2016-09-11,16.721750967931623,13,18
2016-09-18,44.88225024116126,13,18
2016-09-25,11.83670005581438,13,18
2016-10-02,66.45658749815294,13,18
2016-10-09,39.991994388819,13,18
2016-10-16,52.23667824119356,13,18
2016-10-23,82.06703147848646,13,18
2016-10-30,49.592300844757645,13,18
2016-11-06,61.42382968348868,13,18
2016-11-13,38.021078208633085,13,18
2016-11-20,64.48336916907812,13,18
2016-11-27,20.81366860361362,13,18
2016-12-04,47.71437701307414,13,18
2016-12-11,61.50001442273454,13,18
2016-12-18,55.38528540004626,13,18
2016-12-25,51.01693105563184,13,18
2017-01-01,44.05130782229112,13,18
2017-01-08,60.958730116049736,13,18
2017-01-15,47.496637084334,13,18
2017-01-22,44.09908382817,13,18
2017-01-29,59.75518332061969,13,18
2017-02-05,22.689568394028377,13,18
2017-02-12,104.11474616061524,13,18
2017-02-19,34.93606967927737,13,18
2017-02-26,41.34593152517566,13,18
2017-03-05,52.5985591856462,13,18
2017-03-12,64.64141883854768,13,18
2017-03-19,30.756605587488203,13,18
2017-03-26,133.26134790972102,13,18
2017-04-02,38.69151954133919,13,18
2017-04-09,19.9012468803974,13,18
2017-04-16,115.72568934253547,13,18
2017-04-23,18.45230518658626,13,18
2017-04-30,101.81026308723726,13,18
2017-05-07,61.90523162240888,13,18
2017-05-14,28.57766392206895,13,18
2017-05-21,57.1097828457497,13,18
2017-05-28,161.56033300527096,13,18
2017-06-04,48.87141411292583,13,18
2017-06-11,32.767626948361254,13,18
2017-06-18,39.07774563473204,13,18
2017-06-25,31.17542995381985,13,18
2017-07-02,90.62699053380112,13,18
2017-07-09,14.177430208002988,13,18
2017-07-16,69.69024364792692,13,18
2017-07-23,36.82916944483888,13,18
2017-07-30,56.53351414486431,13,18
2017-08-06,5.442549252681438,13,18
2017-08-13,24.194185998789443,13,18
2017-08-20,79.21792783476538,13,18
2017-08-27,9.55196728589554,13,18
2017-09-03,27.120677145439966,13,18
2017-09-10,73.91251274391783,13,18
2017-09-17,14.625152245977336,13,18
2017-09-24,13.727157846986673,13,18
2017-10-01,53.970418149760185,13,18
2017-10-08,41.13908479849266,13,18
2017-10-15,53.4486159585154,13,18
2017-10-22,29.64592269864781,13,18
2017-10-29,61.41232382828446,13,18
2017-11-05,112.24015945587244,13,18
2017-11-12,69.06750783099855,13,18
2017-11-19,55.798370845647895,13,18
2017-11-26,82.83749030055236,13,18
2017-12-03,77.10261156627186,13,18
2017-12-10,51.5337035210307,13,18
2017-12-17,31.28162353977833,13,18
2017-12-24,24.80455187661533,13,18
2017-12-31,61.5950513990991,13,18
2018-01-07,78.11005378829974,13,18
2018-01-14,71.94674291819587,13,18
2018-01-21,31.411026026806358,13,18
2018-01-28,30.343150104006455,13,18
2018-02-04,60.16549171403304,13,18
2018-02-11,49.63208290553942,13,18
2018-02-18,13.915978027712828,13,18
2018-02-25,9.16870407347275,13,18
2018-03-04,47.52488775645173,13,18
2018-03-11,63.0882301609572,13,18
2018-03-18,14.248559609280848,13,18
2018-03-25,87.29047617410998,13,18
2018-04-01,38.85546783323439,13,18
2018-04-08,32.059552871497274,13,18
2018-04-15,93.03682642839328,13,18
2018-04-22,23.02671371898545,13,18
2018-04-29,45.90016594993756,13,18
2018-05-06,112.4319189251114,13,18
2018-05-13,19.03317090585167,13,18
2018-05-20,23.62690261692161,13,18
2018-05-27,62.51503048561746,13,18
2018-06-03,54.6289563161877,13,18
2018-06-10,48.82118076818324,13,18
2018-06-17,12.967254251822723,13,18
2018-06-24,57.729772179645664,13,18
2018-07-01,52.35454630162052,13,18
2018-07-08,33.844413138934954,13,18
2018-07-15,89.33275467727432,13,18
2018-07-22,65.73958941722853,13,18
2018-07-29,64.95048664600755,13,18
2018-08-05,41.5438705657201,13,18
2018-08-12,84.1731935325801,13,18
2018-08-19,23.96558952215189,13,18
2018-08-26,47.64260574696843,13,18
2018-09-02,14.001413655467797,13,18
2018-09-09,49.84918924894789,13,18
2018-09-16,55.04545100844237,13,18
2018-09-23,38.297501343636526,13,18
2018-09-30,29.214283111388404,13,18
2018-10-07,61.12805087940686,13,18
2018-10-14,90.18444476590597,13,18
2018-10-21,38.48177102446817,13,18
2018-10-28,74.39881323942268,13,18
2018-11-04,125.7351202482484,13,18
2018-11-11,45.006091112253685,13,18
2018-11-18,51.44775519102232,13,18
2018-11-25,55.19134712861718,13,18
2018-12-02,99.4625718663512,13,18
2018-12-09,75.2999431319978,13,18
2018-12-16,37.4675464412365,13,18
2018-12-23,115.85605067782312,13,18
2018-12-30,89.67960030025425,13,18
2019-01-06,40.92010797482527,13,18
2019-01-13,24.209378175708057,13,18
2019-01-20,49.04549619205575,13,18
2019-01-27,42.7526640996944,13,18
2019-02-03,61.48304212220226,13,18
2019-02-10,67.56136021859737,13,18
2019-02-17,54.13501349808372,13,18
2019-02-24,115.82486886031305,13,18
2019-03-03,29.972177457418294,13,18
2019-03-10,45.96644435127752,13,18
2019-03-17,74.92690348742802,13,18
2019-03-24,62.23866400636351,13,18
