Date,Value
1979-08-23,310.05
1979-08-24,314.75
1979-08-27,314.75
1979-08-28,316.75
1979-08-29,315.2
1979-08-30,319.15
1979-08-31,315.1
1979-09-03,322.9
1979-09-04,325.0
1979-09-05,329.0
1979-09-06,335.5
1979-09-07,329.15
1979-09-10,336.3
1979-09-11,339.5
1979-09-12,337.1
1979-09-13,332.95
1979-09-14,345.8
1979-09-17,351.75
1979-09-18,375.75
1979-09-19,369.0
1979-09-20,380.0
1979-09-21,369.0
1979-09-24,380.4
1979-09-25,376.7
1979-09-26,373.75
1979-09-27,395.5
1979-09-28,397.25
1979-10-01,414.75
1979-10-02,426.0
1979-10-03,402.0
1979-10-04,384.0
1979-10-05,385.0
1979-10-08,372.0
1979-10-09,385.8
1979-10-10,413.0
1979-10-11,401.5
1979-10-12,395.0
1979-10-15,402.9
1979-10-16,394.25
1979-10-17,386.0
1979-10-18,380.5
1979-10-19,393.0
1979-10-22,392.0
1979-10-23,385.0
1979-10-24,395.0
1979-10-25,391.8
1979-10-26,375.0
1979-10-29,374.0
1979-10-30,377.6
1979-10-31,382.0
1979-11-01,378.5
1979-11-02,372.8
1979-11-05,381.0
1979-11-06,384.3
1979-11-07,395.0
1979-11-08,389.5
1979-11-09,389.5
1979-11-12,393.25
1979-11-13,387.2
1979-11-14,390.0
1979-11-15,386.0
1979-11-16,390.35
1979-11-19,389.85
1979-11-20,387.75
1979-11-21,396.15
1979-11-22,393.15
1979-11-23,392.0
1979-11-26,395.25
1979-11-27,393.75
1979-11-28,411.2
1979-11-29,411.7
1979-11-30,415.65
1979-12-03,428.75
1979-12-04,431.2
1979-12-05,426.4
1979-12-06,433.75
1979-12-07,430.4
1979-12-10,431.15
1979-12-11,445.5
1979-12-12,446.25
1979-12-13,458.8
1979-12-14,456.8
1979-12-17,469.5
1979-12-18,477.75
1979-12-19,488.5
1979-12-20,471.5
1979-12-21,473.1
1979-12-24,473.1
1979-12-25,473.1
1979-12-26,473.1
1979-12-27,473.1
1979-12-28,512.0
1979-12-31,512.0
1980-01-01,512.0
1980-01-02,559.5
1980-01-03,634.0
1980-01-04,588.0
1980-01-07,633.5
1980-01-08,610.0
1980-01-09,607.2
1980-01-10,602.85
1980-01-11,623.0
1980-01-14,660.0
1980-01-15,684.0
1980-01-16,760.0
1980-01-17,750.0
1980-01-18,835.0
1980-01-21,850.0
1980-01-22,737.5
1980-01-23,695.0
1980-01-24,717.0
1980-01-25,668.0
1980-01-28,624.0
1980-01-29,674.25
1980-01-30,691.0
1980-01-31,653.0
1980-02-01,676.5
1980-02-04,669.75
1980-02-05,682.0
1980-02-06,709.0
1980-02-07,699.25
1980-02-08,692.0
1980-02-11,710.5
1980-02-12,694.5
1980-02-13,696.75
1980-02-14,682.0
1980-02-15,667.0
1980-02-18,661.5
1980-02-19,652.25
1980-02-20,606.0
1980-02-21,665.0
1980-02-22,630.0
1980-02-25,616.5
1980-02-26,642.25
1980-02-27,636.0
1980-02-28,646.0
1980-02-29,637.0
1980-03-03,633.75
1980-03-04,631.25
1980-03-05,643.5
1980-03-06,626.0
1980-03-07,609.0
1980-03-10,585.0
1980-03-11,570.25
1980-03-12,585.7
1980-03-13,556.5
1980-03-14,523.0
1980-03-17,484.0
1980-03-18,481.5
1980-03-19,527.0
1980-03-20,561.0
1980-03-21,525.0
1980-03-24,558.25
1980-03-25,547.25
1980-03-26,507.5
1980-03-27,485.25
1980-03-28,490.0
1980-03-31,494.5
1980-04-01,509.5
1980-04-02,500.5
1980-04-03,485.75
1980-04-04,485.75
1980-04-07,485.75
1980-04-08,528.0
1980-04-09,554.0
1980-04-10,526.0
1980-04-11,530.5
1980-04-14,529.75
1980-04-15,497.5
1980-04-16,520.0
1980-04-17,513.0
1980-04-18,515.6
1980-04-21,506.0
1980-04-22,502.4
1980-04-23,506.5
1980-04-24,515.7
1980-04-25,551.5
1980-04-28,524.25
1980-04-29,513.75
1980-04-30,518.0
1980-05-01,490.0
1980-05-02,512.5
1980-05-05,512.5
1980-05-06,512.5
1980-05-07,510.0
1980-05-08,515.75
1980-05-09,508.25
1980-05-12,513.25
1980-05-13,512.0
1980-05-14,525.0
1980-05-15,517.0
1980-05-16,516.5
1980-05-19,513.75
1980-05-20,507.75
1980-05-21,513.5
1980-05-22,501.0
1980-05-23,511.25
1980-05-26,511.25
1980-05-27,514.8
1980-05-28,526.5
1980-05-29,519.6
1980-05-30,535.5
1980-06-02,561.5
1980-06-03,552.5
1980-06-04,571.5
1980-06-05,581.75
1980-06-06,597.0
1980-06-09,623.75
1980-06-10,604.0
1980-06-11,596.0
1980-06-12,590.0
1980-06-13,608.4
1980-06-16,595.0
1980-06-17,591.75
1980-06-18,602.5
1980-06-19,599.0
1980-06-20,602.9
1980-06-23,596.5
1980-06-24,603.0
1980-06-25,622.5
1980-06-26,624.5
1980-06-27,637.5
1980-06-30,653.5
1980-07-01,660.0
1980-07-02,661.5
1980-07-03,663.5
1980-07-04,666.5
1980-07-07,667.5
1980-07-08,687.5
1980-07-09,671.0
1980-07-10,656.5
1980-07-11,667.0
1980-07-14,650.0
1980-07-15,619.5
1980-07-16,624.75
1980-07-17,627.25
1980-07-18,606.0
1980-07-21,617.5
1980-07-22,613.0
1980-07-23,631.25
1980-07-24,643.0
1980-07-25,651.75
1980-07-28,643.5
1980-07-29,646.75
1980-07-30,629.0
1980-07-31,614.25
1980-08-01,622.0
1980-08-04,630.75
1980-08-05,630.5
1980-08-06,627.75
1980-08-07,629.5
1980-08-08,630.0
1980-08-11,617.0
1980-08-12,605.0
1980-08-13,615.25
1980-08-14,626.0
1980-08-15,624.5
1980-08-18,612.25
1980-08-19,624.0
1980-08-20,634.75
1980-08-21,645.25
1980-08-22,639.2
1980-08-25,639.2
1980-08-26,628.85
1980-08-27,633.85
1980-08-28,635.3
1980-08-29,631.25
1980-09-01,628.75
1980-09-02,640.0
1980-09-03,636.75
1980-09-04,647.25
1980-09-05,651.0
1980-09-08,672.0
1980-09-09,670.5
1980-09-10,686.5
1980-09-11,674.0
1980-09-12,685.5
1980-09-15,666.5
1980-09-16,668.0
1980-09-17,673.0
1980-09-18,672.0
1980-09-19,674.0
1980-09-22,710.0
1980-09-23,711.0
1980-09-24,710.5
1980-09-25,697.75
1980-09-26,698.75
1980-09-29,679.25
1980-09-30,666.75
1980-10-01,682.0
1980-10-02,665.75
1980-10-03,660.5
1980-10-06,675.5
1980-10-07,678.15
1980-10-08,677.0
1980-10-09,690.0
1980-10-10,685.25
1980-10-13,679.75
1980-10-14,668.5
1980-10-15,678.0
