Date,Value
1985-10-31,325.1
1985-11-01,323.5
1985-11-04,325.35
1985-11-05,324.6
1985-11-06,324.4
1985-11-07,323.0
1985-11-08,321.95
1985-11-11,323.1
1985-11-12,323.1
1985-11-13,324.5
1985-11-14,325.3
1985-11-15,325.4
1985-11-18,323.5
1985-11-19,324.35
1985-11-20,325.65
1985-11-21,325.8
1985-11-22,326.5
1985-11-25,330.2
1985-11-26,331.25
1985-11-27,328.15
1985-11-28,326.3
1985-11-29,325.3
1985-12-02,321.5
1985-12-03,322.6
1985-12-04,324.2
1985-12-05,322.8
1985-12-06,322.3
1985-12-09,317.4
1985-12-10,317.0
1985-12-11,315.5
1985-12-12,317.5
1985-12-13,317.75
1985-12-16,318.6
1985-12-17,321.15
1985-12-18,320.05
1985-12-19,325.8
1985-12-20,325.55
1985-12-23,327.6
1985-12-24,324.85
1985-12-25,324.85
1985-12-26,324.85
1985-12-27,326.85
1985-12-30,326.8
1985-12-31,326.8
1986-01-01,326.8
1986-01-02,326.3
1986-01-03,326.75
1986-01-06,328.0
1986-01-07,330.0
1986-01-08,332.6
1986-01-09,333.5
1986-01-10,340.45
1986-01-13,339.4
1986-01-14,341.0
1986-01-15,346.75
1986-01-16,363.0
1986-01-17,352.6
1986-01-20,351.0
1986-01-21,356.5
1986-01-22,353.0
1986-01-23,350.3
1986-01-24,354.0
1986-01-27,358.4
1986-01-28,353.0
1986-01-29,353.25
1986-01-30,358.0
1986-01-31,350.5
1986-02-03,347.3
1986-02-04,338.6
1986-02-05,337.3
1986-02-06,337.1
1986-02-07,337.2
1986-02-10,340.15
1986-02-11,335.8
1986-02-12,337.25
1986-02-13,334.0
1986-02-14,331.35
1986-02-17,333.0
1986-02-18,337.25
1986-02-19,341.4
1986-02-20,337.1
1986-02-21,338.0
1986-02-24,341.8
1986-02-25,352.4
1986-02-26,345.75
1986-02-27,336.9
1986-02-28,338.15
1986-03-03,335.6
1986-03-04,337.15
1986-03-05,341.5
1986-03-06,344.5
1986-03-07,343.35
1986-03-10,340.25
1986-03-11,342.9
1986-03-12,343.85
1986-03-13,349.6
1986-03-14,348.0
1986-03-17,349.9
1986-03-18,351.15
1986-03-19,346.75
1986-03-20,350.65
1986-03-21,352.9
1986-03-24,350.2
1986-03-25,351.75
1986-03-26,344.3
1986-03-27,344.0
1986-03-28,344.0
1986-03-31,344.0
1986-04-01,333.1
1986-04-02,335.5
1986-04-03,334.75
1986-04-04,334.5
1986-04-07,337.65
1986-04-08,339.4
1986-04-09,337.85
1986-04-10,337.7
1986-04-11,341.95
1986-04-14,341.6
1986-04-15,341.75
1986-04-16,339.0
1986-04-17,339.9
1986-04-18,342.75
1986-04-21,341.4
1986-04-22,344.1
1986-04-23,346.2
1986-04-24,344.75
1986-04-25,344.45
1986-04-28,343.15
1986-04-29,342.45
1986-04-30,345.75
1986-05-01,345.1
1986-05-02,341.6
1986-05-05,341.6
1986-05-06,340.4
1986-05-07,342.45
1986-05-08,345.25
1986-05-09,345.35
1986-05-12,345.2
1986-05-13,343.7
1986-05-14,342.45
1986-05-15,342.0
1986-05-16,343.0
1986-05-19,340.8
1986-05-20,338.7
1986-05-21,338.9
1986-05-22,340.45
1986-05-23,341.1
1986-05-26,341.1
1986-05-27,341.5
1986-05-28,343.75
1986-05-29,342.7
1986-05-30,343.2
1986-06-02,341.85
1986-06-03,342.2
1986-06-04,340.75
1986-06-05,341.75
1986-06-06,341.65
1986-06-09,341.8
1986-06-10,347.7
1986-06-11,347.4
1986-06-12,348.35
1986-06-13,346.2
1986-06-16,339.3
1986-06-17,336.75
1986-06-18,339.15
1986-06-19,339.2
1986-06-20,339.65
1986-06-23,341.05
1986-06-24,342.0
1986-06-25,344.15
1986-06-26,344.9
1986-06-27,344.5
1986-06-30,346.75
1986-07-01,345.1
1986-07-02,342.3
1986-07-03,343.85
1986-07-04,343.8
1986-07-07,344.85
1986-07-08,347.85
1986-07-09,348.1
