Date,Open,High,Low,Close,Adj Close,Volume
2012-02-13,187.1699981689453,192.5,185.67999267578125,191.58999633789065,191.58999633789065,6071400
2012-02-14,191.0800018310547,193.57000732421875,186.1000061035156,191.3000030517578,191.3000030517578,9527100
2012-02-15,191.2899932861328,191.5399932861328,183.25999450683597,184.47000122070312,184.47000122070312,7794400
2012-02-16,177.7899932861328,181.67999267578125,175.13999938964844,179.92999267578125,179.92999267578125,12563800
2012-02-17,180.08999633789062,183.41000366210935,179.36000061035156,182.5,182.5,7418100
2012-02-21,182.6499938964844,184.75,180.5800018310547,182.25999450683597,182.25999450683597,6756500
2012-02-22,181.9499969482422,182.9900054931641,180.2899932861328,180.5800018310547,180.5800018310547,5785400
2012-02-23,179.63999938964844,180.75,176.9600067138672,178.88999938964844,178.88999938964844,5153800
2012-02-24,179.6999969482422,180.7400054931641,178.3699951171875,179.1300048828125,179.1300048828125,3668700
2012-02-27,177.5399932861328,179.19000244140625,176.5,178.52999877929688,178.52999877929688,3706200
2012-02-28,178.89999389648438,184.2899932861328,177.9499969482422,183.8000030517578,183.8000030517578,5764500
2012-02-29,183.88999938964844,184.0,179.00999450683594,179.69000244140625,179.69000244140625,5300300
2012-03-01,179.88999938964844,180.4900054931641,176.5800018310547,180.0399932861328,180.0399932861328,4936000
2012-03-02,179.47999572753906,181.83999633789065,178.9199981689453,179.3000030517578,179.3000030517578,3657800
2012-03-05,179.0,181.82000732421875,178.17999267578125,180.25999450683597,180.25999450683597,4682700
2012-03-06,178.67999267578125,183.5,178.0399932861328,181.08999633789065,181.08999633789065,5612200
2012-03-07,182.6499938964844,185.5,182.3999938964844,183.7700042724609,183.7700042724609,4951500
2012-03-08,184.1699981689453,188.3800048828125,183.8000030517578,187.63999938964844,187.63999938964844,4221500
2012-03-09,186.7899932861328,187.1999969482422,183.44000244140625,184.32000732421875,184.32000732421875,4510600
2012-03-12,184.1300048828125,185.3999938964844,182.1999969482422,183.38999938964844,183.38999938964844,2587600
2012-03-13,183.9199981689453,184.8699951171875,180.7700042724609,184.58999633789065,184.58999633789065,4405800
2012-03-14,183.6499938964844,184.32000732421875,181.13999938964844,182.25999450683597,182.25999450683597,3699700
2012-03-15,182.0200042724609,184.42999267578125,180.3000030517578,184.42999267578125,184.42999267578125,4160100
2012-03-16,183.27999877929688,185.67999267578125,182.3500061035156,185.0500030517578,185.0500030517578,4934000
2012-03-19,183.4499969482422,186.67999267578125,183.0,185.5200042724609,185.5200042724609,3903400
2012-03-20,184.8800048828125,194.41000366210935,182.8800048828125,192.3300018310547,192.3300018310547,9165400
2012-03-21,192.5,194.27999877929688,191.25999450683597,191.72999572753903,191.72999572753903,4214400
2012-03-22,190.5399932861328,194.05999755859372,190.25999450683597,192.3999938964844,192.3999938964844,3739600
2012-03-23,192.00999450683597,196.1999969482422,191.8000030517578,195.0399932861328,195.0399932861328,5984000
2012-03-26,196.47999572753903,202.97000122070312,195.5,202.8699951171875,202.8699951171875,7613700
2012-03-27,203.58999633789065,209.8500061035156,202.8800048828125,205.44000244140625,205.44000244140625,9600800
2012-03-28,206.13999938964844,207.0,200.30999755859372,201.16000366210935,201.16000366210935,6245000
2012-03-29,201.27999877929688,205.30999755859372,200.6300048828125,204.6100006103516,204.6100006103516,5711200
2012-03-30,205.0200042724609,206.8500061035156,201.8699951171875,202.50999450683597,202.50999450683597,4438100
2012-04-02,198.0200042724609,199.8999938964844,197.0,198.0500030517578,198.0500030517578,6430300
2012-04-03,198.2400054931641,202.38999938964844,197.5,199.66000366210935,199.66000366210935,5000700
2012-04-04,196.9499969482422,197.67999267578125,192.3600006103516,193.9900054931641,193.9900054931641,5456900
2012-04-05,193.5500030517578,196.02999877929688,193.5500030517578,194.38999938964844,194.38999938964844,3217500
2012-04-09,192.0200042724609,194.1999969482422,190.5,191.8699951171875,191.8699951171875,3135900
2012-04-10,192.75,193.5200042724609,186.57000732421875,186.97999572753903,186.97999572753903,4455000
2012-04-11,189.6300048828125,191.97000122070312,186.7899932861328,187.97000122070312,187.97000122070312,4337800
2012-04-12,188.05999755859372,192.25999450683597,185.6100006103516,190.69000244140625,190.69000244140625,4027900
2012-04-13,189.8999938964844,189.94000244140625,186.25999450683597,188.4600067138672,188.4600067138672,3431800
2012-04-16,189.00999450683597,189.47000122070312,183.6499938964844,185.5,185.5,4044300
2012-04-17,187.2100067138672,190.0399932861328,186.8699951171875,188.38999938964844,188.38999938964844,2829200
2012-04-18,188.82000732421875,193.4499969482422,188.7400054931641,191.07000732421875,191.07000732421875,4001900
2012-04-19,192.92999267578125,194.5500030517578,189.75,191.1000061035156,191.1000061035156,4002400
2012-04-20,192.33999633789065,193.47999572753903,189.8000030517578,189.97999572753903,189.97999572753903,3243600
2012-04-23,188.9900054931641,188.9900054931641,185.50999450683597,188.2400054931641,188.2400054931641,3481000
2012-04-24,188.67999267578125,190.6999969482422,186.50999450683597,190.3300018310547,190.3300018310547,3376300
2012-04-25,191.6699981689453,194.8000030517578,191.6000061035156,194.4199981689453,194.4199981689453,3955100
2012-04-26,193.57000732421875,196.3600006103516,193.0200042724609,195.9900054931641,195.9900054931641,10234000
2012-04-27,224.8300018310547,228.69000244140625,220.22000122070312,226.8500061035156,226.8500061035156,22116900
2012-04-30,223.9499969482422,233.83999633789065,223.0500030517578,231.8999938964844,231.8999938964844,9756900
2012-05-01,229.3999938964844,232.97000122070312,228.3999938964844,230.0399932861328,230.0399932861328,6754900
2012-05-02,227.82000732421875,231.44000244140625,227.3999938964844,230.25,230.25,4593400
2012-05-03,229.7400054931641,232.52999877929688,228.02999877929688,229.4499969482422,229.4499969482422,4055500
2012-05-04,227.8000030517578,229.72000122070312,223.7400054931641,223.9900054931641,223.9900054931641,4585200
2012-05-07,222.3600006103516,226.8699951171875,222.2899932861328,225.16000366210935,225.16000366210935,3314300
2012-05-08,223.1499938964844,225.38999938964844,218.1999969482422,223.8999938964844,223.8999938964844,4522400
2012-05-09,220.58999633789065,225.77999877929688,220.16000366210935,222.97999572753903,222.97999572753903,3712000
2012-05-10,223.91000366210935,229.0800018310547,221.9499969482422,226.69000244140625,226.69000244140625,4648400
2012-05-11,225.9499969482422,230.67999267578125,225.72999572753903,227.67999267578125,227.67999267578125,4193600
2012-05-14,225.6000061035156,227.2899932861328,222.50999450683597,222.92999267578125,222.92999267578125,3096600
2012-05-15,226.5,230.6100006103516,223.0,224.38999938964844,224.38999938964844,5713700
2012-05-16,225.0,228.0,222.5,224.05999755859372,224.05999755859372,5261800
2012-05-17,225.0500030517578,226.0,218.08999633789065,218.3600006103516,218.3600006103516,4505500
2012-05-18,219.41000366210935,219.6300048828125,212.80999755859372,213.8500061035156,213.8500061035156,5231700
2012-05-21,214.02999877929688,219.97999572753903,212.82000732421875,218.1100006103516,218.1100006103516,3579800
2012-05-22,218.30999755859372,218.8699951171875,213.9600067138672,215.3300018310547,215.3300018310547,3733100
2012-05-23,214.7100067138672,217.5500030517578,211.17999267578125,217.27999877929688,217.27999877929688,4243800
2012-05-24,216.97999572753903,217.66000366210935,212.6999969482422,215.2400054931641,215.2400054931641,3141100
2012-05-25,214.9900054931641,215.97999572753903,212.22000122070312,212.88999938964844,212.88999938964844,2171400
2012-05-29,214.3000030517578,216.5500030517578,212.2899932861328,214.75,214.75,2693900
2012-05-30,212.13999938964844,212.97999572753903,207.75,209.22999572753903,209.22999572753903,4078200
2012-05-31,209.47999572753903,213.7899932861328,207.1100006103516,212.91000366210935,212.91000366210935,4944000
2012-06-01,208.44000244140625,211.22999572753903,207.3000030517578,208.22000122070312,208.22000122070312,3951500
2012-06-04,207.3999938964844,215.3500061035156,206.3699951171875,214.57000732421875,214.57000732421875,4299600
2012-06-05,213.8500061035156,216.8600006103516,211.16000366210935,213.2100067138672,213.2100067138672,3543900
2012-06-06,214.6300048828125,218.3999938964844,214.5200042724609,217.63999938964844,217.63999938964844,2710100
2012-06-07,219.6499938964844,221.4900054931641,218.1100006103516,218.8000030517578,218.8000030517578,3503900
2012-06-08,218.6100006103516,219.4199981689453,216.66000366210935,218.47999572753903,218.47999572753903,2877000
2012-06-11,217.4900054931641,220.8699951171875,215.1999969482422,216.5,216.5,3749100
2012-06-12,217.6499938964844,218.0,214.5200042724609,216.4199981689453,216.4199981689453,2833300
2012-06-13,215.5200042724609,217.3800048828125,213.5200042724609,214.72999572753903,214.72999572753903,2325200
2012-06-14,215.25999450683597,216.5,212.55999755859372,214.4499969482422,214.4499969482422,3060900
2012-06-15,215.2899932861328,219.3300018310547,214.4600067138672,218.3500061035156,218.3500061035156,3785200
2012-06-18,217.27999877929688,223.75999450683597,216.72999572753903,222.66000366210935,222.66000366210935,3369600
2012-06-19,223.25999450683597,225.1999969482422,221.66000366210935,224.02999877929688,224.02999877929688,2716600
2012-06-20,224.50999450683597,224.7400054931641,220.83999633789065,223.0200042724609,223.0200042724609,2444400
2012-06-21,223.83999633789065,226.02999877929688,220.5200042724609,220.57000732421875,220.57000732421875,2843000
2012-06-22,221.8300018310547,222.50999450683597,219.3500061035156,222.16000366210935,222.16000366210935,2187500
2012-06-25,220.3000030517578,221.58999633789065,218.0,220.07000732421875,220.07000732421875,2382300
2012-06-26,221.4499969482422,226.38999938964844,221.4499969482422,225.6100006103516,225.6100006103516,3754100
2012-06-27,225.00999450683597,227.5,223.3000030517578,225.6199951171875,225.6199951171875,2799200
2012-06-28,223.9199981689453,224.6199951171875,218.75,221.30999755859372,221.30999755859372,2994800
2012-06-29,224.6999969482422,228.3500061035156,223.7100067138672,228.3500061035156,228.3500061035156,3614400
2012-07-02,229.3000030517578,229.33999633789065,226.33999633789065,229.32000732421875,229.32000732421875,2330700
2012-07-03,229.13999938964844,229.52999877929688,227.58999633789065,229.52999877929688,229.52999877929688,1331700
2012-07-05,228.6199951171875,230.5,226.52999877929688,227.05999755859372,227.05999755859372,2682300
