Date,Value
2001-12-25,277.5
2001-12-26,277.5
2001-12-27,277.7
2001-12-28,276.5
2001-12-31,276.5
2002-01-01,276.5
2002-01-02,278.35
2002-01-03,278.8
2002-01-04,277.75
2002-01-07,278.6
2002-01-08,278.6
2002-01-09,281.1
2002-01-10,286.85
2002-01-11,285.75
2002-01-14,286.35
2002-01-15,284.2
2002-01-16,284.6
2002-01-17,285.0
2002-01-18,283.2
2002-01-21,282.3
2002-01-22,282.05
2002-01-23,280.75
2002-01-24,279.2
2002-01-25,279.0
2002-01-28,279.1
2002-01-29,277.9
2002-01-30,281.5
2002-01-31,282.3
2002-02-01,283.9
2002-02-04,287.4
2002-02-05,291.95
2002-02-06,299.5
2002-02-07,299.5
2002-02-08,304.3
2002-02-11,297.75
2002-02-12,298.9
2002-02-13,297.4
2002-02-14,299.0
2002-02-15,299.85
2002-02-18,297.35
2002-02-19,296.5
2002-02-20,291.3
2002-02-21,292.15
2002-02-22,292.75
2002-02-25,291.95
2002-02-26,294.2
2002-02-27,297.4
2002-02-28,296.85
2002-03-01,295.4
2002-03-04,297.4
2002-03-05,297.8
2002-03-06,292.7
2002-03-07,291.0
2002-03-08,289.15
2002-03-11,291.2
2002-03-12,293.6
2002-03-13,293.15
2002-03-14,291.2
2002-03-15,290.3
2002-03-18,292.05
2002-03-19,293.1
2002-03-20,291.85
2002-03-21,292.75
2002-03-22,294.25
2002-03-25,297.7
2002-03-26,296.1
2002-03-27,299.0
2002-03-28,301.4
2002-03-29,301.4
2002-04-01,301.4
2002-04-02,304.0
2002-04-03,303.75
2002-04-04,301.7
2002-04-05,301.0
2002-04-08,300.45
2002-04-09,298.7
2002-04-10,298.0
2002-04-11,301.3
2002-04-12,300.35
2002-04-15,300.1
2002-04-16,297.75
2002-04-17,300.85
2002-04-18,304.25
2002-04-19,301.8
2002-04-22,303.7
2002-04-23,302.7
2002-04-24,304.2
2002-04-25,307.25
2002-04-26,306.6
2002-04-29,309.7
2002-04-30,308.2
2002-05-01,308.35
2002-05-02,307.6
2002-05-03,310.45
2002-05-06,310.45
2002-05-07,312.0
2002-05-08,310.5
2002-05-09,308.85
2002-05-10,311.15
2002-05-13,310.75
2002-05-14,308.4
2002-05-15,308.3
2002-05-16,310.1
2002-05-17,310.6
2002-05-20,311.5
2002-05-21,315.2
2002-05-22,317.1
2002-05-23,317.15
2002-05-24,320.95
2002-05-27,320.05
2002-05-28,320.2
2002-05-29,327.05
2002-05-30,326.0
2002-05-31,326.6
2002-06-03,326.6
2002-06-04,326.6
2002-06-05,322.0
