x,y,item,store
2017-04-30,75.42043560672408,9,18
2017-05-07,32.74991452710888,9,18
2017-05-14,72.6144164672612,9,18
2017-05-21,77.19464618680463,9,18
2017-05-28,54.80944235360536,9,18
2017-06-04,30.592664244019453,9,18
2017-06-11,64.67712184217118,9,18
2017-06-18,56.81011887225689,9,18
2017-06-25,49.64343899036061,9,18
2017-07-02,31.387931702925197,9,18
2017-07-09,48.64707332575954,9,18
2017-07-16,82.65455887246114,9,18
2017-07-23,65.58134621851957,9,18
2017-07-30,43.76621158173906,9,18
2017-08-06,30.876639551871037,9,18
2017-08-13,81.78867780590684,9,18
2017-08-20,59.731433658810936,9,18
2017-08-27,58.73066296525863,9,18
2017-09-03,47.50890354917839,9,18
2017-09-10,79.28673818012822,9,18
2017-09-17,55.820755321410914,9,18
2017-09-24,83.42466936488717,9,18
2017-10-01,83.62796721898158,9,18
2017-10-08,90.3125162268736,9,18
2017-10-15,86.29984571795123,9,18
2017-10-22,34.6444983230691,9,18
2017-10-29,60.03909497032801,9,18
2017-11-05,38.9295341375646,9,18
2017-11-12,67.11396260258407,9,18
2017-11-19,84.30613242852942,9,18
2017-11-26,49.52119365445527,9,18
2017-12-03,52.46517237600466,9,18
2017-12-10,50.71376958171327,9,18
2017-12-17,52.824313624283256,9,18
2017-12-24,92.26429973808628,9,18
2017-12-31,46.722784086530666,9,18
2018-01-07,82.82272099196005,9,18
2018-01-14,58.36782477271076,9,18
2018-01-21,77.93100771839605,9,18
2018-01-28,100.99422998560108,9,18
2018-02-04,63.30312271412132,9,18
2018-02-11,47.912573007024825,9,18
2018-02-18,51.8658378986634,9,18
2018-02-25,51.11429273183306,9,18
2018-03-04,67.60345456609286,9,18
2018-03-11,51.41470053810478,9,18
2018-03-18,47.71377270841676,9,18
2018-03-25,50.6810454793739,9,18
2018-04-01,46.569192088659726,9,18
2018-04-08,75.01480137345787,9,18
2018-04-15,59.67354353598968,9,18
2018-04-22,36.20471055905429,9,18
2018-04-29,55.532065787700446,9,18
2018-05-06,79.7542522027819,9,18
2018-05-13,83.67032462824382,9,18
2018-05-20,73.29081287718627,9,18
2018-05-27,41.46672422617522,9,18
2018-06-03,126.98516371842254,9,18
2018-06-10,45.413848443643055,9,18
2018-06-17,33.73663435779862,9,18
2018-06-24,42.1576916189812,9,18
2018-07-01,53.830661971849295,9,18
2018-07-08,38.66579998577608,9,18
2018-07-15,69.63204527986888,9,18
2018-07-22,55.80782316262778,9,18
2018-07-29,61.09645844468058,9,18
2018-08-05,40.86951399835369,9,18
2018-08-12,48.18555651681799,9,18
2018-08-19,41.54293505899426,9,18
2018-08-26,35.3460912366923,9,18
2018-09-02,66.1682621554408,9,18
2018-09-09,45.41764355674049,9,18
2018-09-16,40.608745654753,9,18
2018-09-23,76.14904953507354,9,18
2018-09-30,37.60211480245339,9,18
2018-10-07,36.97689798268813,9,18
2018-10-14,38.584249053098816,9,18
2018-10-21,90.28277175209472,9,18
2018-10-28,79.07184632741026,9,18
2018-11-04,29.395117043888003,9,18
2018-11-11,45.75566853547598,9,18
2018-11-18,58.27914472478149,9,18
2018-11-25,37.47074658723578,9,18
2018-12-02,76.91837426884646,9,18
2018-12-09,63.68214326466526,9,18
2018-12-16,42.3711253746356,9,18
2018-12-23,72.69687281537426,9,18
2018-12-30,58.090420155576425,9,18
2019-01-06,37.007489497885125,9,18
2019-01-13,72.35034296886326,9,18
2019-01-20,70.5352826983968,9,18
2019-01-27,44.367327692361215,9,18
2019-02-03,47.77216474310951,9,18
2019-02-10,59.364414595139536,9,18
2019-02-17,72.50308697293703,9,18
2019-02-24,40.91092243007296,9,18
2019-03-03,54.86542867171993,9,18
2019-03-10,58.8183212488627,9,18
2019-03-17,77.68523830266005,9,18
2019-03-24,59.89771429122512,9,18
2019-03-31,74.9571145236034,9,18
2019-04-07,33.39099076564903,9,18
2019-04-14,41.85591083401305,9,18
2019-04-21,35.21666030189291,9,18
2019-04-28,31.551513357399664,9,18
2019-05-05,41.72436170856901,9,18
2019-05-12,45.91575674820227,9,18
2019-05-19,25.2366464860808,9,18
2019-05-26,64.01377156394241,9,18
2019-06-02,69.65957326320842,9,18
2019-06-09,35.86320062884598,9,18
2019-06-16,62.35246327335884,9,18
2019-06-23,38.08445035258266,9,18
2019-06-30,43.66523312618577,9,18
2019-07-07,53.21356198448901,9,18
2019-07-14,64.3132065843983,9,18
2019-07-21,44.85623578802671,9,18
2019-07-28,57.788666088994376,9,18
2019-08-04,73.2357988248374,9,18
2019-08-11,30.207139744220207,9,18
