Date,Value
1983-01-03,456.9
1983-01-04,449.5
1983-01-05,454.0
1983-01-06,454.5
1983-01-07,465.0
1983-01-10,474.0
1983-01-11,484.5
1983-01-12,480.5
1983-01-13,488.25
1983-01-14,483.25
1983-01-17,498.5
1983-01-18,485.0
1983-01-19,495.5
1983-01-20,487.25
1983-01-21,485.0
1983-01-24,476.0
1983-01-25,488.75
1983-01-26,486.5
1983-01-27,496.5
1983-01-28,493.75
1983-01-31,499.5
1983-02-01,508.5
1983-02-02,498.25
1983-02-03,503.5
1983-02-04,498.5
1983-02-07,490.25
1983-02-08,497.25
1983-02-09,492.25
1983-02-10,496.0
1983-02-11,504.5
1983-02-14,500.5
1983-02-15,509.25
1983-02-16,508.5
1983-02-17,504.75
1983-02-18,503.5
1983-02-21,504.5
1983-02-22,485.5
1983-02-23,470.25
1983-02-24,475.0
1983-02-25,464.75
1983-02-28,408.5
1983-03-01,414.0
1983-03-02,430.0
1983-03-03,429.5
1983-03-04,412.5
1983-03-07,420.75
1983-03-08,417.5
1983-03-09,426.0
1983-03-10,434.75
1983-03-11,420.5
1983-03-14,428.5
1983-03-15,434.5
1983-03-16,419.0
1983-03-17,416.5
1983-03-18,421.75
1983-03-21,414.5
1983-03-22,421.25
1983-03-23,410.0
1983-03-24,415.5
1983-03-25,411.75
1983-03-28,408.75
1983-03-29,412.75
1983-03-30,418.0
1983-03-31,414.75
1983-04-01,414.75
1983-04-04,414.75
1983-04-05,426.75
1983-04-06,428.5
1983-04-07,425.75
1983-04-08,421.25
1983-04-11,426.75
1983-04-12,432.75
1983-04-13,429.25
1983-04-14,435.5
1983-04-15,436.5
1983-04-18,443.0
1983-04-19,439.5
1983-04-20,433.75
1983-04-21,439.5
1983-04-22,437.0
1983-04-25,441.5
1983-04-26,435.5
1983-04-27,434.25
1983-04-28,428.5
1983-04-29,429.25
1983-05-02,429.25
1983-05-03,433.5
1983-05-04,432.75
1983-05-05,433.75
1983-05-06,431.25
1983-05-09,434.0
1983-05-10,443.75
1983-05-11,443.0
1983-05-12,439.75
1983-05-13,441.25
1983-05-16,436.25
1983-05-17,440.75
1983-05-18,442.75
1983-05-19,442.6
1983-05-20,438.75
1983-05-23,432.75
1983-05-24,436.8
1983-05-25,441.75
1983-05-26,440.0
1983-05-27,437.25
1983-05-30,437.25
1983-05-31,437.5
1983-06-01,410.0
1983-06-02,412.5
1983-06-03,411.5
1983-06-06,407.75
1983-06-07,400.25
1983-06-08,403.0
1983-06-09,407.75
1983-06-10,411.25
1983-06-13,413.0
1983-06-14,407.9
1983-06-15,408.25
1983-06-16,412.5
1983-06-17,415.5
1983-06-20,415.75
1983-06-21,414.75
1983-06-22,420.5
1983-06-23,420.5
1983-06-24,423.5
1983-06-27,419.5
1983-06-28,416.0
1983-06-29,414.85
1983-06-30,416.0
1983-07-01,416.25
1983-07-04,416.0
1983-07-05,410.75
1983-07-06,411.65
1983-07-07,412.25
1983-07-08,426.0
1983-07-11,430.5
1983-07-12,429.0
1983-07-13,427.25
1983-07-14,426.25
1983-07-15,422.25
1983-07-18,422.4
1983-07-19,423.75
1983-07-20,428.25
1983-07-21,429.75
1983-07-22,423.5
1983-07-25,422.0
1983-07-26,425.5
1983-07-27,426.25
1983-07-28,425.5
1983-07-29,422.0
1983-08-01,411.25
1983-08-02,414.25
1983-08-03,411.0
1983-08-04,414.0
1983-08-05,409.75
1983-08-08,408.5
1983-08-09,413.0
1983-08-10,408.25
1983-08-11,411.75
1983-08-12,412.45
1983-08-15,416.0
1983-08-16,420.5
1983-08-17,422.5
1983-08-18,421.5
1983-08-19,417.75
1983-08-22,421.75
1983-08-23,426.4
1983-08-24,424.0
1983-08-25,423.25
1983-08-26,417.0
1983-08-29,417.0
1983-08-30,418.1
1983-08-31,414.25
1983-09-01,416.6
1983-09-02,417.5
1983-09-05,419.1
1983-09-06,418.25
1983-09-07,413.25
1983-09-08,414.0
1983-09-09,414.75
1983-09-12,415.75
1983-09-13,406.75
1983-09-14,401.75
1983-09-15,405.25
1983-09-16,405.5
1983-09-19,412.25
1983-09-20,412.35
1983-09-21,411.25
1983-09-22,407.75
1983-09-23,413.0
1983-09-26,415.0
1983-09-27,412.25
1983-09-28,413.6
1983-09-29,408.75
1983-09-30,405.0
1983-10-03,389.0
1983-10-04,393.5
1983-10-05,389.5
1983-10-06,394.0
1983-10-07,397.4
1983-10-10,401.0
1983-10-11,399.0
1983-10-12,394.75
1983-10-13,398.65
1983-10-14,398.75
1983-10-17,395.0
1983-10-18,397.25
1983-10-19,394.0
1983-10-20,389.75
1983-10-21,394.25
1983-10-24,394.5
1983-10-25,398.0
1983-10-26,392.6
1983-10-27,384.5
1983-10-28,387.75
1983-10-31,382.0
1983-11-01,377.75
1983-11-02,383.0
1983-11-03,377.75
1983-11-04,381.0
1983-11-07,379.0
1983-11-08,382.25
1983-11-09,383.0
1983-11-10,381.8
1983-11-11,382.0
1983-11-14,382.6
1983-11-15,383.25
1983-11-16,383.25
