Date,Open,High,Low,Close,Adj Close,Volume
2004-03-15,42.2599983215332,42.79999923706055,40.91999816894531,41.08000183105469,41.08000183105469,6612200
2004-03-16,41.290000915527344,42.36000061035156,41.2599983215332,42.130001068115234,42.130001068115234,6218200
2004-03-17,43.040000915527344,43.45000076293945,42.59000015258789,42.79999923706055,42.79999923706055,5107300
2004-03-18,42.52999877929688,43.20000076293945,42.209999084472656,43.0099983215332,43.0099983215332,5724300
2004-03-19,43.02999877929688,43.75,42.630001068115234,42.79999923706055,42.79999923706055,5754900
2004-03-22,41.75,41.84999847412109,40.5099983215332,40.84999847412109,40.84999847412109,8975100
2004-03-23,41.31999969482422,41.7400016784668,39.84999847412109,40.22999954223633,40.22999954223633,11225700
2004-03-24,40.310001373291016,40.380001068115234,39.150001525878906,39.630001068115234,39.630001068115234,7875900
2004-03-25,40.0,42.20000076293945,40.0,41.9900016784668,41.9900016784668,7112700
2004-03-26,42.0099983215332,42.4900016784668,41.290000915527344,41.70000076293945,41.70000076293945,5740400
2004-03-29,41.970001220703125,42.79999923706055,41.970001220703125,42.7599983215332,42.7599983215332,5561000
2004-03-30,42.709999084472656,43.93000030517578,42.560001373291016,43.79999923706055,43.79999923706055,5452900
2004-03-31,43.84999847412109,44.0,42.95000076293945,43.27999877929688,43.27999877929688,4674900
2004-04-01,43.45000076293945,44.84000015258789,43.29999923706055,44.7400016784668,44.7400016784668,6508500
2004-04-02,46.0,46.25,45.25,46.09000015258789,46.09000015258789,8148100
2004-04-05,45.66999816894531,47.09000015258789,45.59000015258789,46.959999084472656,46.959999084472656,5939100
2004-04-06,46.310001373291016,46.970001220703125,45.75,46.43999862670898,46.43999862670898,5916300
2004-04-07,46.20000076293945,46.79999923706055,45.38999938964844,45.84999847412109,45.84999847412109,4550600
2004-04-08,47.84000015258789,48.150001525878906,47.0,48.09999847412109,48.09999847412109,8879700
2004-04-12,48.15999984741211,48.369998931884766,47.56999969482422,47.959999084472656,47.959999084472656,4345900
