Date,Value
1993-10-14,367.25
1993-10-15,364.6
1993-10-18,365.2
1993-10-19,366.4
1993-10-20,372.5
1993-10-21,374.5
1993-10-22,367.9
1993-10-25,371.5
1993-10-26,368.25
1993-10-27,371.5
1993-10-28,368.55
1993-10-29,369.6
1993-11-01,363.25
1993-11-02,363.0
1993-11-03,363.55
1993-11-04,372.0
1993-11-05,377.75
1993-11-08,375.65
1993-11-09,376.0
1993-11-10,374.9
1993-11-11,376.75
1993-11-12,376.75
1993-11-15,374.7
1993-11-16,375.0
1993-11-17,371.8
1993-11-18,376.75
1993-11-19,377.5
1993-11-22,378.4
1993-11-23,377.6
1993-11-24,376.35
1993-11-25,377.6
1993-11-26,376.85
1993-11-29,371.15
1993-11-30,370.9
1993-12-01,373.1
1993-12-02,374.65
1993-12-03,376.75
1993-12-06,377.0
1993-12-07,376.9
1993-12-08,382.3
1993-12-09,382.5
1993-12-10,382.3
1993-12-13,386.25
1993-12-14,387.0
1993-12-15,385.6
1993-12-16,386.1
1993-12-17,386.5
1993-12-20,389.75
1993-12-21,387.5
1993-12-22,385.65
1993-12-23,384.95
1993-12-24,384.95
1993-12-27,384.95
1993-12-28,384.95
1993-12-29,386.1
1993-12-30,391.75
1993-12-31,391.75
1994-01-03,391.75
1994-01-04,394.1
1994-01-05,395.25
1994-01-06,385.65
1994-01-07,390.5
1994-01-10,383.7
1994-01-11,385.45
1994-01-12,386.1
1994-01-13,388.75
1994-01-14,390.1
1994-01-17,392.3
1994-01-18,392.55
1994-01-19,391.7
1994-01-20,391.8
1994-01-21,386.0
1994-01-24,378.8
1994-01-25,382.0
1994-01-26,383.0
1994-01-27,383.6
1994-01-28,378.25
1994-01-31,377.9
1994-02-01,381.65
1994-02-02,384.7
1994-02-03,385.65
1994-02-04,388.5
1994-02-07,383.5
1994-02-08,380.55
1994-02-09,380.75
1994-02-10,382.5
1994-02-11,381.85
1994-02-14,383.25
1994-02-15,385.0
1994-02-16,383.5
1994-02-17,384.5
1994-02-18,379.95
1994-02-21,380.0
1994-02-22,379.4
1994-02-23,375.75
1994-02-24,376.7
1994-02-25,378.95
1994-02-28,381.55
1994-03-01,381.3
1994-03-02,376.95
1994-03-03,377.7
1994-03-04,375.95
1994-03-07,377.5
1994-03-08,376.1
1994-03-09,375.3
1994-03-10,380.5
1994-03-11,386.65
1994-03-14,386.5
1994-03-15,387.1
1994-03-16,385.5
1994-03-17,383.4
1994-03-18,386.55
1994-03-21,386.45
1994-03-22,389.15
1994-03-23,388.25
1994-03-24,390.4
1994-03-25,391.3
1994-03-28,389.25
1994-03-29,386.8
1994-03-30,387.15
1994-03-31,389.2
1994-04-01,389.2
1994-04-04,389.2
1994-04-05,384.75
1994-04-06,383.9
