date,time,store,item,x,y
100833,33,4,4,35.10000000000002,2.979642928149029
100834,34,4,4,36.20000000000002,1.1132439540175278
100835,35,4,4,37.300000000000026,2.216679609645182
100836,36,4,4,38.40000000000003,0.4448000096644888
100837,37,4,4,39.50000000000003,1.3082930066247445
100838,38,4,4,40.60000000000003,2.322200693962401
100839,39,4,4,41.70000000000003,0.1343380787959667
100840,40,4,4,42.80000000000003,2.1697273403299056
100841,41,4,4,43.900000000000034,1.8539789014724577
100842,42,4,4,45.00000000000004,1.0223612061592449
100843,43,4,4,46.10000000000004,3.1140134181365657
100844,44,4,4,47.20000000000004,2.857883926819941
100845,45,4,4,48.30000000000004,2.2105164709319967
100846,46,4,4,49.40000000000004,0.8709077084300884
100847,47,4,4,50.50000000000004,3.0804984708584806
100848,48,4,4,51.60000000000005,1.1295719105358464
100849,49,4,4,52.700000000000045,2.063508276138024
100850,50,4,4,53.80000000000005,1.84250124145482
100851,51,4,4,54.90000000000005,4.836693650972859
100852,52,4,4,56.00000000000005,0.0795649243963863
100853,53,4,4,57.10000000000005,2.4441050416470427
100854,54,4,4,58.20000000000005,2.256658358115535
100855,55,4,4,59.30000000000005,1.9684462319326408
100856,56,4,4,60.400000000000055,-0.8068793609365371
100857,57,4,4,61.50000000000006,4.511269201793284
100858,58,4,4,62.60000000000006,-2.803128943603216
100859,59,4,4,63.70000000000006,-0.0046307968865236
100860,60,4,4,64.80000000000005,1.2035442643514556
100861,61,4,4,65.90000000000005,0.6233407707700145
100862,62,4,4,67.00000000000004,3.1499531350505627
100863,63,4,4,68.10000000000004,4.236966256461484
100864,64,4,4,69.20000000000003,9.950041758935075
100865,65,4,4,70.30000000000003,16.54325154871959
100866,66,4,4,71.40000000000002,20.559601957870605
100867,67,4,4,72.50000000000001,32.564299626970936
100868,68,4,4,73.60000000000001,21.826590331055705
100869,69,4,4,74.7,-12.061608106001604
100870,70,4,4,75.8,-7.830294495422893
100871,71,4,4,76.89999999999999,-6.39117711426127
100872,72,4,4,77.99999999999999,-3.9319248028253257
100873,73,4,4,79.09999999999998,4.4951186892758335
100874,74,4,4,80.19999999999997,7.644735055954272
100875,75,4,4,81.29999999999997,14.68034901685291
100876,76,4,4,82.39999999999996,10.206636647947864
100877,77,4,4,83.49999999999996,6.292209731837362
100878,78,4,4,84.59999999999995,2.448029596610707
100879,79,4,4,85.69999999999995,3.394074956921955
100880,80,4,4,86.79999999999994,4.635383156892114
100881,81,4,4,87.89999999999993,5.155073274681352
100882,82,4,4,88.99999999999993,4.18848895063772
100883,83,4,4,90.09999999999992,4.333264325509396
100884,84,4,4,91.19999999999992,6.141764825157823
100885,85,4,4,92.29999999999993,5.298625616795907
100886,86,4,4,93.3999999999999,4.155930264199013
100887,87,4,4,94.4999999999999,4.659503720730583
100888,88,4,4,95.5999999999999,4.147953724451571
100889,89,4,4,96.69999999999987,3.9390547558037263
100890,90,4,4,97.79999999999988,5.275286690521229
100891,91,4,4,98.89999999999988,5.144985755723816
100892,92,4,4,99.99999999999989,3.8407600357791742
100893,93,4,4,101.09999999999988,4.596056323014159
100894,94,4,4,102.19999999999986,4.505008805486787
100895,95,4,4,103.29999999999986,3.25179704957348
100896,96,4,4,104.39999999999984,5.374596710215928
100897,97,4,4,105.49999999999984,5.599954663085836
100898,98,4,4,106.59999999999984,3.697858974065845
100899,99,4,4,107.69999999999985,4.503727015087387
100900,100,4,4,108.79999999999984,5.563841296689312
100901,101,4,4,109.89999999999982,3.129428143560609
100902,102,4,4,110.99999999999982,8.365704307117554
100903,103,4,4,112.0999999999998,-0.7726436516016643
100904,104,4,4,113.1999999999998,1.2511092900472116
100905,105,4,4,114.2999999999998,6.220473198323434
100906,106,4,4,115.3999999999998,2.502344254238427
100907,107,4,4,116.4999999999998,4.702553512958491
100908,108,4,4,117.59999999999978,7.697179339629307
100909,109,4,4,118.69999999999978,11.466627815900864
100910,110,4,4,119.79999999999976,17.7230457312336
100911,111,4,4,120.89999999999976,28.321471905583767
100912,112,4,4,121.99999999999976,34.16172206616537
100913,113,4,4,123.09999999999977,24.24657324498504
100914,114,4,4,124.19999999999976,-8.155225307206885
100915,115,4,4,125.29999999999974,-5.565951925582125
100916,116,4,4,126.39999999999974,-1.6981644480881306
100917,117,4,4,127.49999999999972,-1.0836149815869949
100918,118,4,4,128.59999999999974,4.793650808449151
100919,119,4,4,129.69999999999973,11.259262826162171
100920,120,4,4,130.79999999999973,14.482505396111144
100921,121,4,4,131.89999999999972,10.694285450864909
100922,122,4,4,132.99999999999972,8.012337356042337
100923,123,4,4,134.0999999999997,4.5863638455126505
100924,124,4,4,135.1999999999997,4.404118811990606
100925,125,4,4,136.2999999999997,7.0509888513838765
100926,126,4,4,137.3999999999997,7.892967063686707
100927,127,4,4,138.4999999999997,6.777733996912307
100928,128,4,4,139.59999999999968,8.049496368249942
100929,129,4,4,140.69999999999968,7.206471382274058
100930,130,4,4,141.79999999999967,6.319347606338806
100931,131,4,4,142.89999999999966,7.12430362077619
100932,132,4,4,143.99999999999966,8.46339505357886
100933,133,4,4,145.09999999999965,8.164497113486519
100934,134,4,4,146.19999999999965,5.366159717148593
100935,135,4,4,147.29999999999964,7.010182601820718
100936,136,4,4,148.39999999999964,7.212649810980243
100937,137,4,4,149.49999999999963,8.516421153414006
100938,138,4,4,150.59999999999962,6.062335831053883
100939,139,4,4,151.69999999999962,7.516680960935203
100940,140,4,4,152.7999999999996,8.719396250015942
100941,141,4,4,153.8999999999996,7.98788044239447
100942,142,4,4,154.9999999999996,8.734971688636053
100943,143,4,4,156.0999999999996,8.19385834210914
100944,144,4,4,157.1999999999996,7.831216609727673
100945,145,4,4,158.2999999999996,7.959986471593382
100946,146,4,4,159.39999999999958,5.125828433298288
100947,147,4,4,159.89999999999958,11.64528246217434
100948,148,4,4,160.39999999999958,1.0593771195980488
100949,149,4,4,160.89999999999958,6.063428955449627
100950,150,4,4,161.39999999999958,6.013846920402662
100951,151,4,4,161.89999999999958,5.425920351490464
100952,152,4,4,162.39999999999958,10.323806575577713
100953,153,4,4,162.89999999999958,12.536774489114134
100954,154,4,4,163.39999999999958,19.003427843816333
100955,155,4,4,163.89999999999958,24.64999078243388
100956,156,4,4,164.39999999999958,30.66744590733179
100957,157,4,4,164.89999999999958,37.79934748851843
100958,158,4,4,165.39999999999958,28.892031548391348
100959,159,4,4,165.89999999999958,-5.55862655760796
100960,160,4,4,166.99999999999957,-1.2147066948323164
100961,161,4,4,167.49999999999957,1.1850140447668425
100962,162,4,4,167.99999999999957,5.946044769275474
100963,163,4,4,168.49999999999957,13.407855317323492
100964,164,4,4,168.99999999999957,15.270821935416738
100965,165,4,4,169.49999999999957,21.49675790283693
100966,166,4,4,170.59999999999957,13.59475947623136
100967,167,4,4,171.69999999999956,12.899265656854803
100968,168,4,4,172.19999999999956,9.561631504111114
100969,169,4,4,172.69999999999956,11.97094626341442
100970,170,4,4,173.79999999999956,10.623506296133128
100971,171,4,4,174.89999999999955,9.674472664863403
100972,172,4,4,175.99999999999957,11.324754823851498
100973,173,4,4,177.09999999999954,10.18430932982634
100974,174,4,4,178.19999999999953,11.02276419509542
100975,175,4,4,179.29999999999953,12.82675701153874
100976,176,4,4,180.39999999999952,10.122058730642964
100977,177,4,4,181.49999999999952,12.610572038750371
100978,178,4,4,182.5999999999995,10.572512675418109
100979,179,4,4,183.6999999999995,12.063132091254271
100980,180,4,4,184.7999999999995,11.651420984550226
100981,181,4,4,185.8999999999995,11.638521688308945
100982,182,4,4,186.9999999999995,10.75219218589724
100983,183,4,4,188.09999999999948,12.560415157288467
100984,184,4,4,189.19999999999948,11.791330490563006
100985,185,4,4,190.29999999999947,12.32928046981245
100986,186,4,4,191.3999999999995,14.06465800941755
100987,187,4,4,192.49999999999943,13.135188130432288
100988,188,4,4,193.59999999999943,10.524648680898604
100989,189,4,4,194.69999999999945,12.015453636714442
100990,190,4,4,195.79999999999944,13.257637341106769
100991,191,4,4,196.89999999999944,9.200090322051173
100992,192,4,4,197.99999999999943,15.92438055388556
100993,193,4,4,199.09999999999943,6.227621861426512
100994,194,4,4,200.19999999999945,11.103712644076486
100995,195,4,4,201.2999999999994,12.84045519088345
100996,196,4,4,202.3999999999994,9.545427064248816
100997,197,4,4,203.4999999999994,12.019836045437314
100998,198,4,4,204.5999999999994,16.211272854498997
100999,199,4,4,205.6999999999994,19.72123239316683
101000,200,4,4,206.7999999999994,27.811903676195872
101001,201,4,4,207.89999999999932,35.41035861680841
101002,202,4,4,208.99999999999932,40.71397891139633
101003,203,4,4,210.09999999999937,31.68511848496135
101004,204,4,4,211.19999999999936,-2.146419903102964
101005,205,4,4,212.29999999999936,3.993377537821856
101006,206,4,4,213.39999999999927,6.445161048372206
101007,207,4,4,214.4999999999993,8.502278822167273
101008,208,4,4,215.5999999999993,13.811558295987426
101009,209,4,4,216.6999999999993,20.453801737202536
101010,210,4,4,217.79999999999933,24.75250979596916
101011,211,4,4,218.89999999999927,20.14120825560408
101012,212,4,4,219.9999999999993,17.009954254355364
101013,213,4,4,221.0999999999993,14.018932697341103
101014,214,4,4,222.1999999999993,14.08294365582146
101015,215,4,4,223.2999999999993,15.434656905889732
101016,216,4,4,224.3999999999993,15.860672249870182
101017,217,4,4,225.4999999999993,16.21250047216652
101018,218,4,4,226.59999999999928,15.21000029040218
101019,219,4,4,227.69999999999928,16.850875158084975
101020,220,4,4,228.79999999999927,16.244345403671208
101021,221,4,4,229.89999999999927,16.077139658073296
101022,222,4,4,230.9999999999993,14.723184395606715
101023,223,4,4,232.09999999999928,15.627386083228387
101024,224,4,4,233.19999999999925,14.761664125218092
101025,225,4,4,234.29999999999924,16.66556308220154
101026,226,4,4,235.39999999999924,17.340572613936605
101027,227,4,4,236.49999999999923,16.36234220655984
101028,228,4,4,237.59999999999923,16.21503332357557
101029,229,4,4,238.6999999999992,18.216295213693297
101030,230,4,4,239.7999999999992,16.411525827164066
101031,231,4,4,240.8999999999992,16.08988376139223
101032,232,4,4,241.9999999999992,18.43409214414301
101033,233,4,4,243.0999999999992,16.890632799693538
101034,234,4,4,244.1999999999992,19.29960008753348
101035,235,4,4,245.2999999999992,17.281038106938976
101036,236,4,4,246.3999999999992,13.172186488447847
101037,237,4,4,247.4999999999992,20.463809491605016
101038,238,4,4,248.5999999999992,11.222492474784426
101039,239,4,4,249.6999999999992,15.848838209882434
101040,240,4,4,250.7999999999992,16.245496072077184
101041,241,4,4,251.89999999999915,15.097520424442658
101042,242,4,4,252.99999999999915,18.587413211748032
101043,243,4,4,254.0999999999992,21.177000851525943
101044,244,4,4,255.1999999999992,25.399530852444883
101045,245,4,4,256.2999999999992,33.380811526637146
101046,246,4,4,257.3999999999992,38.34699455262008
101047,247,4,4,258.4999999999992,46.54810950627326
101048,248,4,4,259.5999999999992,36.26335581298447
101049,249,4,4,260.69999999999925,4.524491784294106
101050,250,4,4,261.7999999999993,6.827320648154041
101051,251,4,4,262.8999999999993,10.845878220084597
101052,252,4,4,263.9999999999993,12.865001093826113
101053,253,4,4,265.09999999999934,18.98071341692789
101054,254,4,4,266.19999999999936,23.49632546550877
101055,255,4,4,267.2999999999994,28.94805237031026
101056,256,4,4,268.3999999999994,24.484325073349737
101057,257,4,4,269.49999999999943,20.848417687748874
101058,258,4,4,270.59999999999945,20.24070935687924
101059,259,4,4,271.6999999999995,19.43716199315041
101060,260,4,4,272.7999999999995,20.1374648181593
101061,261,4,4,273.8999999999995,22.99142937096617
101062,262,4,4,274.99999999999955,21.38980192575788
101063,263,4,4,276.0999999999996,20.626945529319983
101064,264,4,4,277.1999999999996,18.97112281828331
101065,265,4,4,278.2999999999996,19.97614426037822
101066,266,4,4,279.39999999999964,19.22646750482857
101067,267,4,4,280.49999999999966,20.4478260449342
101068,268,4,4,281.5999999999997,21.0501484813851
101069,269,4,4,282.6999999999997,18.493558594928743
101070,270,4,4,283.7999999999997,19.149583578152576
101071,271,4,4,284.8999999999997,22.27415139757516
101072,272,4,4,285.9999999999998,20.15152049850641
101073,273,4,4,287.0999999999998,22.36101197892705
101074,274,4,4,288.1999999999998,20.74517406216682
101075,275,4,4,289.29999999999984,21.48380543712205
101076,276,4,4,290.39999999999986,21.58303717472824
101077,277,4,4,291.4999999999999,23.49857995143652
101078,278,4,4,292.5999999999999,20.872717891311087
101079,279,4,4,293.69999999999993,20.71894997930216
101080,280,4,4,294.79999999999995,21.794215944261488
101081,281,4,4,295.9,20.155081659440995
101082,282,4,4,297.0,26.54129392523182
101083,283,4,4,297.5,17.795186064269025
101084,284,4,4,298.0,20.90330279504876
101085,285,4,4,298.5,22.3849583486543
101086,286,4,4,299.0,20.886388456161725
101087,287,4,4,299.5,21.374708719208844
101088,288,4,4,300.0,25.83415516221469
101089,289,4,4,300.5,31.309718863749527
101090,290,4,4,301.0,38.461997221888026
101091,291,4,4,301.5,44.10778159370259
101092,292,4,4,302.0,52.63533841800521
101093,293,4,4,302.5,40.814280090240594
101094,294,4,4,303.0,7.532974993677074
101095,295,4,4,303.5,13.46421524403326
101096,296,4,4,304.0,15.675997959613834
101097,297,4,4,304.5,17.121866715554994
101098,298,4,4,305.0,24.55837834936634
101099,299,4,4,305.5,28.708428094274783
101100,300,4,4,306.0,32.311576059592696
101101,301,4,4,306.5,26.1587652700236
101102,302,4,4,307.0,24.46567350221281
101103,303,4,4,307.5,23.052465242511108
101104,304,4,4,308.0,22.455420006425445
101105,305,4,4,309.1,24.321522819071333
101106,306,4,4,310.20000000000005,23.57759028801168
101107,307,4,4,310.70000000000005,22.8611439495078
101108,308,4,4,311.80000000000007,22.7631062716833
101109,309,4,4,312.30000000000007,22.31483034405302
101110,310,4,4,312.80000000000007,23.698745407298546
101111,311,4,4,313.30000000000007,22.587726391747253
101112,312,4,4,313.80000000000007,21.42485171033456
101113,313,4,4,314.30000000000007,23.91795908951788
101114,314,4,4,314.80000000000007,23.65224642704065
101115,315,4,4,315.30000000000007,24.049328245528137
101116,316,4,4,315.80000000000007,24.08033033162356
101117,317,4,4,316.30000000000007,24.066277884376102
101118,318,4,4,316.80000000000007,24.934816999255823
101119,319,4,4,317.30000000000007,24.092426858180136
101120,320,4,4,317.80000000000007,24.513636879582364
101121,321,4,4,318.30000000000007,25.13173034057197
101122,322,4,4,318.80000000000007,23.83620611009195
101123,323,4,4,319.30000000000007,24.53832744482468
101124,324,4,4,319.80000000000007,27.126023411873685
101125,325,4,4,320.30000000000007,24.31202243484753
101126,326,4,4,320.80000000000007,21.60591127548962
101127,327,4,4,321.30000000000007,28.136489508101675
101128,328,4,4,321.80000000000007,17.96552882690764
101129,329,4,4,322.30000000000007,23.82077206577869
101130,330,4,4,322.80000000000007,26.50964642804436
101131,331,4,4,323.30000000000007,23.64939801649321
101132,332,4,4,323.80000000000007,25.75063079004307
101133,333,4,4,324.30000000000007,30.417063131313395
101134,334,4,4,325.4000000000001,33.144191123754375
101135,335,4,4,325.9000000000001,42.678963177932616
101136,336,4,4,326.4000000000001,45.884035211245546
101137,337,4,4,326.9000000000001,54.69061170388657
101138,338,4,4,327.4000000000001,45.38363820161842
101139,339,4,4,327.9000000000001,12.36814735238397
101140,340,4,4,328.4000000000001,14.957074669637532
101141,341,4,4,328.9000000000001,19.28432044073833
101142,342,4,4,329.4000000000001,23.1754954401088
101143,343,4,4,329.9000000000001,23.04307264148887
101144,344,4,4,330.4000000000001,32.716976111571725
101145,345,4,4,330.9000000000001,36.815632340728186
101146,346,4,4,331.4000000000001,30.138210594830024
101147,347,4,4,331.9000000000001,28.44828433649594
101148,348,4,4,332.4000000000001,28.22988584148685
101149,349,4,4,332.9000000000001,26.50078973441746
101150,350,4,4,333.4000000000001,24.941623336107607
101151,351,4,4,333.9000000000001,26.84779463343693
101152,352,4,4,334.4000000000001,27.42857046046267
101153,353,4,4,334.9000000000001,26.60496802061529
101154,354,4,4,335.4000000000001,26.06829372866389
101155,355,4,4,335.9000000000001,26.720557309919386
101156,356,4,4,336.4000000000001,27.22632006095625
101157,357,4,4,336.9000000000001,28.118273670448414
