x,y,item,store
2015-01-11,43.19632265630287,14,2
2015-01-18,57.37626412479964,14,2
2015-01-25,41.339288256162575,14,2
2015-02-01,67.6618781880558,14,2
2015-02-08,89.51443378164578,14,2
2015-02-15,49.377628256995735,14,2
2015-02-22,44.58864907249861,14,2
2015-03-01,144.2744379597005,14,2
2015-03-08,29.41846860630932,14,2
2015-03-15,44.6031866034476,14,2
2015-03-22,87.8702509217363,14,2
2015-03-29,59.86698156554313,14,2
2015-04-05,45.31007940851895,14,2
2015-04-12,97.7591246381347,14,2
2015-04-19,90.75227083823891,14,2
2015-04-26,10.03411557247782,14,2
2015-05-03,32.80509291622505,14,2
2015-05-10,70.58450776052838,14,2
2015-05-17,85.80988822530952,14,2
2015-05-24,104.37106639729394,14,2
2015-05-31,47.8562778766463,14,2
2015-06-07,50.90398214189935,14,2
2015-06-14,39.65650872448268,14,2
2015-06-21,45.08013496802393,14,2
2015-06-28,40.87460794234536,14,2
2015-07-05,57.69313428670803,14,2
2015-07-12,67.26449816462546,14,2
2015-07-19,63.16820672428438,14,2
2015-07-26,102.32668030589912,14,2
2015-08-02,107.10028495035186,14,2
2015-08-09,20.857485436108195,14,2
2015-08-16,116.91470861271569,14,2
2015-08-23,112.5262982237458,14,2
2015-08-30,69.65423015907726,14,2
2015-09-06,57.89154486507799,14,2
2015-09-13,89.34218155408647,14,2
2015-09-20,71.52994130470225,14,2
2015-09-27,99.0093117894114,14,2
2015-10-04,39.05937151629304,14,2
2015-10-11,73.71569371391685,14,2
2015-10-18,50.911911024966784,14,2
2015-10-25,43.33183231874844,14,2
2015-11-01,41.7146695454749,14,2
2015-11-08,43.59400082010007,14,2
2015-11-15,40.74924650820211,14,2
2015-11-22,62.09213661851855,14,2
2015-11-29,178.32667882861608,14,2
2015-12-06,47.262429986884406,14,2
2015-12-13,124.12245487183397,14,2
2015-12-20,15.288332022427248,14,2
2015-12-27,57.01900689766117,14,2
2016-01-03,96.7688326009316,14,2
2016-01-10,33.181899397845086,14,2
2016-01-17,159.4655323645033,14,2
2016-01-24,104.10204374836756,14,2
2016-01-31,43.34077557325895,14,2
2016-02-07,93.21656560753809,14,2
2016-02-14,96.8773166246302,14,2
2016-02-21,61.71939000961129,14,2
2016-02-28,75.8664552164083,14,2
2016-03-06,48.66126267691304,14,2
2016-03-13,26.646959477766515,14,2
2016-03-20,78.94244620365845,14,2
2016-03-27,85.85507722935733,14,2
2016-04-03,74.31954662085158,14,2
2016-04-10,75.24179959213632,14,2
2016-04-17,70.31357207545074,14,2
2016-04-24,85.63087149233601,14,2
2016-05-01,113.2268667899172,14,2
2016-05-08,119.40361358657294,14,2
2016-05-15,17.257327106763537,14,2
2016-05-22,87.08000603215412,14,2
2016-05-29,40.24827507169041,14,2
2016-06-05,47.2478287178355,14,2
2016-06-12,86.04583176254704,14,2
2016-06-19,76.02220407345872,14,2
2016-06-26,20.9144833545696,14,2
2016-07-03,94.27714423093498,14,2
2016-07-10,88.59723472149477,14,2
2016-07-17,70.24477714055541,14,2
2016-07-24,43.762693007077694,14,2
2016-07-31,44.973874051106506,14,2
2016-08-07,32.860689959483835,14,2
2016-08-14,117.12324282803192,14,2
2016-08-21,81.71108857675794,14,2
2016-08-28,37.74874009999826,14,2
2016-09-04,132.54913325150767,14,2
2016-09-11,70.68960228080387,14,2
2016-09-18,56.80578566521751,14,2
2016-09-25,63.90187918009711,14,2
2016-10-02,43.97452904549009,14,2
2016-10-09,69.14274088482242,14,2
2016-10-16,127.715629538673,14,2
2016-10-23,87.81573969948757,14,2
2016-10-30,84.46618077724989,14,2
2016-11-06,149.25357660765002,14,2
2016-11-13,79.58138030795581,14,2
2016-11-20,73.40417192769749,14,2
2016-11-27,88.24842607180369,14,2
2016-12-04,7.196141233970103,14,2
2016-12-11,116.82785940354096,14,2
2016-12-18,37.03277523631995,14,2
2016-12-25,33.46483179931779,14,2
2017-01-01,53.27863323726118,14,2
2017-01-08,107.62342531874708,14,2
2017-01-15,55.04510651702738,14,2
2017-01-22,65.87381178974233,14,2
2017-01-29,61.343463605090776,14,2
2017-02-05,83.63804569362715,14,2
2017-02-12,48.20144224941044,14,2
2017-02-19,45.9082452503071,14,2
2017-02-26,89.71312937889304,14,2
2017-03-05,47.876113203601136,14,2
2017-03-12,34.48149899328076,14,2
2017-03-19,25.961936740150342,14,2
2017-03-26,106.66885185638746,14,2
2017-04-02,92.70492191252754,14,2
2017-04-09,46.18534473417938,14,2
2017-04-16,70.91956138468359,14,2
2017-04-23,75.82071367642085,14,2
2017-04-30,56.20570662237192,14,2
2017-05-07,24.36440186933152,14,2
2017-05-14,64.83380947652871,14,2
2017-05-21,22.542805850858198,14,2
2017-05-28,71.79033310297768,14,2
2017-06-04,94.34709126557438,14,2
2017-06-11,36.037122505460594,14,2
2017-06-18,67.59447886125845,14,2
2017-06-25,72.42050241270928,14,2
2017-07-02,78.19594112346418,14,2
2017-07-09,59.73291931325939,14,2
2017-07-16,39.70545761406356,14,2
2017-07-23,35.82921661767771,14,2
2017-07-30,30.46325247594669,14,2
2017-08-06,49.45129506295007,14,2
2017-08-13,72.13091126234814,14,2
2017-08-20,77.75918064000474,14,2
2017-08-27,57.48328743729283,14,2
2017-09-03,71.0158386434411,14,2
2017-09-10,16.848379550172115,14,2
2017-09-17,48.77528019534586,14,2
2017-09-24,96.75754693827922,14,2
2017-10-01,66.32237081532435,14,2
2017-10-08,54.585769150098514,14,2
2017-10-15,61.86538136608347,14,2
2017-10-22,48.707430043165374,14,2
2017-10-29,58.08469471600037,14,2
2017-11-05,47.94779654145843,14,2
2017-11-12,40.60621558977316,14,2
2017-11-19,42.63068780095489,14,2
2017-11-26,32.123233174361545,14,2
2017-12-03,45.23126400660132,14,2
2017-12-10,86.69025779724876,14,2
2017-12-17,62.87050067579733,14,2
2017-12-24,62.73743211313446,14,2
2017-12-31,60.52141344732315,14,2
2018-01-07,75.88454663180258,14,2
2018-01-14,70.92660807738106,14,2
2018-01-21,49.919324980830936,14,2
2018-01-28,63.4908381905577,14,2
2018-02-04,56.93802642221996,14,2
2018-02-11,66.48033818476505,14,2
2018-02-18,89.39762637431888,14,2
2018-02-25,75.74267955503652,14,2
2018-03-04,84.9781038640817,14,2
2018-03-11,38.372461817970304,14,2
2018-03-18,118.70945282612728,14,2
2018-03-25,75.87724129970229,14,2
2018-04-01,31.117650108203435,14,2
2018-04-08,68.13164862646337,14,2
2018-04-15,119.76221233271858,14,2
2018-04-22,36.93556807767367,14,2
2018-04-29,37.070982095463926,14,2
2018-05-06,35.24012496085325,14,2
2018-05-13,71.73795701539824,14,2
2018-05-20,89.62566730191004,14,2
2018-05-27,24.043659168053644,14,2
2018-06-03,29.242440822845097,14,2
2018-06-10,51.55585845586974,14,2
2018-06-17,67.51765407661902,14,2
2018-06-24,49.632700690475176,14,2
2018-07-01,64.64550289041503,14,2
2018-07-08,66.45948900864474,14,2
2018-07-15,113.13810654090918,14,2
2018-07-22,42.80822929591862,14,2
2018-07-29,201.1999191172721,14,2
2018-08-05,91.5888318647328,14,2
2018-08-12,38.6785524278684,14,2
2018-08-19,64.58818715900485,14,2
2018-08-26,62.34125812229239,14,2
2018-09-02,122.7658611063744,14,2
2018-09-09,39.72504643727962,14,2
2018-09-16,36.65751286829892,14,2
2018-09-23,67.06641360182603,14,2
2018-09-30,61.99146823036565,14,2
2018-10-07,69.65871991186157,14,2
2018-10-14,63.75783099019502,14,2
2018-10-21,61.058989358124094,14,2
2018-10-28,60.19210318307311,14,2
2018-11-04,143.2602534558922,14,2
2018-11-11,35.93016021908628,14,2
2018-11-18,59.859393602556125,14,2
2018-11-25,54.72750763535751,14,2
2018-12-02,43.551564751762186,14,2
2018-12-09,26.381379881485696,14,2
2018-12-16,86.28988807458592,14,2
2018-12-23,102.1286909902641,14,2
2018-12-30,18.416267339434896,14,2
2019-01-06,70.28242646010378,14,2
2019-01-13,44.56283439991376,14,2
2019-01-20,72.57526430165055,14,2
2019-01-27,58.13470224691306,14,2
2019-02-03,78.78431845507538,14,2
2019-02-10,54.23000024998265,14,2
2019-02-17,62.132938351843976,14,2
2019-02-24,44.853748055366005,14,2
2019-03-03,87.01817356375449,14,2
2019-03-10,59.73478974387581,14,2
2019-03-17,187.07544109347987,14,2
2019-03-24,52.21696446001835,14,2
2019-03-31,80.83520102653426,14,2
2019-04-07,28.139593356604315,14,2
2019-04-14,47.18674636798046,14,2
2019-04-21,33.19379589174193,14,2
2019-04-28,45.2622751422937,14,2
