date,time,store,item,x,y
941485,125,29,30,136.857696726279,14.896493238536875
941486,126,29,30,137.95769672627898,14.531649717744306
941487,127,29,30,139.05769672627898,14.485826882914004
941488,128,29,30,140.15769672627897,14.510213187307292
941489,129,29,30,141.25769672627897,14.09824327781602
941490,130,29,30,142.35769672627896,12.957699908111168
941491,131,29,30,143.45769672627895,12.875662583847344
941492,132,29,30,144.55769672627895,14.220631723972186
941493,133,29,30,145.65769672627894,14.210389888373172
941494,134,29,30,146.75769672627894,15.198885836390325
941495,135,29,30,147.85769672627893,14.562436198562144
941496,136,29,30,148.95769672627893,16.976164466987953
941497,137,29,30,150.05769672627892,16.63664948499627
941498,138,29,30,151.1576967262789,14.677865712770364
941499,139,29,30,152.2576967262789,13.599541663233458
941500,140,29,30,153.3576967262789,13.9858743238614
941501,141,29,30,154.4576967262789,15.127225143747395
941502,142,29,30,155.5576967262789,14.567496776182857
941503,143,29,30,156.65769672627889,16.762155344756756
941504,144,29,30,157.75769672627888,17.1975178374376
941505,145,29,30,158.85769672627887,15.864339953668248
941506,146,29,30,159.95769672627887,16.569758405291832
941507,147,29,30,161.05769672627886,19.430232941434703
941508,148,29,30,162.15769672627886,14.05265034731492
941509,149,29,30,163.25769672627885,18.714823625011675
941510,150,29,30,164.35769672627885,18.20964929359665
941511,151,29,30,165.45769672627884,13.750067017588409
941512,152,29,30,166.55769672627883,16.09511447146287
941513,153,29,30,167.65769672627883,19.656365614017087
941514,154,29,30,168.75769672627882,26.97298518831944
941515,155,29,30,169.85769672627882,29.997795602087784
941516,156,29,30,170.9576967262788,18.300415023707377
941517,157,29,30,172.0576967262788,29.899940258215853
941518,158,29,30,173.1576967262788,26.66959692691375
941519,159,29,30,174.2576967262788,20.99604533199777
941520,160,29,30,175.3576967262788,6.523051627897021
941521,161,29,30,176.45769672627878,11.668337553266715
941522,162,29,30,177.55769672627878,13.099984326463533
941523,163,29,30,178.65769672627877,18.44397812511578
941524,164,29,30,179.75769672627877,22.07719490543977
941525,165,29,30,180.8576967262788,28.73007914033088
941526,166,29,30,181.95769672627875,31.79561736805395
941527,167,29,30,183.05769672627875,19.03482187671174
941528,168,29,30,184.1576967262788,21.31507482835689
941529,169,29,30,185.2576967262788,25.31489647778424
941530,170,29,30,186.3576967262788,20.51313761997581
941531,171,29,30,187.45769672627875,19.78195949200961
941532,172,29,30,188.55769672627872,21.19238423208296
941533,173,29,30,189.65769672627872,19.682124986528123
941534,174,29,30,190.7576967262787,21.402691871365395
941535,175,29,30,191.8576967262787,19.619906524998186
941536,176,29,30,192.9576967262787,21.69420590340592
941537,177,29,30,194.0576967262787,17.917840219918272
941538,178,29,30,195.1576967262787,19.943732134997823
941539,179,29,30,196.25769672627868,21.593657419095454
941540,180,29,30,197.35769672627868,21.357641626698307
941541,181,29,30,198.45769672627867,19.77266237949844
941542,182,29,30,199.55769672627864,20.444568566006705
941543,183,29,30,200.65769672627863,20.39071470272696
941544,184,29,30,201.75769672627865,20.2352552811081
941545,185,29,30,202.85769672627865,20.34266221745428
941546,186,29,30,203.95769672627864,21.54877072278876
941547,187,29,30,205.05769672627864,22.191206913546488
941548,188,29,30,206.15769672627863,20.68362757332491
941549,189,29,30,207.25769672627865,20.65937232414213
941550,190,29,30,208.35769672627865,21.36261115164421
941551,191,29,30,209.4576967262786,22.31099088853503
941552,192,29,30,210.5576967262786,24.660310004371585
941553,193,29,30,211.6576967262786,19.73591479913297
941554,194,29,30,212.7576967262786,23.599973907309828
941555,195,29,30,213.8576967262786,24.18684404885672
941556,196,29,30,214.95769672627856,19.36954875185405
941557,197,29,30,216.05769672627852,23.600763485412447
941558,198,29,30,217.15769672627857,25.523788374781446
941559,199,29,30,218.25769672627857,32.43357158252988
941560,200,29,30,219.35769672627856,39.32321645233962
941561,201,29,30,220.45769672627856,25.89292734288749
941562,202,29,30,221.5576967262785,35.91910884004353
941563,203,29,30,222.6576967262785,33.34752807507909
941564,204,29,30,223.7576967262785,27.53493862607488
941565,205,29,30,224.85769672627853,16.40236846548821
941566,206,29,30,225.95769672627853,15.723608248641307
941567,207,29,30,227.0576967262785,18.60302629659061
941568,208,29,30,228.1576967262785,24.622162792244456
941569,209,29,30,229.2576967262785,30.580735906344053
941570,210,29,30,230.3576967262785,34.83268744654135
941571,211,29,30,231.4576967262785,38.98789358303063
941572,212,29,30,232.5576967262785,23.12275300003999
941573,213,29,30,233.6576967262785,28.799100966613413
941574,214,29,30,234.75769672627848,31.694211764158144
941575,215,29,30,235.85769672627848,24.60607535606304
941576,216,29,30,236.95769672627847,25.26694588760985
941577,217,29,30,238.0576967262785,25.857735128935506
941578,218,29,30,239.1576967262785,24.56221361250761
941579,219,29,30,240.25769672627845,27.652208976827183
