date,time,store,item,x,y
595557,277,19,2,304.009344092021,11.930687323585502
595558,278,19,2,305.10934409202105,12.999983941552056
595559,279,19,2,306.20934409202107,12.13918242146958
595560,280,19,2,307.3093440920211,14.098132631872556
595561,281,19,2,308.4093440920211,13.94006246902617
595562,282,19,2,309.50934409202114,12.78775320216742
595563,283,19,2,310.6093440920212,11.561730189843669
595564,284,19,2,311.7093440920212,14.371491691435107
595565,285,19,2,312.8093440920212,12.276026546034569
595566,286,19,2,313.90934409202123,10.07790337069675
595567,287,19,2,315.00934409202125,14.70302255513459
595568,288,19,2,316.1093440920213,15.652711365337254
595569,289,19,2,317.2093440920213,20.56765833027428
595570,290,19,2,318.3093440920213,28.94325619964843
595571,291,19,2,319.40934409202134,15.162476840944104
595572,292,19,2,320.50934409202137,22.57468095597973
595573,293,19,2,321.6093440920214,20.881619929873764
595574,294,19,2,322.7093440920214,16.615161223301648
595575,295,19,2,323.80934409202143,2.604727075016772
595576,296,19,2,324.90934409202146,4.426824161487343
595577,297,19,2,326.0093440920215,9.288738682828011
595578,298,19,2,327.1093440920215,10.831877195809856
595579,299,19,2,328.2093440920215,17.977038986471328
595580,300,19,2,329.30934409202155,19.37584941252983
595581,301,19,2,330.4093440920216,24.817186611073645
595582,302,19,2,331.5093440920216,13.358703311054452
595583,303,19,2,332.6093440920216,13.985487203087049
595584,304,19,2,333.70934409202164,17.33011619557745
595585,305,19,2,334.80934409202166,12.009160760965498
595586,306,19,2,335.9093440920217,13.375078870428403
595587,307,19,2,337.0093440920217,12.171981731025424
595588,308,19,2,338.10934409202173,11.085477698349942
595589,309,19,2,339.2093440920217,13.57543049577562
595590,310,19,2,340.3093440920218,12.29325035179512
595591,311,19,2,341.4093440920218,12.192758398096776
595592,312,19,2,342.5093440920218,13.033619534578373
595593,313,19,2,343.60934409202184,13.41711494289646
595594,314,19,2,344.70934409202187,14.00193507020677
595595,315,19,2,345.8093440920219,12.760538870518912
595596,316,19,2,346.9093440920219,12.946763829091315
595597,317,19,2,348.00934409202193,10.698773945117544
595598,318,19,2,349.109344092022,13.97437352101047
595599,319,19,2,350.209344092022,10.913706934276725
595600,320,19,2,351.309344092022,13.248516321918848
595601,321,19,2,352.409344092022,12.866395218607446
595602,322,19,2,353.50934409202205,12.701817644204676
595603,323,19,2,354.60934409202207,14.097890191071652
595604,324,19,2,355.7093440920221,13.313960079226115
595605,325,19,2,356.8093440920221,12.709110171113332
595606,326,19,2,357.90934409202214,15.449361961507435
595607,327,19,2,359.00934409202216,14.444626935933856
595608,328,19,2,360.1093440920222,12.203794917825318
595609,329,19,2,361.2093440920222,13.573249264391103
595610,330,19,2,362.30934409202223,12.409419696083202
595611,331,19,2,363.4093440920223,10.324337212413411
595612,332,19,2,364.5093440920223,14.02244800724054
595613,333,19,2,365.6093440920223,16.44762678806786
595614,334,19,2,366.7093440920223,20.14654278154913
595615,335,19,2,367.8093440920224,29.417193508908007
595616,336,19,2,368.9093440920224,14.673417434234253
595617,337,19,2,370.0093440920224,25.46218231115268
595618,338,19,2,371.1093440920224,21.069979556962167
595619,339,19,2,372.2093440920224,17.667185275010834
595620,340,19,2,373.30934409202246,4.859706713473739
595621,341,19,2,374.4093440920225,6.496524297163071
595622,342,19,2,375.5093440920225,7.90033414641334
595623,343,19,2,376.6093440920225,14.103077337333591
595624,344,19,2,377.70934409202255,19.288044560729382
595625,345,19,2,378.20934409202255,24.18617118266049
595626,346,19,2,378.70934409202255,25.789153762700465
595627,347,19,2,379.20934409202255,14.717942373183051
595628,348,19,2,379.70934409202255,15.41651608833189
595629,349,19,2,380.20934409202255,16.541918810219936
595630,350,19,2,380.70934409202255,13.333728422929488
595631,351,19,2,381.20934409202255,14.566144939120491
595632,352,19,2,381.70934409202255,15.473721855796462
595633,353,19,2,382.20934409202255,13.811687587169464
595634,354,19,2,382.70934409202255,13.987464503356271
595635,355,19,2,383.20934409202255,15.2956296875765
595636,356,19,2,383.70934409202255,13.61087701394024
595637,357,19,2,384.20934409202255,15.559912773131575
595638,358,19,2,384.70934409202255,14.441941102544751
595639,359,19,2,385.20934409202255,13.56228090145497
595640,360,19,2,385.70934409202255,13.95663097942763
595641,361,19,2,386.20934409202255,14.434837342053308
595642,362,19,2,386.70934409202255,14.391386583104431
595643,363,19,2,387.20934409202255,13.286188117193364
595644,364,19,2,387.70934409202255,14.905988766436426
595645,365,19,2,388.20934409202255,13.943699867939722
595646,366,19,2,388.70934409202255,13.314820073902505
595647,367,19,2,389.20934409202255,13.585215295152732
595648,368,19,2,389.70934409202255,15.048178934112368
595649,369,19,2,390.20934409202255,14.365004884087426
595650,370,19,2,390.70934409202255,16.388563321494573
595651,371,19,2,391.20934409202255,15.704167745794871
595652,372,19,2,391.70934409202255,16.903437850816967
595653,373,19,2,392.20934409202255,12.262075337943536
595654,374,19,2,392.70934409202255,14.777570976014612
595655,375,19,2,393.20934409202255,14.079381028981928
595656,376,19,2,393.70934409202255,12.18257370817638
595657,377,19,2,394.20934409202255,15.38929527859703
595658,378,19,2,394.70934409202255,17.359419006510393
595659,379,19,2,395.20934409202255,22.97561430774752
595660,380,19,2,395.70934409202255,29.43775604132158
595661,381,19,2,396.20934409202255,15.89640717117378
595662,382,19,2,396.70934409202255,26.54519182310768
595663,383,19,2,397.20934409202255,24.69896838674737
595664,384,19,2,397.70934409202255,19.562270247729685
595665,385,19,2,398.20934409202255,4.315092784393266
595666,386,19,2,398.70934409202255,8.79756301363915
