Date,Value
1996-09-03,387.5
1996-09-04,385.6
1996-09-05,386.0
1996-09-06,385.4
1996-09-09,384.6
1996-09-10,383.1
1996-09-11,383.5
1996-09-12,382.1
1996-09-13,382.8
1996-09-16,382.8
1996-09-17,383.45
1996-09-18,383.0
1996-09-19,382.75
1996-09-20,381.75
1996-09-23,381.0
1996-09-24,382.3
1996-09-25,382.4
1996-09-26,380.45
1996-09-27,380.7
1996-09-30,379.0
1996-10-01,378.65
1996-10-02,380.3
1996-10-03,378.85
1996-10-04,380.7
1996-10-07,380.1
1996-10-08,380.85
1996-10-09,381.35
1996-10-10,381.75
1996-10-11,380.75
1996-10-14,380.9
1996-10-15,381.0
1996-10-16,381.5
1996-10-17,380.6
1996-10-18,380.0
1996-10-21,381.0
1996-10-22,383.35
1996-10-23,383.5
1996-10-24,383.0
1996-10-25,382.55
1996-10-28,382.9
1996-10-29,381.7
1996-10-30,379.7
1996-10-31,379.5
1996-11-01,377.6
1996-11-04,378.7
1996-11-05,379.3
1996-11-06,378.0
1996-11-07,378.6
1996-11-08,378.15
1996-11-11,380.5
1996-11-12,381.9
1996-11-13,383.6
1996-11-14,383.0
1996-11-15,379.25
1996-11-18,379.1
1996-11-19,378.2
1996-11-20,379.1
1996-11-21,377.0
1996-11-22,377.0
1996-11-25,375.4
1996-11-26,373.5
1996-11-27,373.0
1996-11-28,372.65
1996-11-29,371.3
1996-12-02,370.75
1996-12-03,367.4
1996-12-04,370.9
1996-12-05,369.0
1996-12-06,370.25
1996-12-09,369.0
1996-12-10,368.25
1996-12-11,368.25
1996-12-12,368.6
1996-12-13,369.0
1996-12-16,368.25
1996-12-17,368.2
1996-12-18,368.7
1996-12-19,369.0
1996-12-20,369.0
1996-12-23,368.75
1996-12-24,368.75
1996-12-25,368.75
1996-12-26,368.75
1996-12-27,369.4
1996-12-30,369.25
1996-12-31,369.25
1997-01-01,369.25
1997-01-02,366.55
1997-01-03,364.0
1997-01-06,358.5
1997-01-07,359.0
1997-01-08,356.6
1997-01-09,356.5
1997-01-10,358.25
1997-01-13,359.6
1997-01-14,357.4
1997-01-15,354.45
1997-01-16,353.05
1997-01-17,355.75
1997-01-20,353.1
1997-01-21,354.7
1997-01-22,351.2
1997-01-23,348.0
1997-01-24,352.5
1997-01-27,353.6
1997-01-28,353.7
1997-01-29,351.1
1997-01-30,349.25
1997-01-31,345.5
1997-02-03,344.3
1997-02-04,345.7
1997-02-05,343.4
1997-02-06,342.8
1997-02-07,339.75
1997-02-10,340.4
1997-02-11,339.4
1997-02-12,337.7
1997-02-13,342.65
1997-02-14,342.4
1997-02-17,344.1
1997-02-18,345.0
1997-02-19,346.25
1997-02-20,345.0
1997-02-21,353.3
1997-02-24,353.05
1997-02-25,353.1
1997-02-26,354.75
1997-02-27,360.0
1997-02-28,358.6
1997-03-03,362.15
1997-03-04,359.4
1997-03-05,354.5
1997-03-06,353.1
1997-03-07,350.3
1997-03-10,350.25
1997-03-11,351.95
1997-03-12,351.4
1997-03-13,352.9
1997-03-14,352.8
1997-03-17,351.4
1997-03-18,346.3
1997-03-19,349.1
1997-03-20,352.0
1997-03-21,352.8
1997-03-24,350.2
1997-03-25,349.6
1997-03-26,346.05
1997-03-27,348.15
1997-03-28,348.15
1997-03-31,348.15
1997-04-01,350.0
1997-04-02,351.05
1997-04-03,348.75
1997-04-04,347.4
1997-04-07,349.0
1997-04-08,349.1
1997-04-09,347.8
1997-04-10,347.6
1997-04-11,347.95
1997-04-14,346.75
1997-04-15,343.0
1997-04-16,339.9
1997-04-17,340.4
1997-04-18,342.1
1997-04-21,342.25
1997-04-22,341.6
1997-04-23,341.0
1997-04-24,340.9
1997-04-25,342.25
1997-04-28,340.2
1997-04-29,339.25
1997-04-30,340.15
1997-05-01,339.25
1997-05-02,339.65
1997-05-05,339.65
1997-05-06,342.45
1997-05-07,341.1
1997-05-08,343.75
1997-05-09,345.85
1997-05-12,348.2
1997-05-13,348.9
1997-05-14,349.1
1997-05-15,346.4
1997-05-16,344.5
1997-05-19,340.7
1997-05-20,343.0
1997-05-21,342.7
1997-05-22,342.75
1997-05-23,342.55
1997-05-26,342.55
1997-05-27,343.65
1997-05-28,342.8
1997-05-29,343.9
1997-05-30,345.6
1997-06-02,343.9
1997-06-03,343.55
1997-06-04,341.75
1997-06-05,340.8
1997-06-06,344.0
1997-06-09,344.25
1997-06-10,343.75
1997-06-11,343.8
1997-06-12,342.2
1997-06-13,341.4
1997-06-16,341.5
1997-06-17,342.15
1997-06-18,341.6
1997-06-19,340.2
1997-06-20,338.2
1997-06-23,338.0
1997-06-24,338.35
1997-06-25,338.45
1997-06-26,336.95
1997-06-27,336.55
1997-06-30,334.55
1997-07-01,333.7
1997-07-02,332.15
1997-07-03,332.55
1997-07-04,324.45
