Date,Value
1989-09-20,362.75
1989-09-21,362.8
1989-09-22,364.9
1989-09-25,367.35
1989-09-26,368.0
1989-09-27,369.0
1989-09-28,366.5
1989-09-29,366.5
1989-10-02,366.5
1989-10-03,365.5
1989-10-04,366.0
1989-10-05,366.2
1989-10-06,363.0
1989-10-09,362.9
1989-10-10,361.9
1989-10-11,361.05
1989-10-12,363.15
1989-10-13,363.2
1989-10-16,368.4
1989-10-17,366.65
1989-10-18,368.5
1989-10-19,368.6
1989-10-20,365.65
1989-10-23,365.5
1989-10-24,366.6
1989-10-25,368.65
1989-10-26,368.6
1989-10-27,372.6
1989-10-30,377.0
1989-10-31,375.3
1989-11-01,373.05
1989-11-02,374.25
1989-11-03,380.5
1989-11-06,379.75
1989-11-07,384.1
1989-11-08,383.2
1989-11-09,387.1
1989-11-10,385.35
1989-11-13,390.5
1989-11-14,388.25
1989-11-15,391.4
1989-11-16,391.4
1989-11-17,392.0
1989-11-20,394.9
1989-11-21,399.0
1989-11-22,409.9
1989-11-23,411.55
1989-11-24,415.8
1989-11-27,413.75
1989-11-28,409.75
1989-11-29,410.1
1989-11-30,408.15
1989-12-01,413.85
1989-12-04,408.6
1989-12-05,403.75
1989-12-06,402.85
1989-12-07,406.0
1989-12-08,409.35
1989-12-11,415.5
1989-12-12,415.5
1989-12-13,413.0
1989-12-14,408.5
1989-12-15,412.75
1989-12-18,407.5
1989-12-19,412.4
1989-12-20,412.4
1989-12-21,413.0
1989-12-22,413.0
1989-12-25,413.0
1989-12-26,413.0
1989-12-27,406.0
1989-12-28,398.6
1989-12-29,398.6
1990-01-01,398.6
1990-01-02,399.0
1990-01-03,395.0
1990-01-04,396.5
1990-01-05,405.0
1990-01-08,404.6
1990-01-09,403.45
1990-01-10,409.1
1990-01-11,412.1
1990-01-12,416.25
1990-01-15,415.6
1990-01-16,412.75
1990-01-17,410.4
1990-01-18,413.4
1990-01-19,408.65
1990-01-22,406.0
1990-01-23,408.25
1990-01-24,420.75
1990-01-25,415.65
1990-01-26,418.0
1990-01-29,418.75
1990-01-30,418.15
1990-01-31,415.05
1990-02-01,415.8
1990-02-02,417.95
1990-02-05,423.0
1990-02-06,421.05
1990-02-07,423.75
1990-02-08,418.0
1990-02-09,415.5
1990-02-12,418.85
1990-02-13,418.05
1990-02-14,414.6
1990-02-15,416.65
1990-02-16,416.5
1990-02-19,416.5
1990-02-20,419.95
1990-02-21,420.0
1990-02-22,417.65
1990-02-23,415.85
1990-02-26,411.3
1990-02-27,407.55
1990-02-28,407.7
1990-03-01,406.3
1990-03-02,405.05
1990-03-05,403.2
1990-03-06,405.35
1990-03-07,400.5
1990-03-08,400.7
1990-03-09,399.3
1990-03-12,401.25
1990-03-13,397.25
1990-03-14,398.75
1990-03-15,399.5
1990-03-16,400.65
1990-03-19,402.1
1990-03-20,399.65
1990-03-21,392.0
1990-03-22,392.0
1990-03-23,393.5
1990-03-26,370.25
1990-03-27,368.0
1990-03-28,372.0
1990-03-29,371.5
1990-03-30,368.5
1990-04-02,368.4
1990-04-03,375.0
1990-04-04,374.25
1990-04-05,378.4
1990-04-06,377.7
1990-04-09,376.7
1990-04-10,375.2
1990-04-11,374.5
1990-04-12,375.5
1990-04-13,375.5
1990-04-16,375.5
1990-04-17,374.0
1990-04-18,374.75
1990-04-19,375.75
1990-04-20,376.0
1990-04-23,375.25
1990-04-24,376.8
1990-04-25,371.45
1990-04-26,371.6
1990-04-27,371.6
1990-04-30,367.75
1990-05-01,369.5
1990-05-02,369.6
1990-05-03,369.9
1990-05-04,371.3
1990-05-07,371.3
1990-05-08,370.65
1990-05-09,370.3
1990-05-10,371.75
1990-05-11,368.55
1990-05-14,369.0
1990-05-15,367.75
1990-05-16,369.85
1990-05-17,369.2
1990-05-18,369.9
1990-05-21,373.1
1990-05-22,375.1
1990-05-23,364.5
1990-05-24,366.5
1990-05-25,366.5
1990-05-28,366.5
1990-05-29,367.7
1990-05-30,366.4
1990-05-31,363.05
1990-06-01,363.45
1990-06-04,357.05
1990-06-05,358.1
1990-06-06,359.5
1990-06-07,352.8
1990-06-08,353.5
1990-06-11,354.7
1990-06-12,355.75
1990-06-13,350.5
1990-06-14,345.85
1990-06-15,346.9
1990-06-18,349.25
1990-06-19,348.65
1990-06-20,346.9
1990-06-21,349.75
1990-06-22,348.4
1990-06-25,353.4
1990-06-26,349.35
1990-06-27,350.65
1990-06-28,352.3
1990-06-29,352.2
1990-07-02,357.4
1990-07-03,362.0
1990-07-04,362.5
1990-07-05,359.7
1990-07-06,361.15
1990-07-09,360.25
1990-07-10,354.0
1990-07-11,354.3
1990-07-12,351.45
1990-07-13,363.6
1990-07-16,363.25
1990-07-17,360.7
1990-07-18,359.4
1990-07-19,362.3
1990-07-20,361.0
1990-07-23,366.1
1990-07-24,368.7
1990-07-25,372.75
1990-07-26,368.75
1990-07-27,366.75
1990-07-30,367.3
1990-07-31,372.3
1990-08-01,370.65
1990-08-02,380.7
1990-08-03,379.0
1990-08-06,382.25
1990-08-07,383.25
1990-08-08,384.75
1990-08-09,383.6
1990-08-10,389.35
1990-08-13,404.3
1990-08-14,411.5
1990-08-15,398.4
1990-08-16,402.6
1990-08-17,410.6
1990-08-20,407.75
1990-08-21,413.8
1990-08-22,408.75
1990-08-23,412.4
1990-08-24,410.3
1990-08-27,410.3
1990-08-28,388.25
1990-08-29,384.3
1990-08-30,389.75
1990-08-31,387.75
1990-09-03,386.75
1990-09-04,381.4
1990-09-05,383.3
1990-09-06,387.5
1990-09-07,384.6
1990-09-10,384.5
1990-09-11,378.5
1990-09-12,382.05
1990-09-13,382.2
1990-09-14,386.2
1990-09-17,389.4
1990-09-18,386.0
1990-09-19,386.5
1990-09-20,386.95
1990-09-21,389.3
1990-09-24,392.5
1990-09-25,403.75
1990-09-26,402.7
1990-09-27,403.95
1990-09-28,408.4
1990-10-01,396.3
1990-10-02,387.85
1990-10-03,389.4
1990-10-04,395.75
1990-10-05,395.6
1990-10-08,390.8
1990-10-09,397.0
1990-10-10,391.8
1990-10-11,388.0
1990-10-12,388.25
1990-10-15,380.7
1990-10-16,364.75
1990-10-17,366.0
1990-10-18,367.85
1990-10-19,372.0
1990-10-22,367.5
1990-10-23,371.65
1990-10-24,371.1
1990-10-25,375.05
1990-10-26,373.7
1990-10-29,372.7
1990-10-30,373.75
1990-10-31,379.5
1990-11-01,380.4
1990-11-02,377.5
1990-11-05,376.9
1990-11-06,379.25
1990-11-07,385.0
1990-11-08,384.75
1990-11-09,385.7
1990-11-12,380.7
1990-11-13,383.5
