time,value
152020,62.17051611520238
152021,53.92808698943172
152022,57.73846528578964
152023,66.28580600499001
152024,64.30713091366988
152025,80.92706320830526
152026,71.90189397136052
152027,63.142304037808856
152028,59.55313854267626
152029,49.16919267044223
152030,56.79621345578189
152031,48.06709721939195
152032,51.35561582541838
152033,57.630057424790806
152034,53.52055106912123
152035,57.63490958206394
152036,55.8584405036803
152037,43.68398886339711
152038,52.87997601872617
152039,44.16756809524946
152040,49.85831433780698
152041,56.78020262214812
152042,55.97777956392866
152043,50.09996666453684
152044,46.13813916402341
152045,57.60561389328342
152046,48.03945491449056
152047,55.39465379158604
152048,62.62917317994264
152049,50.550603289500856
152050,52.39642007135024
152051,74.47194876815148
152052,51.99499872513127
152053,61.379184294911
152054,51.78355824890495
152055,56.44523820143492
152056,68.03606559843585
152057,69.45956894723345
152058,57.74600680708017
152059,48.95484465728905
152060,57.87687283947498
152061,52.90479356880533
152062,56.01843458543577
152063,58.72989020703747
152064,68.94384740459765
152065,72.38288666194991
152066,59.3914000789389
152067,54.111166954872616
152068,67.66502803674402
152069,56.8083804503723
152070,53.67027592736905
152071,58.696224858358256
152072,62.06951791410325
152073,53.61345444312056
152074,55.51571458283987
152075,54.69485421018521
152076,55.082020872329714
152077,75.4837680422527
152078,50.48815916201964
152079,65.92797616739563
152080,54.77719557947036
152081,46.09143970536869
152082,65.34426126886419
152083,67.53810181749742
152084,48.08498375742619
152085,53.097956725841925
152086,64.6572631222074
152087,59.60864168808448
152088,49.061705066734085
152089,64.53305642781177
152090,59.49813914815083
152091,55.67734420095711
152092,65.1710034323604
152093,60.62155388316796
152094,65.19876891269473
152095,61.25121922409771
152096,50.35821081474304
152097,61.64391617217884
152098,47.122834394428494
152099,56.03801366463678
152100,68.41158851000637
152101,60.96734706075922
152102,53.79150956550289
152103,62.88835624035932
152104,56.31530453065643
152105,53.11470111249915
152106,63.96455584308953
152107,59.8298843745964
152108,50.47149772573536
152109,57.98320328117508
152110,58.759597468832325
152111,48.65614716259212
152112,51.88140409209766
152113,52.35135458657922
152114,57.25366588442828
152115,58.66014528039823
152116,65.42446187510531
152117,56.65617778834543
152118,54.86361623008024
152119,59.19112606948461
152120,75.95908144528262
152121,48.12306047409516
152122,72.75553811833883
152123,49.78800251200443
152124,56.55938436938192
152125,54.91530957675663
152126,55.96077599155185
152127,54.22180237858819
152128,52.82636170816623
152129,52.443727426991096
152130,69.33004818183312
152131,56.88365217122641
152132,48.63235250786048
152133,68.81738367776312
152134,52.98731076556947
152135,68.36174350476793
152136,52.61030974521867
152137,42.91636269466108
152138,51.592683943326975
152139,59.37145856241128
152140,60.73293212577518
152141,68.52803242719871
152142,58.10199347665494
152143,44.88122127459425
152144,54.81167078995745
152145,55.49224873116373
152146,50.37024227275097
152147,49.122889251984176
152148,53.19368290394436
152149,57.49718185518214
152150,60.80523407157053
152151,56.37867208112466
152152,54.98023358406729
152153,54.11142786963552
152154,56.47904118055928
152155,62.69162511857283
152156,47.82287358773952
152157,53.070762979886126
152158,62.58365800105537
152159,54.93410178126224
152160,54.44879543398955
152161,60.74783351808879
152162,67.52641045042952
152163,61.609833431602304
152164,54.58634150056957
152165,52.09514597593379
152166,54.41221709562803
152167,49.90525109852375
152168,55.16013362013484
152169,57.05935974281687
152170,63.01431019762129
152171,65.17169894560162
152172,55.14748178955132
152173,52.59161980322711
152174,50.71098421546376
152175,54.66747431013359
152176,64.37978516298172
152177,58.34316140293852
152178,52.70459419111358
152179,60.04635106323359
152180,60.399801058266895
152181,51.104447691870746
152182,62.17880673883659
152183,78.72297013159987
152184,55.60816460453895
152185,55.808430028639016
152186,57.9731897254384
152187,50.03193161543061
152188,55.17404878699727
152189,62.76534175619362
152190,49.42455208101077
152191,73.24491970730888
152192,56.28742082571185
152193,57.180538265073984
152194,58.73380655994952
152195,49.422210557039385
152196,58.1364788471851
152197,45.636116937102784
152198,53.40578154003814
152199,50.44591749039364
152200,54.94128911830152
152201,56.74301337276871
152202,54.955897190372966
152203,51.23016193692221
152204,61.44363936134849
152205,55.78543682670512
152206,46.84653873192183
152207,56.16407372448071
152208,64.54819564328233
152209,48.15195678895817
152210,57.22531530610198
152211,50.65392488862275
152212,53.18549489481554
152213,54.10931284246862
152214,51.74326796199735
152215,54.872140805189225
152216,66.47406879035742
152217,69.01966036481895
152218,52.58624212664943
152219,50.42086453943519
152220,64.09558809499637
152221,48.63347330986775
152222,67.67474862640282
152223,54.56067297174366
152224,55.53839843996654
152225,48.29472048756338
152226,76.90319557283661
152227,55.55955785212984
152228,60.64240979013386
152229,60.506927334052016
152230,64.55194656045947
152231,53.63370464613682
152232,59.1604394534524
152233,51.43041899279742
152234,65.93165136769423
152235,46.65825022438586
152236,58.74253648712732
152237,54.04635476408932
152238,71.26249562397327
152239,46.35419173379824
152240,81.59004390024208
152241,44.72915386872433
152242,54.00230319654487
152243,54.38742640861636
152244,55.53740714896847
152245,74.44256613386825
152246,53.86408280207171
152247,58.172604898422485
152248,51.13771173951181
152249,50.53700846737556
152250,52.274096325148165
152251,59.21660410977241
152252,52.79474107262979
152253,54.8202752151066
152254,53.91491710194979
152255,46.24143333648913
152256,66.63751201233649
152257,49.196562791057296
152258,64.4988137005144
