time,value
514862,75.6339455586438
514863,70.83180254139616
514864,65.94406977449096
514865,64.94663279291171
514866,75.60977148295422
514867,71.42655540314266
514868,80.2844096116849
514869,75.9541523851374
514870,60.091262865370304
514871,73.67378013197907
514872,102.69212839705592
514873,83.21776793512407
514874,97.85523235978896
514875,62.33430805365809
514876,109.31919183765294
514877,70.76438946440693
514878,85.29495273165993
514879,63.80330964580102
514880,79.54676048316314
514881,96.29140356791126
514882,77.53395399840626
514883,76.39927074508786
514884,88.27316367719139
514885,70.75509354211114
514886,82.6563041257498
514887,65.77779300882413
514888,59.73484695754646
514889,127.0818169780309
514890,59.90638340546178
514891,63.81160886412152
514892,62.497327842949296
514893,61.24733040138229
514894,77.31383136129512
514895,59.335892484463024
514896,80.5663680689843
514897,66.45866367149513
514898,111.62463159786302
514899,75.247779468046
514900,68.74802991050434
514901,85.14314534519114
514902,66.59667984033936
514903,67.67698513877947
514904,88.603802998505
514905,74.48853401681353
514906,68.49936935363169
514907,90.34209883404084
514908,92.51817657711904
514909,74.15544589910088
514910,63.736066597274174
514911,63.77957859343971
514912,68.04280250485871
514913,62.48440827223683
514914,70.09188540203976
514915,100.35523508458706
514916,126.41961457472878
514917,69.80797772170261
514918,86.78614791361683
514919,59.03188114526976
514920,79.9850709911504
514921,89.82334142075968
514922,64.82250800500667
514923,112.3380060802996
514924,85.18436515343205
514925,96.02407350224566
514926,78.79638012885448
514927,112.58845811143324
514928,68.66667835675314
514929,66.28592084607772
514930,119.85804622486911
514931,95.06264926922104
514932,73.4625959157877
514933,72.5947917979126
514934,115.02580978850608
514935,104.15216676401516
514936,93.82393483869232
514937,80.19661018029346
514938,67.81162477399394
514939,86.95351329918051
514940,76.22749619398508
514941,85.69483010776585
514942,96.84974695489892
514943,120.66040351178798
514944,110.94669694306457
514945,84.54702364130004
514946,104.4921629245784
514947,79.21076304812907
514948,85.33259031010817
514949,87.2024231030148
514950,106.07480149114356
514951,70.7402741421252
514952,104.28246927780738
514953,113.47558285312174
514954,83.29380762335383
514955,84.3824550311919
514956,81.12584313521083
514957,101.18879304783246
514958,105.86729055407028
514959,95.86322677873692
514960,70.85037474654786
514961,74.79660495858306
514962,68.32029394131294
514963,100.07478133875271
514964,68.12790265592123
514965,67.99589293695554
514966,92.9695926465389
514967,71.8983279328673
514968,72.45662028915554
514969,128.4855631962627
514970,76.58701771761527
514971,75.44758266835359
514972,80.16185486781643
514973,72.27952241889838
514974,72.52625799080649
514975,85.35710319408463
514976,87.42134349079404
514977,76.29388539457226
514978,68.65895095047802
514979,90.05325843885626
514980,74.69009785261387
514981,88.14930216116505
514982,76.53551336435625
514983,88.69914820322842
514984,83.76634132567779
514985,105.28183775109552
514986,80.79153228469109
514987,94.00101116572375
514988,79.27443450120032
514989,71.22280930792571
514990,86.91614194821527
514991,94.45049615457232
514992,104.72628263543416
514993,105.26366769196989
514994,66.26108729091916
514995,67.56250041241216
514996,88.64343144675993
514997,91.27260475850004
514998,78.07807293964672
514999,121.02953751436668
515000,115.82459485892434
515001,67.7006420376565
515002,66.92393429573835
515003,80.41001301755117
515004,92.24033677024389
515005,81.57858216933623
515006,86.11176312141741
515007,67.26430935700749
515008,92.30222715710909
515009,66.70717955636955
515010,66.49915083584209
515011,81.01589543317273
515012,79.94415477432882
515013,90.2970682390462
515014,99.32144219660788
515015,102.93681430805674
515016,71.10755482540769
515017,90.5021665357322
515018,90.4798566948246
515019,72.04303460883577
515020,105.42880779223132
515021,67.09830389329937
515022,108.14904389338987
515023,75.44001332902658
515024,68.78806429112298
515025,85.14811871688973
515026,100.78972466312408
515027,99.1788468588561
515028,84.62337579078542
515029,109.63717435170123
515030,79.95433656490427
515031,68.58347601546113
515032,69.11741975492622
515033,88.1121875607053
515034,66.48621348598861
515035,80.32581489087458
515036,70.50920989265191
515037,79.69536412923543
515038,67.23067758694646
515039,71.10789612916984
515040,88.63038755952074
515041,121.50472868946063
515042,69.66477496463193
515043,66.92723972921645
515044,85.45943769087522
515045,108.50023626113978
515046,81.91075396383167
515047,69.641557288241
515048,86.94749510768425
515049,80.72180118756845
515050,102.71380588380522
515051,106.33580630997024
515052,85.78941486763398
515053,69.47149800225291
515054,88.22747630337476
515055,83.22928007172877
515056,72.11155037784427
515057,71.59333242540532
515058,90.62542429968768
515059,68.01615157758795
515060,68.51266084463813
515061,114.7326971674751
515062,111.7768094713456
515063,83.98219086955442
515064,98.613410433651
515065,72.90980395298594
515066,76.31455342535894
515067,87.89924514692902
515068,112.121821055544
515069,73.547591290883
515070,84.0205197183245
515071,71.74581172038047
515072,127.43660557798836
515073,96.21030008155805
515074,103.8978300476968
515075,70.65648533452115
515076,116.40206322253944
515077,95.2672171998542
515078,85.4349798385889
515079,97.32384618717168
515080,75.94715218188692
515081,127.09305299455092
515082,90.07658653013448
515083,110.02296466607812
515084,90.95915348194085
515085,93.57121584030382
515086,68.35611291142591
515087,85.21981470688809
515088,126.7518064511
515089,89.90544096477751
515090,74.75059339806083
515091,73.82537003081163
515092,96.67503639299584
515093,73.57207812519027
515094,71.39243591508215
515095,79.78183409948318
515096,96.55571970050018
515097,104.6063290652308
515098,86.60908211287854
515099,72.09575077052729
515100,87.29985325002218
515101,88.82380169123823
515102,85.76867177609577
515103,119.7719639405208
515104,112.87225710995064
515105,83.9106340398399
515106,69.61024521222652
515107,72.8921213757285
515108,70.69853721125244
515109,117.46407856232992
515110,79.20847182152889
515111,80.54688370661692
515112,66.38177298210957
515113,75.84530253019638
515114,76.87248165127774
515115,105.94167594759996
515116,101.70331618495236
515117,106.56240223723492
515118,108.066939746572
515119,71.03896145893516
515120,83.24609223466165
515121,67.86306736706975
515122,79.36069360357928
515123,71.93209015416828
515124,71.064520959671
515125,83.51600066985077
515126,74.50883388783558
515127,96.77212360636558
515128,73.61148148056466
515129,78.16725422595714
515130,68.92662678978533
515131,94.93959448127995
515132,70.2455201444064
515133,79.21963768840108
515134,119.17312865727156
515135,80.26019177207878
515136,68.84087750504776
515137,88.08024269153783
515138,75.79135420197696
515139,70.94998990109082
515140,118.85084526003148
515141,112.40865656724664
515142,69.55437742889427
515143,81.30686732773417
515144,99.70671781994666
515145,85.10535820656435
515146,83.35764187908728
515147,74.50026853432543
515148,76.0189269316992
515149,71.82043847650293
515150,88.54063493176633
515151,71.09603701043252
515152,72.09655094447065
515153,81.12979336825784
515154,78.39030463867309
515155,80.39241768441646
515156,79.12412881519948
515157,72.39225339078905
515158,85.78983110899769
515159,92.34401357348317
515160,70.99097285497616
515161,85.94239773827779
515162,104.84251748169468
515163,86.01088942986098
515164,90.58189906386984
515165,73.11550557984764
515166,85.71698235945905
515167,108.63738453114078
515168,79.9951599253122
515169,78.63013421814189
515170,95.53274656879222
515171,76.53381421223328
515172,98.45643930831946
515173,96.08752038253944
515174,89.15722516613886
515175,116.63557755797724
515176,92.00208927171006
515177,71.67370432223572
515178,70.96383497224285
515179,77.72211564510685
515180,86.08212597313846
515181,88.35637338313877
515182,75.30740980437005
515183,78.79037524361895
515184,78.94787121730164
515185,97.2720489318216
515186,85.23515560568563
515187,72.6044984450338
515188,89.71798610606058
515189,75.62477632181803
515190,82.16412880823799
515191,94.78033743645668
515192,86.10834086285398
515193,102.7842729342312
515194,95.43984139541502
515195,99.33838922444102
515196,109.96456875887804
515197,70.06795192454081
515198,69.28275881291259
515199,73.86759747135548
515200,84.22457473404658
515201,67.20559820229471
515202,118.0096239541966
515203,72.65432000319377
515204,72.14571668922592
515205,93.53503042677217
515206,77.38466186429191
515207,103.86218120777968
515208,81.33386014859596
515209,105.38318809128342
515210,90.13195888276498
515211,75.94424732539203
515212,18.25341172311217
515213,99.78173533905432
515214,36.18076809968856
515215,95.21505575377472
515216,61.5087496525038
515217,25.755942140162936
515218,35.73747312690588
515219,64.8864737742156
515220,59.969635760889936
515221,25.9564966247873
515222,34.63348243501592
515223,28.48950055711288
515224,50.21624819788802
515225,35.476249969697264
515226,56.80054824944454
515227,84.24193848413327
515228,27.13628053085157
515229,26.067355183647635
515230,51.96584844392048
515231,45.80620169196636
515232,70.74521647535498
515233,51.18791826095456
515234,60.813906086099664
515235,47.891514811719816
515236,32.93828115451713
515237,14.502557986737692
515238,41.563701809099285
515239,59.42121668896692
515240,33.934952639834805
515241,53.782622777716426
515242,34.14774030063322
515243,44.280761592793176
515244,41.78163623127882
515245,27.121800296518
515246,38.08092995219016
515247,18.48580890947646
515248,24.08912625857522
515249,56.85181691564482
515250,32.76258400107906
515251,115.87086072025376
515252,21.25838370999272
515253,93.0864614310001
515254,41.58719051465286
515255,20.822729639154304
515256,36.3929165313081
515257,49.57969104108803
515258,42.93078168136246
515259,24.2457854994512
515260,54.03177038362357
515261,36.46878692719751
515262,51.93213500809405
515263,40.58618480540558
515264,72.3061751259151
515265,131.2837257055872
515266,31.779391960696884
515267,51.26354545115281
515268,100.22404912160742
515269,22.982885577618426
515270,157.33680159934835
515271,106.72807919556062
515272,38.208405960634416
515273,38.59614312610104
515274,36.75069886921085
515275,68.89661496152188
515276,61.27685989031221
515277,51.668028808781074
515278,67.01730104831202
515279,32.490403080643034
515280,23.89233269161681
515281,75.25038572965886
515282,55.48790070584731
515283,104.40310515413492
515284,39.7523459814187
515285,51.25738604697156
515286,56.6650185473412
515287,57.364584763752006
515288,28.74328862103488
515289,47.9062707707879
515290,98.90272861180247
515291,43.76246789819069
515292,110.6628517777384
515293,32.43916412433542
515294,37.54507765766133
515295,25.845047618496714
515296,48.71327860241887
515297,75.80409395600728
515298,101.1812900783248
515299,31.289689826082647
515300,39.26425652358196
515301,28.54933621240909
515302,48.62594154577876
515303,33.63111432902042
515304,51.32432486469958
515305,43.984221162014286
515306,47.22985465644077
515307,120.46460227893822
515308,47.49061219785057
515309,56.03563650613751
515310,27.26871325076221
515311,40.82300795033764
515312,41.492720624559205
515313,48.28746368272473
515314,38.98829406014266
515315,77.36014326869697
515316,35.30656254619422
515317,16.194324991514556
515318,29.388652930696768
515319,49.51034307072396
515320,61.5839308096387
515321,80.01196024262164
515322,61.82225999386951
515323,39.5870133249325
515324,50.56360916557568
515325,46.624923981991216
515326,33.13500990512099
515327,50.48520708246512
515328,35.09610995983234
515329,29.973889194458003
515330,50.691810839658615
515331,42.59895594205496
515332,73.97183100288004
515333,61.43894573675976
515334,86.25990176458
515335,27.884486756723188
515336,70.22127790569424
515337,43.38554772508788
515338,34.710461079831816
515339,37.91626730194572
515340,77.88956674451569
515341,31.192054443589225
515342,39.661098575198686
515343,54.411310580996044
515344,37.13733759829535
515345,22.67147622895312
515346,33.5357933201348
515347,47.11522180821256
515348,62.38038212076548
515349,134.99282430688072
515350,40.64536696504656
515351,19.74175178766153
515352,52.33339749153656
515353,88.70009417468376
515354,42.37115965089421
515355,74.0332396647846
515356,37.80603865771024
515357,22.03000807668316
515358,37.68188295577119
515359,55.88848586391907
515360,65.82219384529476
515361,84.50995563901486
