time,value
828213,0.0
828214,0.0
828215,0.0
828216,0.0
828217,0.0
828218,0.0
828219,0.0
828220,0.0
828221,0.0
828222,0.0
828223,1.0
828224,2.0
828225,0.0
828226,0.0
828227,0.0
828228,0.0
828229,0.0
828230,0.0
828231,0.0
828232,0.0
828233,1.0
828234,0.0
828235,0.0
828236,0.0
828237,0.0
828238,0.0
828239,1.0
828240,0.0
828241,0.0
828242,0.0
828243,0.0
828244,0.0
828245,0.0
828246,0.0
828247,0.0
828248,0.0
828249,1.0
828250,0.0
828251,0.0
828252,0.0
828253,0.0
828254,0.0
828255,0.0
828256,0.0
828257,0.0
828258,0.0
828259,0.0
828260,0.0
828261,1.0
828262,0.0
828263,0.0
828264,0.0
828265,0.0
828266,0.0
828267,0.0
828268,0.0
828269,0.0
828270,0.0
828271,0.0
828272,0.0
828273,0.0
828274,2.0
828275,0.0
828276,0.0
828277,0.0
828278,0.0
828279,0.0
828280,0.0
828281,0.0
828282,0.0
828283,0.0
828284,0.0
828285,0.0
828286,1.0
828287,0.0
828288,0.0
828289,0.0
828290,0.0
828291,0.0
828292,0.0
828293,0.0
828294,0.0
828295,0.0
828296,0.0
828297,0.0
828298,0.0
828299,0.0
828300,0.0
828301,0.0
828302,0.0
828303,0.0
828304,0.0
828305,0.0
828306,0.0
828307,0.0
828308,0.0
828309,0.0
828310,0.0
828311,0.0
828312,0.0
828313,0.0
828314,0.0
828315,1.0
828316,1.0
828317,0.0
828318,0.0
828319,1.0
828320,0.0
828321,0.0
828322,0.0
828323,0.0
828324,0.0
828325,0.0
828326,0.0
828327,0.0
828328,0.0
828329,0.0
828330,0.0
828331,0.0
828332,0.0
828333,0.0
828334,0.0
828335,0.0
828336,0.0
828337,0.0
828338,1.0
828339,0.0
828340,0.0
828341,0.0
828342,0.0
828343,0.0
828344,0.0
828345,0.0
828346,0.0
828347,0.0
828348,0.0
828349,0.0
828350,0.0
828351,1.0
828352,0.0
828353,1.0
828354,0.0
828355,0.0
828356,0.0
828357,0.0
828358,1.0
828359,0.0
828360,0.0
828361,0.0
828362,0.0
828363,0.0
828364,0.0
828365,1.0
828366,0.0
828367,0.0
828368,0.0
828369,0.0
828370,0.0
828371,0.0
828372,0.0
828373,0.0
828374,0.0
828375,0.0
828376,0.0
828377,0.0
828378,0.0
828379,0.0
828380,0.0
828381,0.0
828382,0.0
828383,0.0
828384,0.0
828385,0.0
828386,0.0
828387,0.0
828388,0.0
828389,0.0
828390,0.0
828391,0.0
828392,1.0
828393,0.0
828394,0.0
828395,0.0
828396,0.0
828397,0.0
828398,0.0
828399,0.0
828400,0.0
828401,0.0
828402,0.0
828403,0.0
828404,0.0
828405,0.0
828406,0.0
828407,0.0
828408,0.0
828409,0.0
828410,0.0
828411,0.0
828412,0.0
828413,0.0
828414,0.0
828415,0.0
828416,0.0
828417,0.0
828418,0.0
828419,0.0
828420,0.0
828421,0.0
828422,0.0
828423,1.0
828424,0.0
828425,0.0
828426,0.0
828427,0.0
828428,0.0
828429,0.0
828430,0.0
828431,0.0
828432,0.0
828433,0.0
828434,0.0
828435,0.0
828436,0.0
828437,0.0
828438,0.0
828439,1.0
828440,1.0
828441,0.0
828442,0.0
828443,0.0
828444,0.0
828445,0.0
828446,0.0
828447,0.0
828448,0.0
828449,0.0
828450,0.0
828451,0.0
828452,0.0
828453,0.0
828454,0.0
828455,1.0
828456,0.0
828457,0.0
828458,1.0
828459,0.0
828460,0.0
828461,0.0
828462,0.0
828463,0.0
828464,0.0
828465,0.0
828466,0.0
828467,0.0
828468,1.0
828469,0.0
828470,0.0
828471,0.0
828472,0.0
828473,0.0
828474,0.0
828475,1.0
828476,0.0
828477,0.0
828478,0.0
828479,0.0
828480,0.0
828481,0.0
828482,0.0
828483,0.0
828484,0.0
828485,0.0
828486,0.0
828487,0.0
828488,0.0
828489,1.0
828490,0.0
828491,0.0
828492,0.0
828493,0.0
828494,0.0
828495,0.0
828496,3.0
828497,0.0
828498,0.0
828499,0.0
828500,0.0
828501,0.0
828502,0.0
828503,0.0
828504,0.0
828505,0.0
828506,0.0
828507,0.0
828508,0.0
828509,0.0
828510,0.0
828511,0.0
828512,0.0
828513,0.0
828514,0.0
828515,0.0
828516,0.0
828517,0.0
828518,0.0
828519,0.0
828520,0.0
828521,0.0
828522,0.0
828523,0.0
828524,1.0
828525,0.0
828526,0.0
828527,0.0
828528,0.0
828529,0.0
828530,1.0
828531,0.0
828532,0.0
828533,0.0
828534,1.0
828535,0.0
828536,0.0
828537,0.0
828538,0.0
828539,0.0
828540,0.0
828541,0.0
828542,0.0
828543,1.0
828544,0.0
828545,0.0
828546,0.0
828547,1.0
828548,1.0
828549,0.0
828550,1.0
828551,0.0
828552,0.0
828553,0.0
828554,0.0
828555,1.0
828556,0.0
828557,0.0
828558,1.0
828559,1.0
828560,0.0
828561,0.0
828562,0.0
828563,0.0
828564,0.0
828565,0.0
828566,0.0
828567,0.0
828568,0.0
828569,0.0
828570,0.0
828571,0.0
828572,0.0
828573,0.0
828574,0.0
828575,1.0
828576,0.0
828577,2.0
828578,1.0
828579,1.0
828580,0.0
828581,0.0
828582,0.0
828583,0.0
828584,0.0
828585,0.0
828586,0.0
828587,0.0
828588,1.0
828589,0.0
828590,0.0
828591,0.0
828592,0.0
828593,0.0
828594,2.0
828595,0.0
828596,1.0
828597,0.0
828598,0.0
828599,0.0
828600,0.0
828601,0.0
828602,0.0
828603,0.0
828604,0.0
828605,0.0
828606,0.0
828607,0.0
828608,0.0
828609,0.0
828610,1.0
828611,0.0
828612,0.0
828613,0.0
828614,0.0
828615,0.0
828616,0.0
828617,1.0
828618,1.0
828619,1.0
828620,0.0
828621,0.0
828622,0.0
828623,0.0
828624,0.0
828625,0.0
828626,0.0
828627,0.0
828628,0.0
828629,0.0
828630,0.0
828631,0.0
828632,0.0
828633,0.0
828634,0.0
828635,0.0
828636,1.0
828637,0.0
828638,0.0
828639,0.0
828640,0.0
828641,0.0
828642,0.0
828643,0.0
828644,0.0
