Date,Value
2000-12-19,269.55
2000-12-20,272.45
2000-12-21,273.1
2000-12-22,273.1
2000-12-25,273.1
2000-12-26,273.1
2000-12-27,275.05
2000-12-28,274.45
2000-12-29,274.45
2001-01-01,274.45
2001-01-02,271.1
2001-01-03,267.15
2001-01-04,267.1
2001-01-05,267.4
2001-01-08,268.3
2001-01-09,267.0
2001-01-10,266.3
2001-01-11,264.15
2001-01-12,263.7
2001-01-15,263.5
2001-01-16,264.45
2001-01-17,263.5
2001-01-18,264.9
2001-01-19,264.9
2001-01-22,266.15
2001-01-23,266.1
2001-01-24,264.25
2001-01-25,264.9
2001-01-26,263.55
2001-01-29,262.85
2001-01-30,264.95
2001-01-31,264.5
2001-02-01,267.65
2001-02-02,266.7
2001-02-05,265.45
2001-02-06,262.7
2001-02-07,263.15
2001-02-08,262.95
2001-02-09,259.9
2001-02-12,261.1
2001-02-13,260.75
2001-02-14,260.25
2001-02-15,258.55
2001-02-16,257.45
2001-02-19,259.45
2001-02-20,256.25
2001-02-21,257.5
2001-02-22,258.85
2001-02-23,260.45
2001-02-26,263.2
2001-02-27,268.3
2001-02-28,266.7
2001-03-01,266.35
2001-03-02,263.1
2001-03-05,262.5
2001-03-06,261.85
2001-03-07,260.65
2001-03-08,263.65
2001-03-09,269.8
2001-03-12,272.5
2001-03-13,269.3
2001-03-14,263.85
2001-03-15,262.05
2001-03-16,260.7
2001-03-19,260.55
2001-03-20,261.55
2001-03-21,262.0
2001-03-22,261.15
2001-03-23,262.85
2001-03-26,262.2
2001-03-27,262.0
2001-03-28,260.15
2001-03-29,260.15
2001-03-30,257.7
2001-04-02,255.95
2001-04-03,257.1
2001-04-04,259.45
2001-04-05,258.1
2001-04-06,258.8
2001-04-09,259.0
2001-04-10,256.65
2001-04-11,257.7
2001-04-12,259.25
2001-04-13,259.25
2001-04-16,259.25
2001-04-17,260.55
2001-04-18,258.85
2001-04-19,263.1
2001-04-20,263.85
2001-04-23,262.6
2001-04-24,263.4
2001-04-25,263.5
2001-04-26,263.5
2001-04-27,264.6
2001-04-30,263.15
2001-05-01,264.0
2001-05-02,263.95
2001-05-03,266.4
2001-05-04,266.6
2001-05-07,266.6
2001-05-08,265.2
2001-05-09,267.85
2001-05-10,268.45
2001-05-11,269.05
2001-05-14,268.35
2001-05-15,266.6
2001-05-16,270.9
2001-05-17,274.0
2001-05-18,273.0
2001-05-21,291.25
2001-05-22,284.15
2001-05-23,283.15
2001-05-24,286.05
2001-05-25,276.25
2001-05-28,276.25
2001-05-29,275.75
2001-05-30,271.0
2001-05-31,267.5
2001-06-01,265.4
2001-06-04,266.5
2001-06-05,265.7
2001-06-06,265.5
2001-06-07,266.1
2001-06-08,267.0
2001-06-11,268.5
2001-06-12,269.9
2001-06-13,271.95
2001-06-14,272.4
2001-06-15,272.2
2001-06-18,272.0
2001-06-19,273.4
2001-06-20,271.5
2001-06-21,271.7
2001-06-22,273.3
2001-06-25,272.9
2001-06-26,274.0
2001-06-27,274.8
2001-06-28,269.5
2001-06-29,270.6
2001-07-02,268.35
2001-07-03,268.5
2001-07-04,267.6
2001-07-05,266.3
2001-07-06,265.1
2001-07-09,266.1
2001-07-10,267.45
2001-07-11,267.55
2001-07-12,266.3
2001-07-13,266.35
2001-07-16,268.25
2001-07-17,267.6
2001-07-18,268.55
2001-07-19,270.3
2001-07-20,269.7
2001-07-23,268.7
2001-07-24,268.75
2001-07-25,268.4
2001-07-26,267.5
2001-07-27,266.15
2001-07-30,266.3
2001-07-31,265.9
2001-08-01,267.35
2001-08-02,267.0
2001-08-03,267.85
2001-08-06,267.2
2001-08-07,266.45
2001-08-08,266.4
2001-08-09,270.0
2001-08-10,275.8
2001-08-13,275.6
2001-08-14,274.5
2001-08-15,275.35
2001-08-16,275.9
2001-08-17,277.45
2001-08-20,276.65
2001-08-21,276.3
2001-08-22,275.85
2001-08-23,274.85
2001-08-24,272.8
2001-08-27,272.8
