time,value
841698,0.0
841699,0.0
841700,0.0
841701,0.0
841702,2.0
841703,0.0
841704,0.0
841705,0.0
841706,0.0
841707,0.0
841708,0.0
841709,0.0
841710,0.0
841711,0.0
841712,0.0
841713,1.0
841714,0.0
841715,0.0
841716,0.0
841717,0.0
841718,0.0
841719,0.0
841720,0.0
841721,0.0
841722,0.0
841723,0.0
841724,0.0
841725,1.0
841726,0.0
841727,1.0
841728,0.0
841729,0.0
841730,2.0
841731,0.0
841732,0.0
841733,0.0
841734,0.0
841735,0.0
841736,0.0
841737,0.0
841738,2.0
841739,0.0
841740,0.0
841741,0.0
841742,0.0
841743,1.0
841744,0.0
841745,1.0
841746,0.0
841747,0.0
841748,0.0
841749,0.0
841750,0.0
841751,0.0
841752,0.0
841753,0.0
841754,0.0
841755,0.0
841756,0.0
841757,0.0
841758,0.0
841759,0.0
841760,0.0
841761,0.0
841762,0.0
841763,0.0
841764,0.0
841765,1.0
841766,0.0
841767,0.0
841768,0.0
841769,0.0
841770,0.0
841771,2.0
841772,0.0
841773,0.0
841774,0.0
841775,0.0
841776,0.0
841777,0.0
841778,0.0
841779,0.0
841780,0.0
841781,0.0
841782,1.0
841783,0.0
841784,0.0
841785,0.0
841786,0.0
841787,0.0
841788,0.0
841789,0.0
841790,0.0
841791,0.0
841792,1.0
841793,0.0
841794,0.0
841795,0.0
841796,0.0
841797,0.0
841798,0.0
841799,0.0
841800,0.0
841801,0.0
841802,0.0
841803,0.0
841804,0.0
841805,0.0
841806,0.0
841807,2.0
841808,0.0
841809,1.0
841810,0.0
841811,0.0
841812,0.0
841813,0.0
841814,0.0
841815,1.0
841816,0.0
841817,0.0
841818,0.0
841819,0.0
841820,1.0
841821,1.0
841822,0.0
841823,0.0
841824,0.0
841825,0.0
841826,2.0
841827,0.0
841828,0.0
841829,1.0
841830,0.0
841831,0.0
841832,0.0
841833,0.0
841834,0.0
841835,0.0
841836,0.0
841837,0.0
841838,0.0
841839,0.0
841840,1.0
841841,0.0
841842,0.0
841843,0.0
841844,0.0
841845,0.0
841846,0.0
841847,0.0
841848,0.0
841849,0.0
841850,0.0
841851,0.0
841852,0.0
841853,0.0
841854,0.0
841855,0.0
841856,0.0
841857,0.0
841858,0.0
841859,0.0
841860,0.0
841861,0.0
841862,0.0
841863,0.0
841864,0.0
841865,0.0
841866,0.0
841867,0.0
841868,1.0
841869,1.0
841870,0.0
841871,0.0
841872,0.0
841873,0.0
841874,0.0
841875,0.0
841876,0.0
841877,0.0
841878,0.0
841879,0.0
841880,0.0
841881,0.0
841882,1.0
841883,0.0
841884,1.0
841885,1.0
841886,0.0
841887,0.0
841888,0.0
841889,0.0
841890,1.0
841891,0.0
841892,0.0
841893,0.0
841894,0.0
841895,0.0
841896,0.0
841897,0.0
841898,0.0
841899,0.0
841900,0.0
841901,0.0
841902,1.0
841903,0.0
841904,0.0
841905,0.0
841906,0.0
841907,0.0
841908,0.0
841909,0.0
841910,0.0
841911,0.0
841912,0.0
841913,0.0
841914,1.0
841915,0.0
841916,0.0
841917,0.0
841918,0.0
841919,0.0
841920,0.0
841921,0.0
841922,0.0
841923,0.0
841924,1.0
841925,0.0
841926,0.0
841927,0.0
841928,0.0
841929,0.0
841930,0.0
841931,0.0
841932,0.0
841933,0.0
841934,0.0
841935,0.0
841936,0.0
841937,0.0
841938,0.0
841939,1.0
841940,0.0
841941,0.0
841942,0.0
841943,0.0
841944,0.0
841945,0.0
841946,0.0
841947,0.0
841948,0.0
841949,0.0
841950,0.0
841951,0.0
841952,0.0
841953,0.0
841954,2.0
841955,0.0
841956,0.0
841957,0.0
841958,0.0
841959,0.0
841960,1.0
841961,0.0
841962,0.0
841963,0.0
841964,0.0
841965,0.0
841966,0.0
841967,0.0
841968,0.0
841969,0.0
841970,0.0
841971,0.0
841972,0.0
841973,0.0
841974,0.0
841975,0.0
841976,0.0
841977,0.0
841978,0.0
841979,0.0
841980,0.0
841981,0.0
841982,0.0
841983,0.0
841984,0.0
841985,0.0
841986,0.0
841987,0.0
841988,0.0
841989,0.0
841990,0.0
841991,1.0
841992,1.0
841993,0.0
841994,0.0
841995,0.0
841996,0.0
841997,0.0
841998,0.0
841999,0.0
842000,1.0
842001,1.0
842002,0.0
842003,0.0
842004,0.0
842005,1.0
842006,0.0
842007,0.0
842008,0.0
842009,0.0
842010,0.0
842011,0.0
842012,0.0
842013,0.0
842014,0.0
842015,0.0
842016,0.0
842017,0.0
842018,0.0
842019,0.0
842020,0.0
842021,0.0
842022,1.0
842023,1.0
842024,1.0
842025,0.0
842026,0.0
842027,0.0
842028,0.0
842029,0.0
842030,0.0
842031,0.0
842032,0.0
842033,0.0
842034,0.0
842035,0.0
842036,0.0
842037,0.0
842038,0.0
842039,1.0
842040,0.0
842041,0.0
842042,0.0
842043,0.0
842044,0.0
842045,0.0
842046,1.0
842047,0.0
842048,0.0
842049,0.0
842050,0.0
842051,0.0
842052,0.0
842053,0.0
842054,0.0
842055,1.0
842056,0.0
842057,0.0
842058,0.0
842059,0.0
842060,0.0
842061,1.0
842062,0.0
842063,0.0
842064,0.0
842065,0.0
842066,0.0
842067,0.0
842068,0.0
842069,1.0
842070,0.0
842071,2.0
842072,0.0
842073,0.0
842074,0.0
842075,0.0
842076,1.0
842077,0.0
842078,0.0
842079,0.0
842080,0.0
842081,0.0
842082,0.0
842083,0.0
842084,0.0
842085,0.0
842086,0.0
842087,1.0
842088,0.0
842089,0.0
842090,0.0
842091,0.0
842092,0.0
842093,0.0
842094,0.0
842095,0.0
842096,0.0
842097,1.0
842098,0.0
842099,1.0
842100,0.0
842101,0.0
842102,0.0
842103,1.0
842104,0.0
842105,0.0
842106,0.0
842107,0.0
842108,0.0
842109,0.0
842110,0.0
842111,0.0
842112,0.0
842113,0.0
842114,0.0
842115,0.0
842116,0.0
842117,2.0
842118,0.0
842119,0.0
842120,0.0
842121,0.0
842122,0.0
842123,0.0
842124,0.0
842125,0.0
842126,0.0
842127,0.0
842128,1.0
842129,0.0
842130,0.0
842131,0.0
842132,1.0
842133,0.0
842134,0.0
842135,0.0
842136,0.0
842137,0.0
842138,0.0
842139,0.0
842140,0.0
842141,0.0
842142,0.0
842143,0.0
842144,0.0
842145,0.0
842146,2.0
842147,0.0
842148,1.0
842149,0.0
842150,0.0
842151,0.0
842152,0.0
842153,0.0
842154,0.0
842155,0.0
842156,1.0
842157,0.0
842158,0.0
842159,0.0
842160,0.0
842161,0.0
842162,1.0
842163,0.0
842164,0.0
842165,0.0
842166,0.0
842167,0.0
842168,0.0
842169,1.0
842170,0.0
842171,0.0
842172,0.0
842173,0.0
842174,3.0
842175,0.0
842176,0.0
842177,0.0
842178,0.0
842179,0.0
842180,1.0
842181,0.0
842182,0.0
842183,0.0
842184,1.0
842185,1.0
842186,0.0
842187,0.0
842188,0.0
842189,0.0
842190,0.0
842191,0.0
842192,0.0
842193,0.0
842194,0.0
842195,0.0
842196,2.0
842197,0.0
